FID,SMILES,frequency
8461,[16*]c1ccc2c(c1)[C@H](c1cccc(C)c1)NCC2,15
8462,[3*]OC1=NS(=O)(=O)c2cc([N+](=O)[O-])ccc21,15
8463,[5*]N1CCc2nccc(N)c2C1,15
8464,[8*]CS(=O)c1ccccc1,15
8465,[16*]c1cccc([N+](=O)[O-])c1O,15
8466,[16*]c1c(C)nc2ccccc2c1C,15
8467,[1*]C(=O)C(=O)CC(C)C,15
8468,[5*]N1CCNc2ccc(F)cc21,15
8469,[15*][C@H]1C[C@H](C)[C@@H](O)C1,15
8470,[16*]c1ccc(C2=NN(C)C(=O)CC2C)cc1,15
8471,[1*]C(=O)C(Br)CC,15
8472,[16*]c1c(F)cc(C#N)cc1F,15
8473,[7*]=CC#Cc1ccccc1,15
8474,[15*][C@@H]1CCC(F)(F)C1,15
8475,[5*]N1CCC(S(=O)(=O)c2ccc(Br)cc2)CC1,15
8476,[12*]S(=O)(=O)c1ccc(Br)c(C)c1,15
8477,[16*]c1cccc([C@@H]2C(C#N)=C(N)Oc3n[nH]c(C)c32)c1,15
8478,[5*]N[C@@H]1CCCc2ccc(C)cc21,15
8479,[7*]=C1C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C1,15
8480,[12*]S(=O)(=O)c1ccc2c(c1)NCCC2,15
8481,[15*]C1(C)CC1(F)F,15
8482,[10*]N1C(=O)N[C@H]2NC(=O)N[C@H]21,15
8483,[14*]c1nn(C)c2c1[C@H](C)CC(=O)N2,15
8484,[12*]S(=O)(=O)c1ccc(I)cc1,15
8485,[16*]c1cc(F)c(C#N)c(F)c1,15
8486,[16*]c1c(=O)[nH]n2cccnc12,15
8487,[14*]c1nn(C)c2c1[C@H](c1ccccc1)CC(=O)N2,15
8488,[10*]N1C(=O)COc2ccccc2C1C(=O)O,15
8489,[5*]N1CCc2c(c(=O)[nH]c(=O)n2C)C1,15
8490,[14*]c1cc2cc(C)ccc2o1,15
8491,[14*]c1nn(C)c2c1COc1ccc(Cl)cc1-2,15
8492,[16*]c1cccc(S)c1,15
8493,[14*]c1nc2cc(Cl)ccc2s1,15
8494,[14*]c1ccc([N+](=O)[O-])cn1,15
8495,[9*]n1ncc(=O)c2c(F)cccc21,15
8496,[5*]NS(=O)(=O)N1CCCCCC1,15
8497,[1*]C(=O)CN1C(=O)C(C)Oc2ccccc21,15
8498,[13*]C1CCCCN1S(=O)(=O)N1CCCC1C,15
8499,[14*]c1ncnc2ncc(F)cc12,15
8500,[13*][C@H]1NC(=O)c2c(sc(C)c2C)N1,15
8501,[13*][C@H]1COC(C)(C)O1,15
8502,[4*]CCN=CC1=C(O)CCCC1=O,15
8503,[9*]n1[nH]c2c(cnc3cc(Br)ccc32)c1=O,15
8504,[14*]c1ccc([C@@H]2CC(=O)Nc3[nH]ncc32)o1,15
8505,[13*]C1COC(C)CN1S(=O)(=O)N1CCCCC1,15
8506,[13*][C@H]1CC(F)(F)CN1,15
8507,[16*]c1c[nH]c2c(Cl)c(Cl)ncc2c1=O,15
8508,[16*]c1ccc(C)c(C2NCCc3ccccc32)c1,14
8509,[16*]c1cnc2sc(C)nc2c1,14
8510,[16*]c1c[nH]c2c(F)cc(F)c(C)c2c1=O,14
8511,[1*]C(=O)C1=C(N)COC1=O,14
8512,[14*]c1[nH+]c2c(C)c(C)ccc2cc1C#N,14
8513,[7*]=CC1=Cc2cc(Cl)ccc2OC1,14
8514,[15*]C1CCCC1=NNC(C)=O,14
8515,[12*]S(=O)(=O)c1c[nH]c(C)n1,14
8516,[9*]n1c(=O)[nH]c2nc(C)cc(C)c2c1=O,14
8517,[13*]C1NC(=O)C2C[C@@H](O)CN2C1=O,14
8518,[10*]N1C(=O)CC(=O)N=C1S,14
8519,[5*]N1CCc2ccccc2C1CO,14
8520,[16*]c1ccnc2ocnc12,14
8521,[14*]c1cc2[nH]nc(C)c2cn1,14
8522,[14*]c1sc2nc[nH]c(=O)c2c1C,14
8523,[13*]C1CC(=O)c2ccc(F)cc2N1,14
8524,[16*]c1ccc(Cl)c(Cl)c1Cl,14
8525,[14*]c1ccc(C)n1C,14
8526,[15*][C@@H]1C[C@H]1F,14
8527,[15*]C1CCc2nn(C)c(=O)n2CC1,14
8528,[13*]C1CC2(CC(C)(C)N1[O])OCC(C)CO2,14
8529,[15*][C@H]1CCc2nocc2C1,14
8530,[1*]C(=O)[C@H]1NCCc2ncn(C)c21,14
8531,[14*]c1[nH]c2cnc(C)nc2c1C,14
8532,[5*]NCP(=O)(O)O,14
8533,[8*]CN1C(=O)C(C)C(=O)c2ccc(Cl)cc21,14
8534,[5*]N1CC(C)c2ccccc21,14
8535,[14*]c1nc(Cl)nc2c1SCC2,14
8536,[9*]n1nc2n(c1=O)C(C=O)CCC2C,14
8537,[16*]c1ccc(C2NCCc3ccccc32)c(C)c1,14
8538,[16*]c1c(C)nn2c(C)cc(C)nc12,14
8539,[5*]N1CCS(=O)(=O)C(C)(C)C1,14
8540,[6*]C(=O)NN=C1CCCC[C@H]1C,14
8541,[13*][C@@H]1NC(=O)[C@H]2CCCN2C1=O,14
8542,[15*]C1COC2(CC(C)(C)N(C)C(C)(C)C2)OC1,14
8543,[16*]c1ccc2oc3ccc([SH](=O)=O)cc3c(=O)c2c1,14
8544,[7*]=Cc1ccnc2c(O)cccc12,14
8545,[14*]c1nccc2c1CCN2,14
8546,[9*]n1c(=O)[nH]c(=O)c2c(C)cc(C)nc21,14
8547,[4*]CC(=O)NN1Cc2ccccc2C1=N,14
8548,[14*]c1nc2n(c(=O)c1C#N)CCCS2,14
8549,[14*]c1ccc2c(C)csc2n1,14
8550,[14*]c1cc2[nH]c(=O)[nH]c(=O)c2s1,14
8551,[5*]N1CCC(C2(N)CC2)C1,14
8552,[15*]C1CCc2c(ccc(=O)n2C)C1,14
8553,[12*]S(=O)(=O)c1ccc2[nH]c(=O)oc2c1,14
8554,[16*]c1cn(C)c2[nH]nc(C)c2c1=O,14
8555,[14*]c1ncc2ccc(C)nc2n1,14
8556,[15*][C@H]1CN[C@@H](C)C1,14
8557,[14*]c1ccc2n1CCC2C#N,14
8558,[13*]C1CCC(C)(C)N1,14
8559,[14*]c1nc2n(n1)C(c1ccc(Br)cc1)C(C(N)=O)=C(C)N2,14
8560,[5*]N1CCN(S(N)(=O)=O)CC1,14
8561,[16*]c1cccc2c1SCC2=O,14
8562,[16*]c1cn[nH]c(=O)c1Br,14
8563,[13*]C1(C)C(=O)N=C2C=CC=CN21,14
8564,[5*]N1CC(C)(C)CC(C)(C)C1,14
8565,[14*]c1[nH]nc2c1[C@@H](c1ccccc1Cl)C(C#N)=C(N)O2,14
8566,[5*]N1CC[C@@H]2C[C@H]21,14
8567,[16*]c1c(C)sc2c(Cl)ncnc12,14
8568,[16*]c1ccc(C2NCCc3ccccc32)cc1Cl,14
8569,[14*]c1nc(Cl)c2[nH]c(=O)[nH]c2n1,14
8570,[16*]c1ccc(Br)cc1I,14
8571,[14*]c1nsc2cccc(Cl)c12,14
8572,[8*]C(C)(C)CCC,14
8573,[16*]c1c(C)[nH]c2cncnc12,14
8574,[15*][C@H]1CCC[C@@H](N)C1,14
8575,[5*]NC(=NCCC=O)N1CCC2(CCC2)C1,14
8576,[12*]S(=O)(=O)c1c(C)nn(C)c1C,14
8577,[4*]C1(C#N)CCCC1,14
8578,[5*]N1CCc2ncn(C)c2[C@@H]1C=O,14
8579,[15*]C1C2(C)CCC(C2)C1(C)C,14
8580,[6*]C(=O)n1[nH]c(=O)c2ccccc21,14
8581,[6*]C(=O)N/N=C(/C)c1c(O)cc(C)oc1=O,14
8582,[16*]c1cc(=O)oc2cc(C)c(C)cc12,14
8583,[6*]C(=O)N/N=C/c1ccc2c3c(cccc13)CC2,14
8584,[4*]C1CCC1(C)C,14
8585,[15*]C1CCNCC1F,14
8586,[13*][C@@]1(C)CCCCN1,14
8587,[14*]c1ccc([C@H]2CC(=O)Nc3c2cnn3C)o1,14
8588,[16*]c1c(N)ncc2ccoc12,14
8589,[5*]NC(=S)N1CC[NH2+]CC1,14
8590,[14*]c1cc2ccccn2n1,14
8591,[5*]NC1=C(C=O)C(=O)OC1,14
8592,[15*][C@@H]1CN[C@H](C)C1,14
8593,[7*]=C[C@@H]1CCOC(C)(C)O1,14
8594,[15*]C1CCCOC1C,14
8595,[4*]CC(=O)NN=C1CCCCC1C,14
8596,[10*]N1C(=O)N(C)C2(CCCCC2)C1=O,14
8597,[13*]C1OC(C)(C)OCC1(C)C,14
8598,[14*]c1cn(S(=O)(=O)c2ccc(C)cc2)cn1,14
8599,[16*]c1c(Cl)cc(C#CC)cc1Cl,14
8600,[16*]c1ccc(C2CCNc3nc(N)nn32)cc1,14
8601,[12*]S(=O)(=O)c1cc(C)sc1C,14
8602,[14*]c1[nH]nc2c1[C@@H](c1ccc(Cl)cc1)C(C#N)=C(N)O2,14
8603,[13*]C1Oc2ccccc2C(C(=O)O)NC1=O,14
8604,[15*][C@H]1CCC2(C1)OCCO2,14
8605,[5*]N1CCc2ncn(C)c2[C@H]1C=O,14
8606,[13*]C1C[C@H]2C[C@H]2N1,14
8607,[16*]c1cnn2cc[nH]c12,14
8608,[16*]c1ccc2c(c1)S(=O)(=O)NCN2C,14
8609,[14*]c1c[nH+]c(N)s1,14
8610,[10*]N1C(=O)C(C)(C)NC(=O)C12CCCC2,14
8611,[16*]c1cc(Cl)cc2c1C(=O)C(C)C(=O)N2C,14
8612,[1*]C(=O)CN1C(=O)C[C@H](C)S(=O)(=O)c2ccccc21,14
8613,[16*]c1ccc2c(c1)-c1ccccc1C2,14
8614,[1*]C(=O)C1=C(C)N(C)C(=O)NC1,14
8615,[10*]N1C(=O)[C@H](C)S/C1=C(\C#N)C=O,14
8616,[7*]=C(C=O)[N+]#[C-],14
8617,[6*]C(=O)C1(C=O)CCn2cccc21,14
8618,[16*]c1ccc([N+](=O)[O-])c(Cl)c1,14
8619,[5*]N1C(C)(C)CCCC1(C)C,14
8620,[15*]C1CCN=C1N,14
8621,[10*]N1C(=O)NC2(CCNCC2)C1=O,14
8622,[16*]c1cccc(Br)c1Br,14
8623,[14*]c1nccn2c(I)cnc12,14
8624,[15*][C@@H]1CCC=CC1=O,14
8625,[1*]C(=O)/C(C#N)=C1\NC(=O)[C@@H](C)S1,14
8626,[14*]c1nc2n(n1)C(c1ccccc1)C(C(N)=O)=C(C)N2,14
8627,[16*]c1ccc2c(c1)NC(=O)C(C)N2C,14
8628,[1*]C(=O)n1[nH]c(=O)c2ccccc21,14
8629,[13*]C1NC2CCC1(O)CC2,14
8630,[11*]SC1=NC2(CCN(C)CC2)N=C1c1ccc(Cl)cc1,14
8631,[10*]N1CC(Br)C(=O)NC1=O,14
8632,[15*]C1(C(=S)NC)CCCC/C1=N/O,14
8633,[15*]C1COc2c(C)cccc2C1,14
8634,[15*][C@@H]1CNCC12CCC2,14
8635,[1*]C(=O)/C(C#N)=C1\NC(=O)C(C)S1,14
8636,[13*]C1(C)NC(=O)c2cc([SH](=O)=O)ccc2NC1=O,14
8637,[13*]C1(C)C=CC=CN1,14
8638,[5*]N1CCCc2ccc([SH](=O)=O)cc21,14
8639,[7*]=CC(C)(C)O,14
8640,[15*][C@H]1C[C@H]2C=C[C@@H]1C2,14
8641,[14*]c1ncc2c(n1)C[C@H]1CC[C@@H]2N1,14
8642,[15*]C1(C(=S)NC)CCCCC1,14
8643,[16*]c1cccc2c1OC(C)C(=O)NC2,14
8644,[16*]c1c[nH]c2ccc(C#N)cc12,14
8645,[16*]c1cnc2c(c1)CN[C@H]2C(C)C,14
8646,[16*]c1ccc2c(c1)C(=O)NCC2,14
8647,[4*]C1(C)COC(C)(C)OC1,14
8648,[5*][NH+]1CCN(C(N)=S)CC1,14
8649,[13*][C@@H]1CC(c2cccs2)=NN1C(=O)CC,14
8650,[14*]c1ccn2cnnc2n1,14
8651,[16*]c1ccc2n(c1=O)CCCC2CC,14
8652,[16*]c1c(O)c2ccccc2oc1=O,14
8653,[14*]c1nccnn1,14
8654,[8*][C@@H](N)CC,14
8655,[5*]N1CCC(O)C2(CC2)C1,14
8656,[14*]c1cc2[nH]c(C)cc(=O)n2n1,14
8657,[14*]c1cc2sc(Cl)cc2cn1,14
8658,[14*]c1nc2c(Cl)nccc2[nH]1,14
8659,[13*]C1(O)CSC2=NCC(C)(C)CN21,14
8660,[16*]c1cccc(/C=N\n2cnnc2)c1,14
8661,[16*]c1ccc(C#CC)cc1F,14
8662,[15*][C@@]12CCNCC1C2,14
8663,[5*]N1CC=C(c2c[nH]c3cc(C)ccc23)CC1,14
8664,[8*]C(C)CS,14
8665,[14*]c1nc(=O)cc(N)[nH]1,14
8666,[10*]N1CCc2cc(Cl)ccc2C1=O,14
8667,[9*]n1c(C)cc2c(c1=O)[C@H](c1ccccc1)C(C#N)=C(N)O2,14
8668,[5*]N1[C@H]2CC[C@@H]1Cc1ncncc12,14
8669,[14*]c1nc2cnccn2c1Br,14
8670,[3*]OC1CCc2c1[nH]c(=O)[nH]c2=O,14
8671,[16*]c1ccsc1C#N,14
8672,[15*][C@H]1C(=O)Nc2ccccc2N=C1c1ccccc1,14
8673,[9*]n1cc([SH](=O)=O)nc1C,14
8674,[1*]C(=O)[C@@H](N)CC(C)C,14
8675,[16*]c1ccc(S(=O)(=O)n2cnc(C)c2)cc1,14
8676,[1*]C(=O)C1(C=O)CCn2cccc21,14
8677,[15*][C@H]1CCCC1=C,14
8678,[16*]c1cc(Cl)c2oc(=O)sc2c1,14
8679,[14*]c1nnc2n1C(C(=O)O)CC2,14
8680,[1*]C(=O)[C@@H]1NCCc2ncn(C)c21,14
8681,[1*]C(=O)/C(C#N)=C1\NC(=O)[C@H](C)S1,14
8682,[4*][C@H](CC(C)C)C(=O)O,14
8683,[13*][C@H]1C[C@H]2CC2N1,14
8684,[16*]c1cc(C)nc2cc(F)ccc12,14
8685,[16*]c1c(F)ccc(C)c1Cl,14
8686,[9*]n1c(=O)[nH]c(=O)c2c1ncn2C,14
8687,[8*]C(Cl)CC,14
8688,[5*]N1CCSC(C)C1,14
8689,[9*]n1cnc2ncnc(Cl)c21,14
8690,[5*]N1/C(=C\C)Sc2ccccc21,14
8691,[14*]c1nc2c(n1C)CCCC2,14
8692,[14*]c1ccn(S(=O)(=O)c2ccccc2)n1,14
8693,[13*][C@@H]1CS(=O)(=O)CN1,14
8694,[11*]SC1=NC2(CCN(C)CC2)N=C1c1ccc(Br)cc1,14
8695,[15*][C@H]1COCCC1=O,14
8696,[10*]N1C(=O)[C@@H](C)S/C1=C(\C#N)C=O,14
8697,[16*]c1cc(C)c(C)c(C)c1,14
8698,[16*]c1cc(F)cc2c1C(=O)CCN2,14
8699,[14*]c1cc(C=O)cn1S(=O)(=O)c1ccccc1,14
8700,[10*]N1C(=O)C(C)S/C1=C(\C#N)C=O,14
8701,[15*]C1CCN(CN2C(=O)C(=O)c3ccccc32)CC1,14
8702,[13*]C1CC2C[C@@H]2N1,14
8703,[4*][C@@H](C)CCC,14
8704,[7*]=C1C(=O)c2cccc([N+](=O)[O-])c2C1=O,14
8705,[8*]C(CO)CO,14
8706,[14*]c1cc2ccc(C)cc2[nH]1,14
8707,[7*]=Cc1csc(C)n1,14
8708,[6*]C(=O)N/N=C(\C)c1ccc2c3c(cccc13)CC2,14
8709,[7*]=C1CCCC/C1=N/O,14
8710,[15*]C1(C)C(=O)c2ccc(Cl)cc2N(C)C1=O,14
8711,[15*][C@@H]1CN[C@@H](C)C1,14
8712,[15*]C1Cc2cn(C)nc2C1,14
8713,[16*]c1c[nH]c2cnc(Cl)cc12,14
8714,[16*]c1c[nH]c2c(C)cccc2c1=O,14
8715,[15*][C@@H]1CC=CC(=O)C1,14
8716,[15*][C@H]1Cc2[nH]c3ccc(Cl)cc3c2C1,14
8717,[5*]N[C@H]1CC(C)(C)Oc2ccccc21,14
8718,[7*]=C/C=C1\Nc2ccccc2S1,14
8719,[5*]N(C)S(N)(=O)=O,14
8720,[4*]CC1(O)CCCc2ccccc21,14
8721,[16*]c1cc[nH+]c2ccc(F)cc12,14
8722,[8*]CC(=O)N1CCC(c2cccs2)=N1,14
8723,[16*]c1ccc(C2CC(=O)Nc3[nH]ncc32)cc1O,14
8724,[5*]N1CC(=O)Nc2cccc3cccc1c23,14
8725,[5*]N[C@H]1CCSc2ccccc21,14
8726,[9*]n1ccn2nc3c(c2c1=O)CC(C)CC3,14
8727,[14*]c1sc2ncccc2c1C,14
8728,[14*]c1nnc2c(C)cc3c(C)cc(C)cc3n12,14
8729,[14*]c1ccc2c(C)ccnc2n1,14
8730,[9*]n1nnnc1C,14
8731,[16*]c1ccccc1S(=O)(=O)C1CCNCC1,14
8732,[16*]c1ccc2c(c1)[nH]c(C)[n+]2C,14
8733,[7*]=Cc1ccoc1,14
8734,[10*]N1N=C(c2ccc(Cl)c(Cl)c2)CCC1=O,14
8735,[16*]c1cccc2c1C(=O)c1ccccc1C2=O,14
8736,[13*][C@@]12NC(=O)N[C@H]1N(C)C(=O)N2C,14
8737,[9*]n1c(=O)c2c(C)cc(C)nc2n(C)c1=O,14
8738,[7*]=C1SCCN(C)C1=O,14
8739,[13*]C12C[C@@H](O)CN1C(=O)CNC2=O,14
8740,[4*]CCC(C)N,14
8741,[13*]C1OCC(C)C(=O)C1C,14
8742,[15*][C@@H]1CCc2nocc2C1,14
8743,[12*]S(=O)(=O)c1ccc2c(c1)C(=O)NC(C)C(=O)N2,14
8744,[5*]N1CC[C@H](O)C(C)(C)C1,14
8745,[14*]c1[nH]nc2c1[C@H](c1ccccc1Cl)C(C#N)=C(N)O2,14
8746,[16*]c1c(C)[nH]c(C)c1C,14
8747,[5*]N[S@](=O)C(C)(C)C,14
8748,[9*]n1c(C)cc2c(c1=O)C(c1ccccc1)C(C#N)=C(N)O2,14
8749,[9*]n1nc(C)c2c1NC(=O)CC2c1ccc(F)cc1,14
8750,[1*]C(=O)CCCN1C(=O)CSc2ncccc21,14
8751,[13*][C@@H]1OCOC[C@@H]1C,14
8752,[13*][C@H]1CC(c2cccs2)=NN1C(=O)CC,14
8753,[5*]N1CCc2ccc([SH](=O)=O)cc21,14
8754,[9*]n1cnc2c(sc3nc(C)cc(C)c32)c1=O,14
8755,[7*]=C1Cc2ccccc2C1=O,14
8756,[14*]c1nc(=O)n2ccc(C)cc2n1,14
8757,[7*]=Cc1nc2scc(C)n2c(=O)c1Cl,14
8758,[16*]c1ccc2c(c1)C(=O)N(C)C2,14
8759,[1*]C(=O)C[N+]#[C-],14
8760,[8*]CN1C(=O)C2CCCN2c2ccccc21,14
8761,[5*]N[C@@H]1CC(C)(C)Oc2ccccc21,14
8762,[16*]c1coc2c(C)c(C)ccc12,14
8763,[13*]C1OC(=O)C(OC)=C1C=O,14
8764,[8*]CC[n+]1ccc2ccccc2c1,14
8765,[1*]C(=O)C(C#N)=C1NC(=O)C(C)S1,14
8766,[5*]N1CCN(S(=O)(=O)N2C[C@H](C)C[C@@H](C)C2)CC1,14
8767,[15*][C@@H]1COC[C@H]1O,14
8768,[16*]c1ccc2c[n+]([O-])ccc2c1,14
8769,[14*]c1ccc2c(n1)NCCCC2,14
8770,[15*]C1CC1C1CCNCC1,14
8771,[14*]c1[nH]nc2c1[C@H](c1c(F)cccc1Cl)C(C#N)=C(N)O2,14
8772,[16*]c1ccc2c(c1)c1ccccc1n2C,14
8773,[16*]c1ccc2c(C)cc3nncn3c2c1,14
8774,[16*]c1ccc2nc3cc(C)ccc3cc2c1,14
8775,[15*]C1CCN(S(=O)(=O)N2C[C@H](C)O[C@H](C)C2)CC1,14
8776,[12*]S(=O)(=O)c1ccc2c(c1)S(=O)(=O)NCN2,14
8777,[14*]c1ccc([C@@H]2CC(=O)Nc3c2cnn3C)o1,14
8778,[16*]c1ccc(C2=NNC(=O)CC2C)cc1[N+](=O)[O-],14
8779,[16*]c1ccc2c(c1)C(=O)N(C)CC2,14
8780,[7*]=C1CCOC1,14
8781,[11*]SCC(=O)O,14
8782,[7*]=Cc1ccc(Cl)cc1N,14
8783,[6*]C(=O)CCl,14
8784,[11*]SC(N)=S,14
8785,[16*]c1cc2c(nc1C)CC(C)(C)CC2=O,14
8786,[15*]C1C2CC3CC1CC(O)(C3)C2,14
8787,[16*]c1ccc(F)c2cccnc12,14
8788,[9*]n1cnc2c(Cl)nc(N)nc21,14
8789,[7*]=C(C)Br,14
8790,[15*][C@@H]1CSc2nccc(=O)n2C1,14
8791,[13*]C1CNCCN1S(=O)(=O)N1CCCCC1C,14
8792,[14*]c1ccnc2cc(=O)[nH]n12,14
8793,[12*]S(=O)(=O)CC=O,14
8794,[16*]c1cc(C)nc2c1C(=O)CC(C)(C)C2,14
8795,[11*]SC1=N[C@@H]2CCCC[C@@H]2N1,14
8796,[15*][C@H]1CNCC1=O,14
8797,[16*]c1cncc2sc(C)cc12,14
8798,[16*]c1c(C#N)c2n(c1C)CCC2,14
8799,[14*]c1[nH]nc2c1C(c1ccc(C)cc1)C(C#N)=C(N)O2,14
8800,[13*][C@@]1(C)CNC2(CCCC2)C(=O)N1,14
8801,[16*]c1ccc(/C=N/n2cnnc2)cc1,14
8802,[14*]c1nn2c(C)nnc2s1,14
8803,[16*]c1cc(S(N)(=O)=O)ccc1F,14
8804,[13*][C@@H]1CCCS1,14
8805,[16*]c1cc(C)nc2ncccc12,14
8806,[4*]C(C)CCO,14
8807,[16*]c1c[nH]c2cccnc12,14
8808,[13*]C1COCCN1S(=O)(=O)N1CCCCC1,14
8809,[9*]n1ccc(=O)c2c(C)c(F)cc(F)c21,14
8810,[16*]c1cccc2c1ccc[n+]2C,14
8811,[6*]C(=O)NN=C1CCCC[C@@H]1C,14
8812,[6*]C(=O)N/N=C/C1=C(O)CC(C)(C)CC1=O,14
8813,[9*]n1cnc(=O)c(Cl)c1,14
8814,[7*]=C(C)C1CC1,14
8815,[14*]c1nc(N)c2[nH]cnc2n1,14
8816,[9*]n1c(C)cc2c(c1=O)[C@@H](c1ccccc1)C(C#N)=C(N)O2,14
8817,[15*][C@]12CNCC[C@H]1C2,14
8818,[16*]c1cc(F)cc(C#CC)c1,14
8819,[15*]C1CCCN(C2=NC(=O)CS2)C1,14
8820,[1*]C(=O)CN1C(=O)C[C@@H](C)S(=O)(=O)c2ccccc21,14
8821,[9*]n1c(=O)ccc2ccccc21,14
8822,[10*]N1C(=O)C(C)SC1=C(C#N)C=O,14
8823,[16*]c1ccc2c(c1)S(=O)(=O)N=C2Cl,14
8824,[9*]n1c2c(c3cc(F)ccc31)CCNC2=O,14
8825,[14*]c1n[nH]c(C)c1Cl,14
8826,[1*]C(=O)C[C@@H]1CCc2ccccc21,14
8827,[13*][C@@H]1CCCC(=O)N1C,14
8828,[13*]C1OC(c2ccccc2Cl)=NN1C(C)=O,14
8829,[7*]=Cc1c(O)ccc2ccccc12,14
8830,[1*]C(=O)C[C@H]1CCc2ccccc21,14
8831,[9*]n1nc(C)c2c1NC(=O)CC2c1ccc(Cl)cc1,14
8832,[15*][C@H]1CSc2nccc(=O)n2C1,14
8833,[14*]c1[nH+]c(Cl)c(Cl)c(N)c1Cl,14
8834,[5*]N1CC[C@]2(CCc3ccccc3O2)C1,14
8835,[16*]c1c(C)ccnc1C,14
8836,[9*]n1ccn2nc3c(c2c1=O)C[C@@H](C)CC3,14
8837,[15*][C@H]1C[C@H]1F,14
8838,[14*]c1[nH]nc2c1C(c1cccc(Cl)c1)C(C#N)=C(N)O2,14
8839,[1*]C(=O)NO,14
8840,[14*]c1[nH]nc(C)c1Cl,14
8841,[14*]c1[nH]nc2c1[C@@H](c1c(F)cccc1Cl)C(C#N)=C(N)O2,14
8842,[7*]=C(c1ccccc1)[N+](=O)[O-],14
8843,[1*]C(=O)C1CCC(C)c2n[nH]c(=O)n21,14
8844,[16*]c1cccc(C#CC(C)(C)O)c1,14
8845,[12*]S(=O)(=O)c1ccc2c(c1)CC(C)(C)O2,14
8846,[16*]c1cccc2ccc[nH+]c12,14
8847,[15*]C12CC3CC(C1)CC(Br)(C3)C2,14
8848,[16*]c1c(C)c(C)c2c(c1O)C(=O)OC2,14
8849,[15*][C@@H]1CCC[C@H](C)[C@@H]1C,14
8850,[16*]c1cccc(S(=O)(=O)n2cnc(C)c2)c1,14
8851,[15*]C1CC(C)OC1C,14
8852,[14*]c1nc2ccccn2n1,14
8853,[5*]N1CCC(C)(O)CC1,14
8854,[5*]N1CC=CC=C1C,14
8855,[14*]c1cc2nc(C)ccn2n1,14
8856,[13*][C@H]1OCOC[C@@H]1C,14
8857,[14*]c1nc(Cl)cc2ncccc12,14
8858,[5*]N[C@H]1CCCc2ccc(C)cc21,14
8859,[15*]C1CCC([SH](=O)=O)CC1,14
8860,[16*]c1ccc2c(c1)CCCN2C,14
8861,[12*]S(=O)(=O)c1ccc2nsnc2c1,14
8862,[5*]NC(=NCC=O)N1CCC(C2CC2)C1,14
8863,[15*][C@@H]1[C@@H]2NC(=O)N[C@@]1(C)Oc1ccccc12,14
8864,[16*]c1ccc2c(=O)cn[nH]c2c1,14
8865,[6*]C(=O)NN=C(C)c1ccc2c3c(cccc13)CC2,14
8866,[15*]C1CCc2cnn(C)c2C1,14
8867,[9*]n1ccn2nc3c(c2c1=O)C[C@H](C)CC3,14
8868,[5*]N1CCc2ncc(C)cc21,14
8869,[7*]=Cc1ccn(S(=O)(=O)c2ccc(C)cc2)c1,14
8870,[16*]c1cn[nH]c1Cl,14
8871,[16*]c1cnc2c(cnn2C)c1,14
8872,[14*]c1nc2ccccc2nc1C,14
8873,[10*]N1C(=O)c2ccc(Cl)cc2NC(=O)C1C,14
8874,[14*]c1nc2ccc(Br)cc2s1,14
8875,[13*][C@@H]1NC(=O)CC1=O,14
8876,[1*]C(=O)CN=C(N)N1CCC(C2CC2)C1,14
8877,[9*]n1c(=O)[nH]c2c(c1=O)CCC2O,14
8878,[14*]c1ccc(I)cn1,14
8879,[14*]c1nc2n(n1)C(c1ccccc1)C=C(C)N2,14
8880,[16*]c1cccc2c1C(=O)CC(=O)N2C,14
8881,[14*]c1ccc2cc(Br)ccc2n1,14
8882,[14*]c1nn(C)c2c1C(C)CC(=O)N2,14
8883,[13*][C@]12NC(=O)N[C@@H]1N(C)C(=O)N2C,14
8884,[1*]C(=O)C[C@H]1CSc2ncc(C)c(=O)n21,14
8885,[14*]c1cc2c(=O)n(C)c(=O)n(C)c2[nH]1,14
8886,[14*]c1nc(=O)c(Cl)c[nH]1,14
8887,[10*]N1C(=O)NCC2=C1CN(C)C2=O,14
8888,[13*]C1(O)CC(c2cccnc2)=NN1C=O,14
8889,[9*]n1c2ccc(F)cc2c2cc(F)ccc21,14
8890,[9*]n1cnc(=O)cc1N,14
8891,[5*]N1CCC(S(=O)(=O)c2ccc(F)cc2F)CC1,14
8892,[12*]S(=O)(=O)c1cncs1,14
8893,[16*]c1cc(C)ccc1S(=O)(=O)O,14
8894,[16*]c1cccc2c1CNCC2,14
8895,[8*]CCN=[N+]=[N-],14
8896,[12*]S(=O)(=O)C1CCS(=O)(=O)CC1,14
8897,[14*]c1[nH]nc2c1[C@H](c1ccc(Cl)cc1)C(C#N)=C(N)O2,14
8898,[4*]C1C(=O)N=C2C=CC=CN21,14
8899,[14*]c1ncnc2cc(Br)sc12,14
8900,[4*]CC(=O)N/N=C1\CC(C)CC(C)(C)C1,14
8901,[16*]c1ccc(C2=NNC(=O)C(C)C2)cc1,14
8902,[10*]N1C(=O)C2(CCCC2)NC(=O)C1(C)C,14
8903,[5*]NC1CCCn2nc(C)nc21,14
8904,[16*]c1c(F)c(C)c2c(=O)cc[nH]c2c1F,14
8905,[14*]c1ncc2c(n1)CCN(C)C2,14
8906,[5*]N1CCN(S(=O)(=O)N(C)C)CC1,14
