FID,SMILES,frequency,TPSA
721,[5*]NS(=O)(=O)N1CCCC1,18,49.41
722,[5*]NC(=S)C1=C(N)CCCC1=O,18,55.12
723,[5*]N1CCN(CN2C(=O)C(=O)c3cc(Cl)ccc32)CC1,18,43.86
724,[5*]N/C([O-])=N/c1c[n+](C(C)C)no1,18,77.36
725,[16*]c1ccccc1[C@@H]1C(C#N)=C(N)Oc2n[nH]c(C)c21,18,87.72
726,[16*]c1ccccc1C1NCCc2cc(O)c(O)cc21,18,52.49
727,[16*]c1cccc([C@@H]2CC(=O)Nc3c2c(C)nn3C)c1,18,46.92
728,[16*]c1cccc([C@@H]2CC(=O)Nc3[nH]nc(C)c32)c1,18,57.78
729,[16*]c1cccc(C=NN2CCNCC2)c1O,18,47.86
730,[16*]c1ccc2[nH]c3c(c2c1)CCC3CC(=O)O,18,53.09
731,[16*]c1ccc([C@H]2CC(=O)Nc3c2cnn3C)cc1,18,46.92
732,[16*]c1ccc(S(=O)(=O)[C@@H]2CCNC2)cc1,18,46.17
733,[16*]c1cc2c(cc1O)oc(=O)c1ccccc12,18,50.44
734,[16*]c1cc([C@H]2CC(=O)Nc3[nH]ncc32)ccc1O,18,78.01
735,[16*]c1cc([C@@H]2CC(=O)Nc3[nH]ncc32)ccc1O,18,78.01
736,[16*]c1cc(C)nc2c1c(=O)[nH]c(=O)n2C,18,67.75
737,[14*]c1nccn2c(O)c(C)nc12,18,50.42
738,[14*]c1ncc2[nH]c(Br)c(Br)c2c1O,18,48.91
739,[14*]c1nc2c(N)ncnc2[nH]1,18,80.48
740,[14*]c1cc(C)c2c(=O)cc[nH]c2n1,18,45.75
741,[14*]c1cc(=O)nc[nH]1,18,45.75
742,[13*][C@H]1C/C(=N/O)CCN1,18,44.62
743,[13*][C@@H]1CC[C@H](C)NS1(=O)=O,18,46.17
744,[13*]C1Oc2ccc(Br)cc2C(C(=O)O)NC1=O,18,75.63
745,[13*]C1CN(C(N)=NC)CCO1,18,50.85
746,[12*]S(=O)(=O)c1cc2c(cc1F)NC(=O)CC2,18,63.24
747,[12*]S(=O)(=O)c1cc(C)nn1C,18,51.96
748,[10*]N1C(=O)COc2ccc(Br)cc2C1C(=O)O,18,66.84
749,[1*]C(=O)n1ncc2c1CCOC2,18,44.12
750,[1*]C(=O)[C@@H](N)C(C)C,18,43.09
751,[1*]C(=O)CN1C(=O)[C@H](C)NC(=O)c2ccccc21,18,66.48
752,[1*]C(=O)CN1C(=O)[C@@H](C)NC(=O)c2ccccc21,18,66.48
753,[1*]C(=O)CC1NC(=O)c2ccccc21,18,46.17
754,[9*]n1nnc2ccc(F)cc2c1=O,17,47.78
755,[9*]n1c(N)nc2cnccc21,17,56.73
756,[9*]n1[nH]c2c(cnc3c(F)cc(F)cc32)c1=O,17,50.68
757,[8*]CN1C(=O)[C@@H](N)CS(=O)(=O)c2ccccc21,17,80.47
758,[8*]CC(=O)NNC(N)=S,17,67.15
759,[8*]C(C#N)C1=NS(=O)(=O)c2ccccc21,17,70.29
760,[6*]C(=O)NN=C1CC(C)(C)NC(C)(C)C1,17,53.49
761,[6*]C(=O)NN=C(C)C1C(=O)c2ccccc2C1=O,17,75.60
762,[6*]C(=O)N1N=C(c2cccnc2)C[C@@H]1O,17,65.79
763,[5*]NC1=NS(=O)(=O)c2cc(Cl)cc(O)c2N1,17,90.79
764,[5*]NC(=S)C1=C(O)CCCC1=O,17,49.33
765,[5*]N1c2cc(F)ccc2NS1(=O)=O,17,49.41
766,[5*]N1CCC2(CC1)NC(=O)c1ccc(F)cc1N2,17,44.37
767,[5*]N1CCC(S(=O)(=O)c2nccn2C)CC1,17,55.20
768,[5*]N1CCC(S(=O)(=O)c2ccc(O)cc2)C1,17,57.61
769,[16*]c1ccnc2[nH]c(=O)n(C)c12,17,50.68
770,[16*]c1cccc2c1NS(=O)(=O)N2C,17,49.41
771,[16*]c1cccc(C2C(C#N)=C(N)Oc3n[nH]c(C)c32)c1,17,87.72
772,[16*]c1ccc2c(c1)S(=O)(=O)N[C@H]2CC=O,17,63.24
773,[16*]c1ccc2c(c1)S(=O)(=O)NC2,17,46.17
774,[16*]c1ccc2c(c1)NC(CCC=O)=NS2(=O)=O,17,75.60
775,[16*]c1cc2c3c(cccc3c1)C(=O)N(O)C2=O,17,57.61
776,[16*]c1cc(O)c(O)c(=O)cc1C,17,57.53
777,[16*]c1cc(Cl)cc2[nH]c(=O)c(=O)[nH]c12,17,65.72
778,[16*]c1cc(Br)cc2c1O[C@@]1(C)C[C@@H]2NC(=O)N1,17,50.36
779,[15*][C@H]1CC(=O)c2cc(C#N)c(=O)[nH]c2C1,17,73.72
780,[14*]c1nc(N)nc2cc[nH]c12,17,67.59
781,[14*]c1nc(C)nc2[nH]nc(C)c12,17,54.46
782,[14*]c1nc(=O)n2cc(C)ccc2n1,17,47.26
783,[14*]c1n[nH]c2c(Cl)cccc2c1=O,17,45.75
784,[14*]c1cn2ccnc(N)c2n1,17,56.21
785,[14*]c1ccnn1S(=O)(=O)c1ccccc1,17,51.96
786,[14*]c1cc2c(nn1)CC(C)CC2O,17,46.01
787,[14*]c1[nH]nc2c1C(c1cccc(F)c1)C(C#N)=C(N)O2,17,87.72
788,[13*][C@@H]1C[C@@H](S(=O)(=O)c2ccc(Cl)cc2Cl)CN1,17,46.17
789,[13*]C1CC(c2ccccn2)=NN1C=O,17,45.56
790,[1*]C(=O)C1NC(=O)COc2c(C)cccc21,17,55.40
791,[9*]n1ncc2c1CCC[C@H]2N,16,43.84
792,[7*]=Cc1cc([N+](=O)[O-])ccc1Cl,16,43.14
793,[7*]=C1SC(N=C(N)N)=NC1=O,16,93.83
794,[7*]=C1NC(=O)CC1=O,16,46.17
795,[5*]N1Cc2nc(N)nc(N)c2C1,16,81.06
796,[5*]N1CCc2[nH]c(=O)[nH]c(=O)c2C1,16,68.96
797,[5*]N1CCN(S(=O)(=O)N2CCCCC2)CC1C,16,43.86
798,[5*]N1CCN(CN2C(=O)C(=O)c3cc(Br)ccc32)CC1,16,43.86
799,[5*]N1CC(C)NS1(=O)=O,16,49.41
800,[16*]c1cnc2c(c1)C(=O)NC2=O,16,59.06
801,[16*]c1ccc2c(c1)c(=O)oc1cc(O)ccc12,16,50.44
802,[16*]c1ccc2c(c1)NC=NS2(=O)=O,16,58.53
803,[16*]c1ccc(C2=C(N)c3ccccc3C2=O)cc1,16,43.09
804,[16*]c1c[nH]c2cnc(C)nc12,16,41.57
805,[16*]c1c(C)nc(C)[nH]c1=O,16,45.75
806,[16*]c1c(C)n[nH]c(=O)c1C,16,45.75
807,[15*]C1CN=C(N)NC1,16,50.41
808,[14*]c1nn(C)c2c1C[C@H](C)C(=O)N2,16,46.92
809,[14*]c1nc2cc(Cl)ncc2[nH]1,16,41.57
810,[14*]c1[nH]nc2c1[C@@H](c1ccc(Br)cc1)C(C#N)=C(N)O2,16,87.72
811,[13*][C@@H]1CC(c2cccs2)=NN1C(=O)CCC(=O)O,16,69.97
812,[13*]C1CS(=O)(=O)CCN1,16,46.17
813,[13*]C1CC(c2cccs2)=NN1C(=O)CCC(=O)O,16,69.97
814,[12*]S(=O)(=O)c1cscn1,16,47.03
815,[12*]S(=O)(=O)c1cccnc1C#N,16,70.82
816,[12*]S(=O)(=O)c1cccc2c1OCCO2,16,52.60
817,[9*]n1c(=O)c(=O)[nH]c2cccnc21,15,67.75
818,[8*]CN=C(N)N1CCCC1,15,41.62
819,[8*]CN1C(=O)CNC(=O)c2cc(Cl)ccc21,15,49.41
820,[7*]=Cc1cnc2[nH]c(=O)ccc2c1,15,45.75
821,[7*]=CC(=O)N=C1N=C(CC=O)c2ccccc21,15,58.86
822,[6*]C(=O)N=C(N)N,15,81.47
823,[6*]C(=O)C#CC1(O)CCC2(CC1)OCCO2,15,55.76
824,[5*]NC(N)=Nc1ccc2cccc3c2c1CC3,15,50.41
825,[5*]NC(=S)N1CC(C)C(=O)N1,15,44.37
826,[5*]N1CCN(S(=O)(=O)N2C[C@@H](C)C[C@@H](C)C2)CC1,15,43.86
827,[3*]OS(=O)(=O)O,15,63.60
828,[16*]c1cn[nH]c(=O)c1,15,45.75
829,[16*]c1cc2[nH]c(=O)c(=O)[nH]c2cc1Cl,15,65.72
830,[16*]c1cc(C=NN2CCNCC2)ccc1O,15,47.86
831,[16*]c1c[nH]c2ncc(F)c(C)c2c1=O,15,45.75
832,[14*]c1ncc2c(=O)[nH]cnc2n1,15,71.53
833,[14*]c1nc(Cl)c2nn[nH]c2n1,15,67.35
834,[14*]c1ccc2cc(C#N)cnc2n1,15,49.57
835,[14*]c1ccc([N+](=O)[O-])cn1,15,56.03
836,[14*]c1ccc([C@H]2CC(=O)Nc3[nH]ncc32)o1,15,70.92
837,[14*]c1cc([SH](=O)=O)c(C)o1,15,47.28
838,[13*]C1CN(S(=O)(=O)N2CCCCC2)CCN1C,15,43.86
839,[13*]C1C(N)C(=O)NN1C,15,58.36
840,[12*]S(=O)(=O)c1ccncc1,15,47.03
841,[10*]N1C[C@H](C)n2ncc(N)c2C1=O,15,64.15
842,[10*]N1CC(=O)N2C[C@H](O)CC2C1=O,15,60.85
843,[10*]N1C(=O)COc2ccccc2C1C(=O)O,15,66.84
844,[10*]N1C(=O)C(N)CN1C,15,49.57
845,[1*]C(=O)[C@H]1CC(=O)Nc2ccccc21,15,46.17
846,[1*]C(=O)CN1C(=O)C(C)Oc2ccccc21,15,46.61
847,[1*]C(=O)C1NS(=O)(=O)c2ccccc21,15,63.24
848,[1*]C(=O)C1=C(N)SCC1,15,43.09
849,[9*]n1nc2n(c1=O)C(C=O)CCC2C,14,56.89
850,[9*]n1nc(C)c2c1NC(=O)CC2c1ccc(F)cc1,14,46.92
851,[9*]n1c(C)cc2c(c1=O)[C@@H](c1ccccc1)C(C#N)=C(N)O2,14,81.04
852,[9*]n1c(C)cc2c(c1=O)C(c1ccccc1)C(C#N)=C(N)O2,14,81.04
853,[9*]n1c(=O)[nH]c2nc(C)cc(C)c2c1=O,14,67.75
854,[8*]CCN=[N+]=[N-],14,48.76
855,[7*]=C(c1ccccc1)[N+](=O)[O-],14,43.14
856,[6*]C(=O)n1[nH]c(=O)c2ccccc21,14,54.86
857,[5*]NC1CCCn2nc(C)nc21,14,42.74
858,[5*]N1CCN(S(N)(=O)=O)CC1,14,66.64
859,[4*]CC(=O)NN1Cc2ccccc2C1=N,14,56.19
860,[16*]c1ccccc1S(=O)(=O)C1CCNCC1,14,46.17
861,[16*]c1cccc(S(=O)(=O)n2cnc(C)c2)c1,14,51.96
862,[16*]c1ccc(C2CCNc3nc(N)nn32)cc1,14,68.76
863,[16*]c1ccc(C2=NNC(=O)CC2C)cc1[N+](=O)[O-],14,84.60
864,[16*]c1ccc(/C=N/n2cnnc2)cc1,14,43.07
865,[15*]C1CCN(S(=O)(=O)N2C[C@H](C)O[C@H](C)C2)CC1,14,49.85
866,[15*]C1(C(=S)NC)CCCC/C1=N/O,14,44.62
867,[14*]c1sc2nc[nH]c(=O)c2c1C,14,45.75
868,[14*]c1nn(C)c2c1C(C)CC(=O)N2,14,46.92
869,[14*]c1nc2n(n1)C(c1ccccc1)C(C(N)=O)=C(C)N2,14,85.83
870,[14*]c1ccn2cnnc2n1,14,43.08
871,[14*]c1ccn(S(=O)(=O)c2ccccc2)n1,14,51.96
872,[14*]c1ccc([C@H]2CC(=O)Nc3c2cnn3C)o1,14,60.06
873,[14*]c1cc2c(=O)n(C)c(=O)n(C)c2[nH]1,14,59.79
874,[14*]c1[nH]nc2c1[C@H](c1ccccc1Cl)C(C#N)=C(N)O2,14,87.72
875,[14*]c1[nH]nc2c1[C@@H](c1ccc(Cl)cc1)C(C#N)=C(N)O2,14,87.72
876,[13*][C@]12NC(=O)N[C@@H]1N(C)C(=O)N2C,14,64.68
877,[13*][C@@H]1NC(=O)CC1=O,14,46.17
878,[13*]C1OC(=O)C(OC)=C1C=O,14,52.60
879,[13*]C1CNCCN1S(=O)(=O)N1CCCCC1C,14,52.65
880,[13*]C1CC2(CC(C)(C)N1[O])OCC(C)CO2,14,41.60
881,[13*]C12C[C@@H](O)CN1C(=O)CNC2=O,14,69.64
882,[12*]S(=O)(=O)c1cncs1,14,47.03
883,[12*]S(=O)(=O)c1ccc2nsnc2c1,14,59.92
884,[12*]S(=O)(=O)c1ccc2c(c1)CC(C)(C)O2,14,43.37
885,[12*]S(=O)(=O)c1c(C)nn(C)c1C,14,51.96
886,[12*]S(=O)(=O)CC=O,14,51.21
887,[10*]N1C(=O)c2ccc(Cl)cc2NC(=O)C1C,14,49.41
888,[10*]N1C(=O)[C@H](C)S/C1=C(\C#N)C=O,14,61.17
889,[10*]N1C(=O)NCC2=C1CN(C)C2=O,14,52.65
890,[10*]N1C(=O)NC2(CCNCC2)C1=O,14,61.44
891,[10*]N1C(=O)C(C)SC1=C(C#N)C=O,14,61.17
892,[10*]N1C(=O)C(C)S/C1=C(\C#N)C=O,14,61.17
893,[1*]C(=O)NO,14,49.33
894,[1*]C(=O)C[C@@H]1CSc2ncc(C)c(=O)n21,14,51.96
895,[1*]C(=O)CN1C(=O)C[C@H](C)S(=O)(=O)c2ccccc21,14,71.52
896,[1*]C(=O)CCN=C(N)N1CCC2(CCC2)C1,14,58.69
897,[1*]C(=O)C1CCC(C)c2n[nH]c(=O)n21,14,67.75
898,[1*]C(=O)C1=C(N)COC1=O,14,69.39
899,[1*]C(=O)/C(C#N)=C1\NC(=O)[C@@H](C)S1,14,69.96
900,[1*]C(=O)/C(C#N)=C1\NC(=O)C(C)S1,14,69.96
901,[9*]n1ncc2c(C)onc2c1=O,13,60.92
902,[9*]n1nc(C)c2c1OC(N)=C(C#N)[C@H]2c1ccccc1,13,76.86
903,[9*]n1c(=O)ccc2cnc(S(C)=O)nc21,13,64.85
904,[9*]n1c(=O)ccc2c(C)nc(N)nc21,13,73.80
905,[9*]n1c(=O)c2ccccc2n1C=O,13,44.00
906,[9*]n1[nH]c2c(cnc3c(C)cccc32)c1=O,13,50.68
907,[8*]CN1C(=O)CNC(=O)c2cc(C)ccc21,13,49.41
908,[8*]CCCN=C(N)N1CCC2(CCCCC2)C1,13,41.62
909,[8*]CC1=C(O)COC1=O,13,46.53
910,[7*]=Cc1csc2c(N)ncnc12,13,51.80
911,[7*]=C1OC(=O)c2cc([N+](=O)[O-])ccc21,13,69.44
912,[6*]C(=O)CN1N=C(c2ccccc2)c2ccccc2S1(=O)=O,13,66.81
913,[6*]C(=O)C1(C(=O)O)CCn2cccc21,13,59.30
914,[5*]N1CCC(=NNC(=O)CC)CC1,13,44.70
915,[5*]N1C(C)CNS1(=O)=O,13,49.41
916,[4*]CCCN1C(=O)CNC(=O)c2ccccc21,13,49.41
917,[16*]c1cnn2cnnc2c1,13,43.08
918,[16*]c1ccc2cc3c(=O)[nH]nc-3oc2c1,13,58.89
919,[16*]c1ccc(S(=O)(=O)N=C(N)N)cc1,13,98.54
920,[16*]c1ccc(C[N+](=O)[O-])cc1,13,43.14
921,[16*]c1cc2[nH]c(=O)c(=O)[nH]c2cc1[N+](=O)[O-],13,108.86
922,[16*]c1c[nH]c2ccnn2c1=O,13,50.16
923,[15*]C1CCc2nc3sc(C#N)c(N)c3cc2C1,13,62.70
924,[14*]c1oc2cccnc2c1N,13,52.05
925,[14*]c1nnc2n1N=C(c1ccc(Cl)c(Cl)c1)CS2,13,43.07
926,[14*]c1nn(C)c2ncncc12,13,43.60
927,[14*]c1ncccc1[N+](=O)[O-],13,56.03
928,[14*]c1ncc2nccnc2n1,13,51.56
929,[14*]c1ncc([SH](=O)=O)s1,13,47.03
930,[14*]c1nc2n(n1)C(c1cccc(Br)c1)C(C(N)=O)=C(C)N2,13,85.83
931,[14*]c1nc2n(n1)C(c1ccc(F)cc1)C(C(N)=O)=C(C)N2,13,85.83
932,[14*]c1nc2ccc(Cl)cc2c(=O)[nH]1,13,45.75
933,[14*]c1nc2c(C#N)nccc2[nH]1,13,65.36
934,[14*]c1nc(N)c2nc[nH]c2n1,13,80.48
935,[14*]c1nc(C)c2cccnc2c1O,13,46.01
936,[14*]c1[nH]nc2c1[C@@H](c1cccc(F)c1)C(C#N)=C(N)O2,13,87.72
937,[14*]c1[nH]c2c(cnn2C)c(=O)c1O,13,70.91
938,[13*][C@H]1OC(c2ccc(Cl)cc2Cl)=NN1C(C)=O,13,41.90
939,[13*][C@@]12NC(=O)N[C@@H]1N(C)C(=O)N2C,13,64.68
940,[13*]C1NC(=O)NC2=C1C(=O)N(C)C2,13,61.44
941,[13*]C1Cn2nccc2C(=O)N1,13,46.92
942,[13*]C1CCCCN1S(=O)(=O)N1CCOC(C)(C)C1,13,49.85
943,[1*]C(=O)n1oc(C)cc1=O,13,52.21
944,[1*]C(=O)C[SH](=O)=O,13,51.21
945,[1*]C(=O)CN1NC(=O)CC1C,13,49.41
946,[1*]C(=O)C1=C(C)Nc2ncnn2C1c1ccc(Cl)cc1,13,59.81
947,[9*]n1ncc2c1NC(=O)C[C@H]2c1cccc(Br)c1,12,46.92
948,[9*]n1ncc2c1NC(=O)C[C@@H]2c1cccc(Br)c1,12,46.92
949,[9*]n1ncc2c1NC(=O)C[C@@H]2CC,12,46.92
950,[9*]n1nc2oc3c(O)cccc3cc-2c1=O,12,68.26
951,[9*]n1nc(C)c2c1NC(=O)C[C@H]2c1cccs1,12,46.92
952,[9*]n1nc(C)c2c1NC(=O)C[C@@H]2c1cccc(Cl)c1,12,46.92
953,[9*]n1cnc2cnc(F)nc21,12,43.60
954,[9*]n1c(C)nc2sc3c(c2c1=O)C(C(=O)O)CC3,12,72.19
955,[9*]n1c(=O)[nH]c2c(N)ncnc21,12,89.59
956,[8*]CN1C(=O)C=C(CC=O)Nc2ccccc21,12,49.41
957,[8*]C(O)C(=O)NNc1ccc2ccccc2[nH+]1,12,75.50
958,[7*]=Cc1cc([N+](=O)[O-])ccc1O,12,63.37
959,[5*]NCC1=NCC(=O)O1,12,50.69
960,[5*]N1CNS(=O)(=O)c2cc(Cl)ccc21,12,49.41
961,[5*]N1CCC2(N)Oc3ccc(Cl)cc3C(CC(=O)O)C2C1,12,75.79
962,[4*]CCN1C(=O)CNC(=O)c2cc(C)ccc21,12,49.41
963,[3*]OS(=O)(=O)c1ccc2c3c(cccc13)CC2,12,43.37
964,[3*]ON=C1C(=O)N(C)c2ccc(Cl)cc21,12,41.90
965,[16*]c1ccccc1[C@H]1CC(=O)Nc2c1cnn2C,12,46.92
966,[16*]c1cccc2c1S(=O)(=O)NC2=O,12,63.24
967,[16*]c1cccc2c1C(N)=NS2(=O)=O,12,72.52
968,[16*]c1cccc(S(=O)(=O)n2ccnc2)c1,12,51.96
969,[16*]c1cccc(/C=N/n2cnnc2)c1,12,43.07
970,[16*]c1ccc2c(c1)N(CN1CCNCC1)C(=O)C2=O,12,52.65
971,[16*]c1ccc([C@H]2C(C=O)=C(C)Nc3ncnn32)cc1,12,59.81
972,[16*]c1ccc([C@@H]2C(C=O)=C(C)Nc3ncnn32)cc1,12,59.81
973,[16*]c1ccc(Cl)c(S(=O)(=O)C2CCNCC2)c1O,12,66.40
974,[16*]c1cc2ncc3c(=O)[nH][nH]c3c2cc1F,12,61.54
975,[16*]c1cc2cnc(N)cc2nc1C,12,51.80
976,[16*]c1cc2c(c(N)c1C#N)c(=O)oc1ccccc12,12,80.02
977,[16*]c1cc2[nH]c(=O)c(=O)[nH]c2cc1C,12,65.72
978,[16*]c1cc2[nH]c(=O)[nH]c2nc1C,12,61.54
979,[16*]c1cc(/C=N\N2CCNCC2)ccc1O,12,47.86
980,[16*]c1c[nH]c(=O)n(C)c1=O,12,54.86
981,[16*]c1c(C#N)c(=O)[nH]c2[nH]c(=O)[nH]c(=O)c12,12,122.37
982,[15*][C@H]1C(=O)Nc2[nH]nc(C)c2[C@H]1c1ccccc1,12,57.78
983,[15*]C1C=CC(=O)C=C1NP(=O)(O)O,12,86.63
984,[15*]C1C2=C(CCCC2=O)OC2=C1C(=O)CC(C)(C)C2,12,43.37
985,[14*]c1oc(=O)cc(O)c1Cl,12,50.44
986,[14*]c1nncn1/N=C\c1c(F)cccc1Cl,12,43.07
987,[14*]c1nn2c(=O)ccnc2s1,12,47.26
988,[14*]c1nn(C)c2c1C(c1ccco1)CC(=O)N2,12,60.06
989,[14*]c1nc2nc(N)ncc2[nH]1,12,80.48
990,[14*]c1nc2[nH]ncc2c2ncnn12,12,71.76
991,[14*]c1nc(N)c2[nH]c(=O)[nH]c2n1,12,100.45
992,[14*]c1nc(F)nc2[nH]cnc12,12,54.46
993,[14*]c1cc2c(C)n[nH]c2cn1,12,41.57
994,[14*]c1cc2c(=O)n(C)c(=O)[nH]c2s1,12,54.86
995,[14*]c1cc(N/N=C(\C)c2ccc(C)cc2)nc(C)n1,12,50.17
996,[14*]c1cc(=O)n2ncsc2n1,12,47.26
997,[14*]c1c2c(nn1C)CCN(C(N)=S)C2,12,47.08
998,[14*]c1[nH]nc2c1[C@H](c1ccc(C)cc1)C(C#N)=C(N)O2,12,87.72
999,[14*]c1[nH]nc2c1[C@@H](c1ccc(C)cc1)C(C#N)=C(N)O2,12,87.72
1000,[14*]c1[nH]nc2c1C(c1ccc(O)cc1)C(C#N)=C(N)O2,12,107.95
1001,[13*][C@H]1OC(c2cccc(I)c2)=NN1C(C)=O,12,41.90
1002,[13*][C@@H]1NC(=O)N(C)C2=C1C(=O)CCC2,12,49.41
1003,[13*][C@@H]1CC(c2ccco2)=NN1C(=O)CC,12,45.81
1004,[13*]C1Cc2nc[nH]c2CN1C(N)=S,12,57.94
1005,[13*]C1CS(=O)(=O)CN1,12,46.17
1006,[13*]C1CN(S(=O)(=O)N2CCC(C)CC2)CCO1,12,49.85
1007,[13*]C1CN(S(=O)(=O)N2CC(C)CC(C)C2)CCO1,12,49.85
1008,[13*]C1CCCCN1S(N)(=O)=O,12,63.40
1009,[13*]C1CC=C(C(=O)NO)S1,12,49.33
1010,[13*]C1CC(c2cccc(Cl)c2)n2ncnc2N1,12,42.74
1011,[13*]C1CC(O)N(C)C(N)=N1,12,61.85
1012,[12*]S(=O)(=O)c1ccccc1[SH](=O)=O,12,68.28
1013,[12*]S(=O)(=O)c1ccc2c(c1)C(=O)CCC2,12,51.21
1014,[10*]N1C(=O)N[C@@H]2C[C@]1(C)Oc1ccc(C)cc12,12,41.57
1015,[10*]N1C(=O)NC(=O)CC1O,12,69.64
1016,[1*]C(=O)[C@@H](N)CC,12,43.09
1017,[1*]C(=O)CS(=O)(=O)c1ccc(C)cc1,12,51.21
1018,[9*]n1ncc2c(Cl)nc(Cl)nc21,11,43.60
1019,[9*]n1nc2oc3ccc(Cl)cc3cc-2c1=O,11,48.03
1020,[9*]n1nc(C)c2c1NC(=O)C[C@H]2c1cccc(Cl)c1,11,46.92
1021,[9*]n1nc(C)c2c1NC(=O)C[C@@H]2c1ccccc1Cl,11,46.92
1022,[9*]n1nc(C)c2c1NC(=O)C[C@@H]2c1ccc(F)c(F)c1,11,46.92
1023,[9*]n1nc(C)c2c1NC(=O)C[C@@H]2c1ccc(C)cc1,11,46.92
1024,[9*]n1nc(C)c2c1NC(=O)CC2c1ccc(F)cc1F,11,46.92
1025,[9*]n1cnc2cnc(C#CC)cc2c1=O,11,47.78
1026,[9*]n1c(=O)[nH]c2cnc(C)nc21,11,63.57
1027,[9*]n1c(=O)[nH]c2ccc(Cl)nc21,11,50.68
1028,[8*]CCc1sc(=O)[nH]c1O,11,53.09
1029,[7*]=Cc1cnc2nc(N)nc(N)c2c1,11,90.71
1030,[7*]=C1NC(=O)[C@@H]2CCCN2C1=O,11,49.41
1031,[7*]=C1C(=O)CC(C)(C)CC1=NC(C)C(=O)O,11,66.73
1032,[7*]=C(C)c1sc(=O)[nH]c1O,11,53.09
1033,[6*]C(=O)[C@H](C)N,11,43.09
1034,[5*]NC(=S)/C(C#N)=C1/Nc2ccccc2S1,11,47.85
1035,[5*]N1Cc2cnc(N)nc2[C@H]1C,11,55.04
1036,[5*]N1Cc2cnc(N)nc2[C@@H]1C,11,55.04
1037,[5*]N1CCC2(C1)C(=O)N(C)C(=O)N2C,11,43.86
1038,[4*]CCCN1C(=O)CNC(=O)c2cc(C)ccc21,11,49.41
1039,[4*]CC1=C(N)CC(C)(C)CC1=O,11,43.09
1040,[4*]CC(=O)N1CCCC(=O)N1,11,49.41
1041,[3*]OS(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2C,11,63.68
1042,[3*]OC1=C(O)COC1=O,11,55.76
1043,[16*]c1coc(=O)c(C)c1O,11,50.44
1044,[16*]c1cn2ncnc2nc1Cl,11,43.08
1045,[16*]c1ccccc1S(=O)(=O)[C@H]1CCNC1,11,46.17
1046,[16*]c1ccccc1C1CC(=O)Nc2[nH]nc(C)c21,11,57.78
1047,[16*]c1cccc(S(=O)(=O)c2cncs2)c1,11,47.03
1048,[16*]c1ccc2c(c1)nc(C)c1nncn12,11,43.08
1049,[16*]c1ccc2c(c1)S(=O)(=O)NC2CC=O,11,63.24
1050,[16*]c1ccc2c(c1)C(CC=O)NS2(=O)=O,11,63.24
1051,[16*]c1ccc2c(=O)oc(O)cc2c1,11,50.44
1052,[16*]c1ccc2c(=O)c3c(O)cccc3oc2c1,11,50.44
1053,[16*]c1ccc([C@H]2CC(=O)Nc3[nH]ncc32)cc1O,11,78.01
1054,[16*]c1ccc([C@@H]2CC(=O)Nc3[nH]ncc32)cc1O,11,78.01
1055,[16*]c1ccc(F)cc1[N+](=O)[O-],11,43.14
1056,[16*]c1ccc(C2NC(=O)Nc3c2c(=O)[nH]c(=O)n3C)cc1,11,95.99
1057,[16*]c1ccc(C2C(C#N)=C(N)Oc3cc(C)[nH]c(=O)c32)cc1,11,91.90
1058,[16*]c1cc(F)ccc1S(=O)(=O)[C@@H]1CCNC1,11,46.17
1059,[16*]c1c(F)ncc2c(=O)cc(C)[nH]c12,11,45.75
1060,[15*][C@H]1C(=O)Nc2c(c(C)nn2C)[C@@H]1c1ccccc1,11,46.92
1061,[15*]C1CCN(S(=O)(=O)N2CCOC(C)C2)CC1,11,49.85
1062,[15*]C1CCC(=NNC(N)=O)CC1,11,67.48
1063,[15*]C1CC(=O)C=C(NNC=O)C1,11,58.20
1064,[14*]c1sc2c(=O)[nH]c(=O)[nH]c2c1C#N,11,89.51
1065,[14*]c1nnc2n1N=C(c1ccccc1C)CS2,11,43.07
1066,[14*]c1nn(C)c2c1[C@@H](c1ccco1)CC(=O)N2,11,60.06
1067,[14*]c1ncnc2nc(Br)[nH]c12,11,54.46
1068,[14*]c1ncc[nH]c1=O,11,45.75
1069,[14*]c1ncc2cc[nH]c2n1,11,41.57
1070,[14*]c1nc[nH]c(=O)c1I,11,45.75
1071,[14*]c1nc2n[nH]c(N)c2c(=O)[nH]1,11,100.45
1072,[14*]c1nc2ccc(C)nc2[nH]1,11,41.57
1073,[14*]c1nc2c(C)nc(C)cc2[nH]1,11,41.57
1074,[14*]c1nc(N)nc2c1CN[C@H]2C,11,63.83
1075,[14*]c1nc(F)cc2[nH]c(C)cc(=O)c12,11,45.75
1076,[14*]c1n[nH]nc1C,11,41.57
1077,[14*]c1cncn1S(=O)(=O)c1ccc(C)cc1,11,51.96
1078,[14*]c1ccc2c(n1)CCNC2C=O,11,41.99
1079,[14*]c1cc2c(cn1)c(=O)oc1ccccc12,11,43.10
1080,[14*]c1[nH]nc2c1C(c1ccc(Cl)cc1Cl)C(C#N)=C(N)O2,11,87.72
1081,[13*][C@H]1OC(=O)NC1=O,11,55.40
1082,[13*][C@H]1NC(=O)c2ccc(Cl)cc2NC1=O,11,58.20
1083,[13*][C@H]1NC(=O)c2cc(I)ccc2NC1=O,11,58.20
1084,[13*][C@H]1C[C@@H](c2ccccc2C)n2ncnc2N1,11,42.74
