FID,SMILES,frequency,TPSA
1085,[13*][C@@H]1C[C@H](c2cccc(Cl)c2)n2ncnc2N1,11,42.74
1086,[13*][C@@H]1C[C@H](c2cccc(Br)c2)n2ncnc2N1,11,42.74
1087,[13*][C@@H]1C[C@@H](c2ccccc2C)n2ncnc2N1,11,42.74
1088,[13*][C@@H]1CCCCN1S(=O)(=O)N1CCOCC1,11,49.85
1089,[13*]C1Oc2ccccc2C(C=O)NC1=O,11,55.40
1090,[1*]C(=O)CN1C(=O)COc2cc(Br)ccc21,11,46.61
1091,[1*]C(=O)/C(C#N)=C1/NC(c2ccccc2)=CS1,11,52.89
1092,[9*]n1ncc2c1NC(=O)C[C@@H]2c1c(F)cccc1Cl,10,46.92
1093,[9*]n1cnc2c(=O)n(C)c(=O)[nH]c21,10,72.68
1094,[9*]n1ccn(C)c(=O)c1=O,10,44.00
1095,[9*]n1c(C)nc2cnc(C)nc21,10,43.60
1096,[9*]n1c(C)cc(O)cc1=O,10,42.23
1097,[9*]n1c(=O)cc(C)c2cncnc21,10,47.78
1098,[9*]n1c(=O)[nH]c2cc(Cl)cnc21,10,50.68
1099,[8*]C(O)C[n+]1c(N)[nH]c2ccccc21,10,65.92
1100,[8*]C(O)C1=NCCO1,10,41.82
1101,[7*]=Cc1ncnc2[nH]cnc12,10,54.46
1102,[7*]=Cc1nc2ccc(C)cc2c(=O)o1,10,43.10
1103,[7*]=Cc1cnc2c(c1)C(=O)N(C)c1cccnc1N2,10,58.12
1104,[7*]=Cc1ccc(C(=N)N)cc1,10,49.87
1105,[5*]NS(=O)(=O)N1CC2CCC1C2,10,49.41
1106,[5*]NC1=NS(=O)(=O)c2cc(Cl)ccc2N1,10,70.56
1107,[5*]NC1=C(Cl)C(=O)OC1O,10,58.56
1108,[5*]N1c2ncc(C)cc2C(=O)N(C)c2cccnc21,10,49.33
1109,[5*]N1CCc2[nH]c(=O)cc(O)c2C1,10,56.33
1110,[5*]N/C=C(\[C@@H]1OC(=O)c2ccccc21)[N+](=O)[O-],10,81.47
1111,[5*]N/C=C(\C1OC(=O)c2ccccc21)[N+](=O)[O-],10,81.47
1112,[5*]N(C)C(N)=Nc1ccc2cccc3c2c1CC3,10,41.62
1113,[4*]CC1CNC(=O)c2ccnn21,10,46.92
1114,[4*]CC(NN)C1CCc2cccnc21,10,50.94
1115,[4*]CC(=O)NNC1=CC(=O)CC(C)(C)C1,10,58.20
1116,[4*]CC(=O)NN,10,55.12
1117,[3*]OS(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2,10,72.47
1118,[16*]c1ccc2c3c(cccc13)C(=O)N(N)C2=O,10,63.40
1119,[16*]c1ccc2c(c1)CCNC2c1ccc([N+](=O)[O-])cc1,10,55.17
1120,[16*]c1ccc([C@@H]2CCNc3nc(N)nn32)cc1,10,68.76
1121,[16*]c1ccc(S(=O)(=O)n2nc(C)c(Cl)c2C)cc1,10,51.96
1122,[16*]c1cc2c([nH]c1=O)CCCC2O,10,53.09
1123,[16*]c1cc(S(N)(=O)=O)cc(C)c1C,10,60.16
1124,[16*]c1c[nH]c2cnc(N)nc12,10,67.59
1125,[16*]c1c([SH](=O)=O)n[nH]c1C,10,62.82
1126,[15*][C@H]1CNCC/C1=N/O,10,44.62
1127,[15*][C@H]1C(=O)Nc2ccccc2C1=O,10,46.17
1128,[15*]C1CCN(S(=O)(=O)N2C[C@H](C)O[C@@H](C)C2)CC1,10,49.85
1129,[15*]C1CCN(S(=O)(=O)N2C[C@@H](C)O[C@H](C)C2)CC1,10,49.85
1130,[15*]C1(F)CNC(=O)NC1=O,10,58.20
1131,[15*]C1(C(=S)NC)CCCC/C1=N\O,10,44.62
1132,[14*]c1ncsc1S(=O)(=O)c1ccccc1,10,47.03
1133,[14*]c1nc2c(c(=O)[nH]1)CC(C)CC2,10,45.75
1134,[14*]c1nc2c(Cl)cc(Cl)cc2c(=O)o1,10,43.10
1135,[14*]c1nc2c(C)ncnc2[nH]1,10,54.46
1136,[14*]c1nc(NN)c2c3c(sc2n1)CCC3,10,63.83
1137,[14*]c1n[nH]c2ncnc(Cl)c12,10,54.46
1138,[14*]c1n[nH]c(C)c1[SH](=O)=O,10,62.82
1139,[14*]c1ccc2c(n1)c(=O)n(C)c(=O)n2C,10,56.89
1140,[14*]c1cc(=O)c2c(C)cc(C)nc2[nH]1,10,45.75
1141,[14*]c1c[nH]c(=O)n1C=O,10,54.86
1142,[14*]c1c(S(C)=O)cc2n1CCC2C(=O)O,10,59.30
1143,[14*]c1[nH]nc2c1C(c1c(F)cccc1F)C(C#N)=C(N)O2,10,87.72
1144,[14*]c1[nH]c2ccccc2[n+]1NC=O,10,48.77
1145,[13*][C@@H]1NC(=O)c2ccccc2N(CC=O)C1=O,10,66.48
1146,[13*]C1CNCCN1S(=O)(=O)N1CCOCC1,10,61.88
1147,[12*]S(=O)(=O)c1ccccc1N,10,60.16
1148,[12*]S(=O)(=O)c1cccc2c1OC(F)(F)O2,10,52.60
1149,[12*]S(=O)(=O)c1ccc(F)c(C#N)c1,10,57.93
1150,[12*]S(=O)(=O)c1cc(C#N)ccc1C,10,57.93
1151,[11*]SC=C1C(=O)OC(C)(C)OC1=O,10,52.60
1152,[10*]N1N=C(C(=O)O)CC1=O,10,69.97
1153,[10*]N1Cc2cc(N)ccc2OCC1=O,10,55.56
1154,[1*]C(=O)CN1C(=O)CC(c2ccc(C)c(C)c2)=Nc2ccccc21,10,49.74
1155,[1*]C(=O)CC(N)C1CCc2cc(F)c(F)cc21,10,43.09
1156,[1*]C(=O)C1=C(C)Nc2ncnn2C1c1cccc(F)c1,10,59.81
1157,[1*]C(=O)C(C#N)C=O,10,57.93
1158,[9*]n1ncc2c1NC(=O)C[C@H]2c1cccc(F)c1,9,46.92
1159,[9*]n1nc(C)c2c1NC(=O)C[C@@H]2c1cccc(Br)c1,9,46.92
1160,[9*]n1cc(C)c(=O)[nH]c1=O,9,54.86
1161,[9*]n1c2c(c(O)cc1=O)C(=O)CC(C)(C)C2,9,59.30
1162,[9*]n1c(C#N)c[nH]c1=O,9,61.58
1163,[9*]n1c(=O)ccc2cnc(N)nc21,9,73.80
1164,[9*]n1c(=O)[nH]c2c(c1=O)CCC2N,9,80.88
1165,[9*]n1c(=O)[nH]c2[nH]ccc2c1=O,9,70.65
1166,[9*]n1c(=O)[nH]c(=O)c2c(C)csc21,9,54.86
1167,[8*]C[C@H](N)C(=O)O,9,63.32
1168,[8*]CN1C(=O)C2(OCCCO2)c2cc([SH](=O)=O)ccc21,9,72.91
1169,[7*]=Cc1nc2ncncc2[nH]1,9,54.46
1170,[7*]=Cc1cnc2[nH]c(=O)[nH]c2c1,9,61.54
1171,[7*]=Cc1cnc2[nH]c(=O)[nH]c(=O)c2c1,9,78.61
1172,[7*]=Cc1cccc(C2(C(C)C)C(C#N)=C(N)Oc3n[nH]c(C)c32)c1,9,87.72
1173,[7*]=CC1C(=O)NC(=O)NC1O,9,78.43
1174,[7*]=C1OC(=O)c2cccc([N+](=O)[O-])c21,9,69.44
1175,[7*]=C(C=O)C1=NC(=NC(=O)CCl)c2ccccc21,9,58.86
1176,[5*]NS(=O)(=O)N1CCc2ccccc2C1c1ccccc1,9,49.41
1177,[5*]NC1CCc2c1[nH]c(=O)[nH]c2=O,9,77.75
1178,[5*]N1C[C@H](O)[C@H](O)C1,9,43.70
1179,[5*]N1CCC(=O)/C(=C(/N)SC)C1,9,46.33
1180,[5*]N1CC=C(c2c[nH]c3ccc(C#N)cc23)CC1,9,42.82
1181,[16*]c1cncc2c1c(N)nn2C,9,56.73
1182,[16*]c1cnc2sc3c(N)ncnc3c2c1,9,64.69
1183,[16*]c1cnc2nc[nH]c(=O)c2c1,9,58.64
1184,[16*]c1ccccc1S(=O)(=O)n1ccnc1,9,51.96
1185,[16*]c1cccc2c1O[C@]1(C)CC2NC(=O)N1,9,50.36
1186,[16*]c1ccc2c(c1)S(=O)(=O)N=C2N,9,72.52
1187,[16*]c1ccc2c(c1)C(=O)C(=O)N2CN1CCNCC1,9,52.65
1188,[16*]c1ccc(C2C3=C(CCCC3=O)Nc3ncnn32)cc1,9,59.81
1189,[16*]c1ccc(C2=NN(C(C)=O)CO2)cc1Br,9,41.90
1190,[16*]c1cc2c(=O)oc3ccccc3c2cc1O,9,50.44
1191,[16*]c1cc(O)c(O)c(O)c1,9,60.69
1192,[16*]c1cc(C=NN2CCNCC2)cc(Br)c1O,9,47.86
1193,[16*]c1c[nH]c2ncc(Cl)cc2c1=O,9,45.75
1194,[16*]c1c[nH]c2ncc(Br)cc2c1=O,9,45.75
1195,[16*]c1c2c([nH]c(=O)c1C#N)CCCC2,9,56.65
1196,[16*]c1c(O)c2c([nH]c1=O)CCCC2=O,9,70.16
1197,[16*]c1c(O)c(F)coc1=O,9,50.44
1198,[16*]c1c(O)c(Br)c(C)oc1=O,9,50.44
1199,[16*]c1c(O)[nH]c2ccc(C#N)cc12,9,59.81
1200,[16*]c1c(C)[nH]c(=O)[nH]c1=O,9,65.72
1201,[15*][C@H]1CNCC12C(=O)NC(=O)N2C,9,61.44
1202,[15*]C1(O)C(=O)c2ccccc2N(C)C1=O,9,57.61
1203,[15*]C1(C#N)CCC2(CC1)NC(=O)c1ccccc1N2,9,64.92
1204,[14*]c1noc(C2=CNS(=O)(=O)N=C2C)n1,9,97.45
1205,[14*]c1nnc2cnc3ccc(F)cc3n12,9,43.08
1206,[14*]c1nn(C)c2c1[C@H](c1cccs1)CC(=O)N2,9,46.92
1207,[14*]c1ncn(S(=O)(=O)c2ccc(C)cc2)n1,9,64.85
1208,[14*]c1nccn1S(=O)(=O)N(C)C,9,55.20
1209,[14*]c1ncc2c(C)[nH]nc2n1,9,54.46
1210,[14*]c1ncc2[nH]cc(C)c2n1,9,41.57
1211,[14*]c1nc2ncc(Cl)cc2c(=O)[nH]1,9,58.64
1212,[14*]c1nc2n(n1)C(c1ccc(Cl)c(Cl)c1)C(C(N)=O)=C(C)N2,9,85.83
1213,[14*]c1nc2ccc(F)cc2n2cnnc12,9,43.08
1214,[14*]c1nc2ccc(Cl)cc2c2ncnn12,9,43.08
1215,[14*]c1nc2cc(C)nc(N)c2[nH]1,9,67.59
1216,[14*]c1nc(Cl)cc2[nH]cnc12,9,41.57
1217,[14*]c1nc(C)cc2[nH]ncc12,9,41.57
1218,[14*]c1n[nH]c2ncccc12,9,41.57
1219,[14*]c1n[nH]c2cc(C)ncc12,9,41.57
1220,[14*]c1cc2nc(C)n(NC(N)=S)c(=O)c2s1,9,72.94
1221,[14*]c1cc2c(c(=O)[nH]1)C(c1ccccc1)C(C#N)=C(N)O2,9,91.90
1222,[14*]c1cc(N/N=C(\C)c2ccccc2)nc(C)n1,9,50.17
1223,[14*]c1[nH]nc2c1[C@@H](c1cccc(Cl)c1Cl)C(C#N)=C(N)O2,9,87.72
1224,[14*]c1[nH]nc2c1C(c1cccc(O)c1)C(C#N)=C(N)O2,9,107.95
1225,[14*]c1[nH]nc2c1C(c1ccc(Cl)c(Cl)c1)C(C#N)=C(N)O2,9,87.72
1226,[14*]c1[nH]c2ncnn2c(=O)c1C,9,63.05
1227,[13*][C@H]1OC(c2cccc([N+](=O)[O-])c2)=NN1C(C)=O,9,85.04
1228,[13*][C@H]1OC(c2ccc(C)cc2)=NN1C(C)=O,9,41.90
1229,[13*][C@H]1C[C@H](c2cccc(C)c2)n2ncnc2N1,9,42.74
1230,[13*][C@H]1C[C@H](c2cccc(Br)c2)n2ncnc2N1,9,42.74
1231,[13*][C@@H]1OC(c2ccc(C)cc2)=NN1C(C)=O,9,41.90
1232,[13*][C@@H]1NC(=O)NC2=C1C(=O)N(C)C2,9,61.44
1233,[13*]C1NCC/C(=N\O)C1C,9,44.62
1234,[13*]C1NC(=O)[C@@H]2CCCN2C1=O,9,49.41
1235,[13*]C1COCCN1S(=O)(=O)N1CCC(C)CC1,9,49.85
1236,[13*]C1CCCCN1S(=O)(=O)N1CCN(C)CC1,9,43.86
1237,[13*]C1CCC(C)NS1(=O)=O,9,46.17
1238,[13*]C1CC(c2ccco2)=NN1C(N)=S,9,54.76
1239,[13*]C1CC(c2ccccc2F)n2ncnc2N1,9,42.74
1240,[13*]C1CC(=O)N(C)C(=O)N1,9,49.41
1241,[13*]C1(C)CNS(=O)(=O)N1,9,58.20
1242,[12*]S(=O)(=O)c1cnc2[nH]c(=O)[nH]c(=O)c2c1,9,112.75
1243,[12*]S(=O)(=O)c1ccc2c(c1)S(=O)(=O)N=C(C)N2,9,92.67
1244,[10*]N1C(=O)NC(=O)[C@@]12CCNC2,9,61.44
1245,[1*]C(=O)n1[nH]c2nc(Cl)cc(C)c2c1=O,9,67.75
1246,[1*]C(=O)N1CCC(c2cccnc2)=N1,9,45.56
1247,[1*]C(=O)N(O)CC#Cc1cccc(C2=NCCO2)c1,9,62.13
1248,[1*]C(=O)CN1C(=O)CC(c2ccc(Cl)cc2)=Nc2ccccc21,9,49.74
1249,[1*]C(=O)CCS(=O)(=O)c1ccc(Cl)cc1,9,51.21
1250,[1*]C(=O)CCC(N)=O,9,60.16
1251,[1*]C(=O)C1NC(=O)c2ccccc21,9,46.17
1252,[1*]C(=O)C1NC(=O)COc2c(Cl)cc(Cl)cc21,9,55.40
1253,[1*]C(=O)C1=C(F)OC(C)=C(C(C)=O)C1,9,43.37
1254,[1*]C(=O)C1=C(C)OC(C=O)=CC1,9,43.37
1255,[1*]C(=O)C1=C(C)Nc2ncnn2C1c1cccc(Br)c1,9,59.81
1256,[1*]C(=O)C1=C(C)Nc2ncnn2C1c1ccc(C)cc1,9,59.81
1257,[9*]n1ncc2c1NC(=O)C[C@H]2c1ccc(F)cc1F,8,46.92
1258,[9*]n1ncc2c1NC(=O)C[C@@H]2c1ccc(F)cc1F,8,46.92
1259,[9*]n1ncc2c1NC(=O)CC2c1ccc(F)cc1F,8,46.92
1260,[9*]n1ncc2c(=O)c(O)c[nH]c21,8,70.91
1261,[9*]n1nc(C)c2c1NC(=O)C[C@H]2c1c(F)cccc1Cl,8,46.92
1262,[9*]n1nc(C)c2c1NC(=O)C[C@@H]2c1ccc(C#N)cc1,8,70.71
1263,[9*]n1c(Cl)nc2[nH]cnc2c1=O,8,63.57
1264,[9*]n1c(Cl)c(C#N)n(C)c1=O,8,50.72
1265,[9*]n1c(=O)[nH]c2sc(C#CC)cc2c1=O,8,54.86
1266,[9*]n1c(=O)[nH]c2c(Cl)cccc2c1=O,8,54.86
1267,[8*][C@H](O)C#C[C@@H]1[C@@H](O)CC[C@H]2C(=O)C[C@H]21,8,57.53
1268,[8*]CC(=O)NNC1=CC(=O)CC(C)(C)C1,8,58.20
1269,[8*]CC(=O)N/N=C\c1ccccc1O,8,61.69
1270,[8*]CC#Cc1ccc2c(c1)S(=O)(=O)NC(=O)N2,8,75.27
1271,[8*]CC#Cc1cc2c(=O)[nH]c(=O)[nH]c2s1,8,65.72
1272,[8*]C(N)O,8,46.25
1273,[7*]=Cc1onc2c(=O)[nH]nc(C)c12,8,71.78
1274,[7*]=Cc1cnc2nc(N)[nH]c(=O)c2c1,8,84.66
1275,[7*]=Cc1ccc(Br)c([N+](=O)[O-])c1,8,43.14
1276,[7*]=C1C(=O)N(C)C(=O)N(C)C1O,8,60.85
1277,[6*]C(=O)NN1CCC(=O)NC1=O,8,78.51
1278,[6*]C(=O)C1=NS(=O)(=O)c2ccccc2N1,8,75.60
1279,[5*]NS(=O)(=O)N1CCOC(C)(C)C1,8,58.64
1280,[5*]NCC(=O)O,8,49.33
1281,[5*]NC1CCCS(=O)(=O)c2ccccc21,8,46.17
1282,[5*]NC1C(C(=O)O)=Nc2ccccc21,8,61.69
1283,[5*]NC1=C(c2ccccc2)S(O)(O)NC1=O,8,81.59
1284,[5*]N1CCn2c1nncc2=O,8,51.02
1285,[5*]N1CCN(/N=C\c2ccc([N+](=O)[O-])cc2)CC1,8,61.98
1286,[5*]N1CCN(/N=C(\C)c2cccc([N+](=O)[O-])c2)CC1,8,61.98
1287,[5*]N1C=CC(N)=C(N)C1C,8,55.28
1288,[5*]N1C=C(C(=O)O)C(C)=NS1(=O)=O,8,87.04
1289,[4*]CCCN=C(N)N1CCC2(CCC2)C1,8,41.62
1290,[4*]CCC1=NC(=O)C(C)C(=O)N1,8,58.53
1291,[3*]OS(=O)(=O)c1ccc(Cl)cc1,8,43.37
1292,[3*]OS(=O)(=O)c1cc2c3c(cccc3c1)C(=O)N(C)C2=O,8,80.75
1293,[16*]c1cnc2ncc(C#N)cc2c1,8,49.57
1294,[16*]c1cnc2c(c1)C(=O)N(C)c1ccc(F)nc1N2,8,58.12
1295,[16*]c1ccnc2[nH]c(=O)cc(C)c12,8,45.75
1296,[16*]c1cccc2n[nH]nc12,8,41.57
1297,[16*]c1cccc2[nH]c(=O)ncc12,8,45.75
1298,[16*]c1cccc(C(=N)N)c1,8,49.87
1299,[16*]c1ccc2c(=O)[nH]cnc2c1,8,45.75
1300,[16*]c1ccc(S(=O)(=O)n2nc(C)cc2C)cc1,8,51.96
1301,[16*]c1ccc(S(=O)(=O)n2nc(C)c(Br)c2C)cc1,8,51.96
1302,[16*]c1ccc(S(=O)(=O)n2cccn2)cc1,8,51.96
1303,[16*]c1ccc(N)c([N+](=O)[O-])c1,8,69.16
1304,[16*]c1ccc(C=Nn2cnnc2)cc1,8,43.07
1305,[16*]c1cc2cc(Br)cnc2nc1N,8,51.80
1306,[16*]c1cc2c(nc1N)CCN(C)C2,8,42.15
1307,[16*]c1cc2c(Cl)ccnc2[nH]c1=O,8,45.75
1308,[16*]c1cc2[nH]c(=O)c(=O)[nH]c2cc1Br,8,65.72
1309,[16*]c1cc(O)c2oc3n[nH]c(=O)c-3cc2c1,8,79.12
1310,[16*]c1cc(O)c2c3c(c(=O)oc2c1)CCC(C)C3,8,50.44
1311,[16*]c1cc(C(C)=NN2CCNCC2)ccc1O,8,47.86
1312,[16*]c1c(F)cnc2[nH]ccc(=O)c12,8,45.75
1313,[16*]c1c(F)cc2c(=O)[nH]c(=O)[nH]c2c1C,8,65.72
1314,[16*]c1c(C)cc2oc(=O)c3c(c2c1O)CCCC3,8,50.44
1315,[16*]c1c(C#N)cnc2c1C(=O)CC(C)(C)C2,8,53.75
1316,[16*]c1c(C#N)c(N)nc2[nH]c(=O)[nH]c(=O)c12,8,128.42
1317,[15*][C@H]1C(C#N)=C(C)OC(N)=C1C=O,8,76.11
1318,[15*]C1C(Cl)(Cl)C1(C#N)C#N,8,47.58
1319,[14*]c1nncn1/N=C\c1ccc(Cl)cc1Cl,8,43.07
1320,[14*]c1nncn1/N=C/c1c(F)cccc1Cl,8,43.07
1321,[14*]c1nnc2n1N=C(c1ccccc1Br)CS2,8,43.07
1322,[14*]c1nnc2n(c1=O)CCN2,8,59.81
1323,[14*]c1nnc(NNC=O)[nH]c1=O,8,99.77
1324,[14*]c1nn(C)c2c1C(CC)CC(=O)N2,8,46.92
1325,[14*]c1ncc2c(C)nn(C)c2n1,8,43.60
1326,[14*]c1nc2n(n1)[C@H](c1ccccc1)CCN2,8,42.74
1327,[14*]c1nc2n(n1)[C@@H](c1ccccc1)CCN2,8,42.74
1328,[14*]c1nc2c(C)cccc2c(=O)[nH]1,8,45.75
1329,[14*]c1nc(C#N)c[nH]1,8,52.47
1330,[14*]c1n[nH]c2c(Cl)cncc12,8,41.57
1331,[14*]c1cccc(S(=O)(=O)c2ccccc2)n1,8,47.03
1332,[14*]c1ccc2c(n1)C(C)(C=O)CNC2,8,41.99
1333,[14*]c1ccc2c(N(C)NC=O)nccc2n1,8,58.12
1334,[14*]c1cc(C)c2c(n1)nn1cccnc21,8,43.08
1335,[14*]c1cc(C)c2c(n1)Nc1ncccc1C(=O)N2,8,66.91
1336,[14*]c1[nH]nc2c1[C@H](c1cc(F)ccc1F)C(C#N)=C(N)O2,8,87.72
1337,[14*]c1[nH]cc(C#N)c1N,8,65.60
1338,[14*]c1[nH]c(=O)[nH]c1S,8,48.65
1339,[14*]c1[nH+]c(/C=N\N=C(N)N)cs1,8,90.90
1340,[14*]c1[nH+]c(/C=N/N=C(N)N)cs1,8,90.90
1341,[13*][C@H]1NC(=O)NC(C)=C1C=O,8,58.20
1342,[13*][C@H]1C[C@@H](c2cccc(Cl)c2)n2ncnc2N1,8,42.74
1343,[13*][C@@H]1C[C@@H](c2cccc(Cl)c2)n2ncnc2N1,8,42.74
1344,[13*][C@@H]1C[C@@H](c2cccc(Br)c2)n2ncnc2N1,8,42.74
1345,[13*][C@@H]1C[C@@H](S(=O)(=O)c2ccc(F)cc2)CN1,8,46.17
1346,[13*][C@@H]1CN(S(=O)(=O)N2CCCCC2)CCO1,8,49.85
1347,[13*][C@@H]1CCCN1S(=O)(=O)N1CCNCC1,8,52.65
1348,[13*]C1OC(c2ccccc2F)=NN1C(=O)C(C)(C)C,8,41.90
1349,[13*]C1NC=CC=C1C(N)=O,8,55.12
1350,[13*]C1NC(=O)CNC1=O,8,58.20
1351,[13*]C1C/C(=N/O)CCN1,8,44.62
1352,[13*]C1(O)NC(C)=CC=C1C(=O)C(F)(F)F,8,49.33
1353,[12*]S(=O)(=O)c1cccc2c1CCNC2,8,46.17
1354,[10*]N1N=C(CC=O)CC1=O,8,49.74
1355,[10*]N1CCOc2cc(C#N)ccc2C1=O,8,53.33
1356,[10*]N1CC(=O)NCC1=O,8,49.41
1357,[10*]N1C(=O)Nc2ccc(C#CC)cc2S1(=O)=O,8,66.48
1358,[10*]N1C(=O)NCC(C#N)C1=O,8,73.20
1359,[10*]N1C(=O)N(CC#N)c2ccccc2S1(=O)=O,8,81.48
1360,[10*]N1C(=O)C(N)=C(c2ccccc2)S1(O)O,8,86.79
1361,[1*]C(=O)n1c(=O)c2ccccc2n1C,8,44.00
1362,[1*]C(=O)CS(=O)(=O)CC,8,51.21
1363,[1*]C(=O)C1=CC(=O)C(C)O1,8,43.37
1364,[1*]C(=O)C1=C(C)OC2=C(C1)C(=O)CC(C)(C)C2,8,43.37
1365,[1*]C(=O)C(C)S(=O)(=O)c1ccccc1,8,51.21
1366,[1*]C(=O)C(C)(N)CCC,8,43.09
1367,[9*]n1ncc2c1NC(=O)C[C@H]2c1ccc(Cl)cc1,7,46.92
1368,[9*]n1ncc2c1NC(=O)C[C@@H]2c1ccc(Cl)cc1,7,46.92
1369,[9*]n1ncc2c1NC(=O)CC2c1ccccc1C,7,46.92
1370,[9*]n1ncc2c1CC(C)(C)CC2N,7,43.84
1371,[9*]n1ncc2c(C)ncnc21,7,43.60
1372,[9*]n1nc(C)c2c1NC(=O)C[C@H]2c1ccc(Cl)cc1Cl,7,46.92
1373,[9*]n1nc(C)c2c1NC(=O)C[C@H]2c1c(F)cccc1F,7,46.92
1374,[9*]n1nc(C)c2c1NC(=O)C[C@@H]2c1ccc(O)cc1,7,67.15
1375,[9*]n1nc(C)c2c1NC(=O)C[C@@H]2c1c(F)cccc1F,7,46.92
1376,[9*]n1nc(C)c2c1NC(=O)CC2c1ccccc1Br,7,46.92
1377,[9*]n1nc(C)c2c1NC(=O)CC2c1cccc(C)c1,7,46.92
1378,[9*]n1nc(C)c2c1NC(=O)CC2c1ccc(Cl)cc1Cl,7,46.92
1379,[9*]n1nc(C)c2c1NC(=O)CC2c1c(F)cccc1Cl,7,46.92
1380,[9*]n1cnncc1=O,7,47.78
1381,[9*]n1cnc(=O)c(O)c1,7,55.12
1382,[9*]n1cc(N)cn1,7,43.84
1383,[9*]n1c(C)nc2c(C)ncnc21,7,43.60
1384,[9*]n1c(C)cc2c(c1=O)[C@H](c1cccc(Cl)c1)C(C#N)=C(N)O2,7,81.04
1385,[9*]n1c(Br)nc2c(=O)[nH]c(N)nc21,7,89.59
1386,[9*]n1c(=O)n(C)c(=O)c2cc(C)sc21,7,44.00
1387,[9*]n1c(=O)[nH]c2c(c1=O)CCC2S,7,54.86
1388,[9*]n1c(=O)[nH]c2c(N)nc(C)nc21,7,89.59
1389,[9*]n1c(=O)[nH]c2c(C)ccnc21,7,50.68
1390,[8*]CN1C(=O)[C@H]2CCCN2c2ccc(C#N)cc21,7,47.34
1391,[8*]CC1=C(O)OCC1=O,7,46.53
1392,[8*]CC(=O)N/N=C1\CC(=O)CC(C)(C)C1,7,58.53
1393,[8*]CC#Cc1ccc2c(c1)S(=O)(=O)NC(=O)N2C,7,66.48
1394,[8*]C(O)(C#Cc1cn(C)c(=O)c2[nH]c(C)cc12)C(F)(F)F,7,58.02
1395,[7*]=Cc1nnc[nH]c1=O,7,58.64
1396,[7*]=Cc1cc2ccncc2nc1N,7,51.80
1397,[7*]=Cc1cc2c(c(=O)n(C)c(=O)n2C)n1C,7,48.93
1398,[7*]=Cc1c(O)[nH]c(=O)c2ccccc12,7,53.09
1399,[7*]=C1NC(=O)C2CCCN2C1=O,7,49.41
1400,[7*]=C1CCc2[nH]c(=O)c(S(C)(=O)=O)cc2C1=O,7,84.07
1401,[7*]=C1C(=O)CC(C)(C)CC1=NCCC(=O)O,7,66.73
1402,[7*]=C(c1ccc(S(C)(=O)=O)cc1)c1cccc(=O)[nH]1,7,67.00
1403,[7*]=C(C#N)c1nc2ccc(C)cc2[nH]1,7,52.47
1404,[7*]=C(C#N)c1[nH]c2ccccc2[n+]1C,7,43.46
1405,[6*]C(=O)NN1C(=O)c2ccccc2NC12CCCCC2,7,61.44
1406,[6*]C(=O)NN(CCC#N)C1=NS(=O)(=O)c2ccccc21,7,102.63
1407,[5*]N[C@H]1CCc2c1[nH]c(=O)[nH]c2=O,7,77.75
1408,[5*]NC(N)=[NH+]c1nc2c(c(=O)[nH]1)CCC2,7,97.77
1409,[5*]N1CCc2cc(S(N)(=O)=O)ccc21,7,63.40
1410,[5*]N1CCN(CN2C(=O)C(=O)c3ccc(Br)cc32)CC1,7,43.86
1411,[5*]N1CCN(/N=C\c2ccc(O)cc2O)CC1,7,59.30
1412,[5*]N1CCC(S(=O)(=O)c2c(O)cccc2Cl)CC1,7,57.61
1413,[5*]N1C2C=C(OS(=O)(=O)C(F)(F)F)CC1CC2,7,46.61
1414,[5*]N1C(N)=N[C@H]2CCCC[C@H]21,7,41.62
1415,[5*]N1C(N)=N[C@@H]2CCCC[C@@H]21,7,41.62
1416,[4*]CC[n+]1c(N)[nH]c2ccccc21,7,45.69
1417,[4*]CC1=NNC(=O)/C1=C\N(C)C,7,44.70
1418,[4*]CC1=C(N)COC1=O,7,52.32
1419,[4*]CC(C)(O)C(=O)O,7,57.53
1420,[16*]c1csc2nc[nH]c(=O)c12,7,45.75
1421,[16*]c1cnc2nc(N)nc(N)c2c1C,7,90.71
1422,[16*]c1cnc2nc(N)[nH]c(=O)c2c1,7,84.66
1423,[16*]c1cnc2c(c1)C(=O)Nc1c(C)ccnc1N2,7,66.91
1424,[16*]c1cnc2[nH]cc(I)c(=O)c2c1,7,45.75
1425,[16*]c1cnc(=O)[nH]c1C,7,45.75
1426,[16*]c1cn(S(=O)(=O)c2ccccc2)nc1N,7,77.98
1427,[16*]c1ccccc1[C@@H]1CC(=O)Nc2c1c(C)nn2C,7,46.92
1428,[16*]c1ccccc1/C=N/n1cnnc1,7,43.07
1429,[16*]c1cccc2nc(C)c3nncn3c12,7,43.08
1430,[16*]c1cccc2[nH]c3ncnnc3c12,7,54.46
1431,[16*]c1ccc2c(c1)OCC(=O)NC2C=O,7,55.40
1432,[16*]c1ccc2c(c1)CC=C(N)[C@H]2C=O,7,43.09
1433,[16*]c1ccc(S(N)(=O)=O)c(F)c1,7,60.16
1434,[16*]c1ccc(C2=NNC(=O)CC2C)c(O)c1Cl,7,61.69
1435,[16*]c1ccc(C#N)cc1C#N,7,47.58
1436,[16*]c1cc2c(=O)[nH][nH]c(=O)c2cc1Cl,7,65.72
