FID,SMILES,TPSA
1647,[16*]c1ccc2c(c1)CC(=O)N2C,20.310000000000002
1648,[13*][C@H]1CS[C@]2(C)CCC(=O)N12,20.310000000000002
1649,[13*][C@H]1CS[C@H]2c3ccccc3C(=O)N12,20.310000000000002
1650,[13*][C@H]1CCCC(=O)N1C,20.310000000000002
1651,[13*][C@@]1(C)Sc2ccccc2N(CC)C1=O,20.310000000000002
1652,[13*][C@@H]1CS[C@]2(C)CCC(=O)N12,20.310000000000002
1653,[13*][C@@H]1CCCC(=O)N1C,20.310000000000002
1654,[10*]N1Cc2ccccc2C1=O,20.310000000000002
1655,[10*]N1Cc2ccc(F)cc2C1=O,20.310000000000002
1656,[10*]N1CCCCC1=O,20.310000000000002
1657,[10*]N1C(=O)CC[C@@H]1C,20.310000000000002
1658,[10*]N1C(=C)c2ccccc2C1=O,20.310000000000002
1659,[8*][C@H](O)C(F)(F)F,20.23
1660,[8*][C@H](O)C(C)C,20.23
1661,[8*][C@H](O)C(C)(C)C,20.23
1662,[8*][C@H](C)[C@@H](C)O,20.23
1663,[8*][C@@H](O)CCC,20.23
1664,[8*][C@@H](O)CC,20.23
1665,[8*][C@@H](O)C(CC)CC,20.23
1666,[8*][C@@H](O)C(C)C,20.23
1667,[8*][C@@H](C)[C@@H](C)O,20.23
1668,[8*][C@@H](C)O,20.23
1669,[8*]C[C@@H](O)[C@@H](C)CC,20.23
1670,[8*]C[C@@H](O)CC,20.23
1671,[8*]C[C@@H](O)C(F)(F)F,20.23
1672,[8*]C[C@@H](C)O,20.23
1673,[8*]CCO,20.23
1674,[8*]CCCCO,20.23
1675,[8*]C(O)CCC,20.23
1676,[8*]C(O)C#CC,20.23
1677,[8*]C(C)(C)O,20.23
1678,[7*]=Cc1ccc(O)cc1Br,20.23
1679,[7*]=Cc1ccc(O)cc1,20.23
1680,[7*]=CCO,20.23
1681,[7*]=C(O)c1ccccc1,20.23
1682,[7*]=C(CC)CO,20.23
1683,[4*][C@](C)(CC)CO,20.23
1684,[4*][C@H](CO)CC(C)(C)C,20.23
1685,[4*][C@H](CO)C(C)C,20.23
1686,[4*][C@H](CCO)C(C)C,20.23
1687,[4*][C@H](CC)CCO,20.23
1688,[4*][C@H](C)[C@@H](C)CO,20.23
1689,[4*][C@@H](CO)CC(C)C,20.23
1690,[4*][C@@H](CC)CO,20.23
1691,[4*][C@@H](C)[C@H](C)O,20.23
1692,[4*][C@@H](C)[C@H](C)CO,20.23
1693,[4*][C@@H](C)[C@@H](C)CO,20.23
1694,[4*]C[C@](C)(O)CC,20.23
1695,[4*]C[C@](C)(O)C(C)C,20.23
1696,[4*]C[C@H](O)[C@H](C)CC,20.23
1697,[4*]C[C@H](O)CC,20.23
1698,[4*]C[C@H](CCO)CC(C)C,20.23
1699,[4*]C[C@H](C)C[C@@H](C)O,20.23
1700,[4*]C[C@H](C)CO,20.23
1701,[4*]C[C@H](C)CCO,20.23
1702,[4*]C[C@@](C)(O)[C@H](C)CC,20.23
1703,[4*]C[C@@](C)(O)CC(C)C,20.23
1704,[4*]C[C@@](C)(O)CC,20.23
1705,[4*]C[C@@H](O)CC,20.23
1706,[4*]C[C@@H](O)C(C)(C)C,20.23
1707,[4*]C[C@@H](C)O,20.23
1708,[4*]C[C@@H](C)C[C@@H](C)O,20.23
1709,[4*]CC[C@H](O)C(C)(C)C,20.23
1710,[4*]CC[C@H](C)O,20.23
1711,[4*]CC[C@@H](O)C(F)(F)F,20.23
1712,[4*]CC[C@@H](O)C(C)C,20.23
1713,[4*]CC[C@@H](O)C(C)(C)C,20.23
1714,[4*]CCO,20.23
1715,[4*]CCC(C)(C)O,20.23
1716,[4*]CCC(C)(C)CO,20.23
1717,[4*]CC(O)(CC)CC,20.23
1718,[4*]CC(C)(C)[C@H](O)C(C)C,20.23
1719,[4*]CC(C)(C)O,20.23
1720,[4*]CC(C)(C)C[C@H](C)O,20.23
1721,[4*]CC(C)(C)CO,20.23
1722,[4*]CC(C)(C)CCO,20.23
1723,[4*]C(C)(C)[C@H](C)O,20.23
1724,[4*]C(C)(C)CO,20.23
1725,[3*]O,20.23
1726,[16*]c1csc(C#CCCO)c1,20.23
1727,[16*]c1cccc(O)c1,20.23
1728,[16*]c1ccc(O)cc1Cl,20.23
1729,[16*]c1ccc(O)cc1C,20.23
1730,[16*]c1ccc(O)c(F)c1,20.23
1731,[16*]c1ccc(Cl)cc1O,20.23
1732,[16*]c1ccc(Cl)c(O)c1,20.23
1733,[16*]c1ccc(C)cc1O,20.23
1734,[16*]c1ccc(C#CCO)cc1,20.23
1735,[16*]c1ccc(C#CC(C)(C)O)cc1,20.23
1736,[16*]c1cc2ccccc2cc1O,20.23
1737,[16*]c1cc(Cl)c(C)cc1O,20.23
1738,[16*]c1cc(C)ccc1O,20.23
1739,[16*]c1cc(C)cc(C)c1O,20.23
1740,[16*]c1cc(C)c(O)c(C)c1,20.23
1741,[16*]c1cc(C)c(Br)cc1O,20.23
1742,[16*]c1c(O)ccc2c1CCCC2,20.23
1743,[16*]c1c(O)cc(F)cc1F,20.23
1744,[16*]c1c(O)cc(Cl)cc1Cl,20.23
1745,[15*][C@]1(O)CCSC1,20.23
1746,[15*][C@H]1CC[C@H](O)CC1,20.23
1747,[15*][C@H]1CCC[C@H]1O,20.23
1748,[15*][C@H]1CCC[C@@H]1O,20.23
1749,[15*][C@H]1CCC(C)(C)[C@H]1O,20.23
1750,[15*][C@@]1(O)CCc2ccccc2C1,20.23
1751,[15*][C@@H]1CCC[C@H]1O,20.23
1752,[15*][C@@H]1CCCC(C)(C)[C@@H]1O,20.23
1753,[15*][C@@H]1CCC(C)(C)[C@H]1O,20.23
1754,[15*][C@@H]1CCC(C)(C)[C@@H]1O,20.23
1755,[15*]C12C[C@@H]3C[C@H](C1)CC(O)(C3)C2,20.23
1756,[15*]C1(O)CCCC1,20.23
1757,[15*]C1(O)CCC(C)CC1,20.23
1758,[14*]c1ccc(C#CC(C)(C)O)s1,20.23
1759,[5*]N1CC[NH2+][C@H](C)C1,19.85
1760,[5*]N1CC[NH2+]Cc2ccccc21,19.85
1761,[5*]N1CC[NH2+]C[C@H]1C,19.85
1762,[5*]N1CC[NH2+]C[C@@H]1C,19.85
1763,[5*]N1CC[C@H]2[NH2+]CCC[C@@H]2C1,19.85
1764,[5*]N1CC[C@@H]2CC[C@H](C1)[NH2+]2,19.85
1765,[9*]n1ccc2cc[nH+]cc21,19.07
1766,[9*]n1cc[nH+]c1,19.07
1767,[15*][C@@H]1CCc2[nH+]c(C)cn2C1,19.07
1768,[14*]c1cc[nH+]n1C,19.07
1769,[14*]c1c[nH+]cn1C,19.07
1770,[14*]c1[nH+]ccn1C,19.07
1771,[5*]N1CCc2c([nH]c3ccccc23)[C@@H]1c1ccccc1,19.03
1772,[5*]N1CCc2[nH]c3ccccc3c2C1,19.03
1773,[5*]N1CCc2[nH]c3ccc(Cl)cc3c2C1,19.03
1774,[5*]N1CC=C(c2c[nH]c3ccccc23)CC1,19.03
1775,[14*]c1cn2c(C)cccc2[nH+]1,18.55
1776,[16*]c1cccc2c1OCO2,18.46
1777,[16*]c1cccc2c1OCCO2,18.46
1778,[16*]c1ccc2c(c1)OC1(CCCCC1)O2,18.46
1779,[16*]c1ccc2c(c1)OC1(CCCC1)O2,18.46
1780,[16*]c1ccc2c(c1)OC(F)(F)O2,18.46
1781,[16*]c1cc2c(cc1Cl)OCCCO2,18.46
1782,[16*]c1cc2c(cc1C)OCO2,18.46
1783,[16*]c1cc(Cl)c2c(c1)OCCO2,18.46
1784,[16*]c1cc(Cl)c2c(c1)OCCCO2,18.46
1785,[16*]c1cc(Br)c2c(c1)OCCCO2,18.46
1786,[15*][C@H]1CCOC2(CCOCC2)C1,18.46
1787,[15*][C@@H]1CCO[C@]2(CCOC2)C1,18.46
1788,[15*][C@@H]1CCO[C@@]2(CCOC2)C1,18.46
1789,[15*][C@@H]1CCOC2(CCOCC2)C1,18.46
1790,[14*]c1scc2c1OCCO2,18.46
1791,[13*][C@H]1COCO1,18.46
1792,[13*][C@H]1COC(C)(C)O1,18.46
1793,[14*]c1cc2occc2n1C,18.07
1794,[9*]n1ncc2ccccc21,17.82
1795,[9*]n1ncc2c(Cl)cccc21,17.82
1796,[9*]n1ncc(Cl)c1C,17.82
1797,[9*]n1ncc(Br)c1C,17.82
1798,[9*]n1nc(C)cc1C,17.82
1799,[9*]n1nc(C)c2ccsc21,17.82
1800,[9*]n1cnc2cc(F)ccc21,17.82
1801,[9*]n1ccnc1C,17.82
1802,[9*]n1ccnc1,17.82
1803,[9*]n1ccc(C)n1,17.82
1804,[9*]n1cc(C)cn1,17.82
1805,[9*]n1cc(Br)c(C)n1,17.82
1806,[16*]c1cnn(C)c1,17.82
1807,[15*][C@@H]1CCc2c(cnn2C)C1,17.82
1808,[14*]c1nn(C)c2c1CCCC2,17.82
1809,[14*]c1nn(C)c(C)c1Cl,17.82
1810,[14*]c1ncn2c1CCCCC2,17.82
1811,[14*]c1nccn1C,17.82
1812,[14*]c1ncc(Cl)n1C,17.82
1813,[14*]c1nc2ccc(F)cc2n1C,17.82
1814,[14*]c1nc2cc(C)ccc2n1C,17.82
1815,[14*]c1ccn(C)n1,17.82
1816,[14*]c1cc(Cl)n(C)n1,17.82
1817,[14*]c1c(Cl)c(C)nn1C,17.82
1818,[5*][NH+]1CCc2ncsc2C1,17.330000000000002
1819,[7*]=Cc1c(Cl)nc2ccccn12,17.3
1820,[7*]=Cc1c(C)nc2sc(C)cn12,17.3
1821,[16*]c1cnn2ccccc12,17.3
1822,[14*]c1sc2nccn2c1C,17.3
1823,[14*]c1cnc2ccc(Br)cn12,17.3
1824,[14*]c1cn2ccsc2n1,17.3
1825,[14*]c1cn2cccc(C)c2n1,17.3
1826,[14*]c1cn2cc(Cl)cc(Cl)c2n1,17.3
1827,[14*]c1cn2c(C)cccc2n1,17.3
1828,[14*]c1c(Cl)nc2sccn12,17.3
1829,[14*]c1c(Cl)nc2ccccn12,17.3
1830,[14*]c1c(C)nc2ccccn12,17.3
1831,[8*][C@H](CC=O)C(C)C,17.07
1832,[8*][C@H](C=O)CCC,17.07
1833,[8*][C@H](C)C(C)=O,17.07
1834,[8*][C@@H](C=O)CCC,17.07
1835,[8*][C@@H](C=O)CC(C)C,17.07
1836,[8*][C@@H](C)[S@](C)=O,17.07
1837,[8*][C@@H](C)CC=O,17.07
1838,[8*][C@@H](C)C=O,17.07
1839,[8*]C[S@](C)=O,17.07
1840,[8*]C[S@](=O)c1ccccc1,17.07
1841,[8*]C[S@@](C)=O,17.07
1842,[8*]C[S@@](=O)CC,17.07
1843,[8*]C[C@H](C)CC=O,17.07
1844,[8*]C[C@@H](C=O)CC,17.07
1845,[8*]CC[S@](C)=O,17.07
1846,[8*]CC[C@H](C)C=O,17.07
1847,[8*]CC[C@@H](C)CC=O,17.07
1848,[8*]CCC=O,17.07
1849,[8*]CC(C)(C)C=O,17.07
1850,[8*]CC(=O)[C@H](C)CC,17.07
1851,[8*]CC(=O)[C@@H](C)CC,17.07
1852,[8*]CC(=O)C(C)C,17.07
1853,[8*]C(C)(C)CC=O,17.07
1854,[7*]=C1CCCCC1=O,17.07
1855,[6*]C(C)=O,17.07
1856,[6*]C(=O)C(F)(F)F,17.07
1857,[4*][C@H](C=O)CC,17.07
1858,[4*][C@H](C)[C@H](C)C=O,17.07
1859,[4*][C@H](C)[C@@H](C)C=O,17.07
1860,[4*][C@H](C)C(C)=O,17.07
1861,[4*][C@@H](C)[C@@H](C)C=O,17.07
1862,[4*][C@@H](C)CCC=O,17.07
1863,[4*][C@@H](C)C(C)=O,17.07
1864,[4*]C[C@H](C)[S@](C)=O,17.07
1865,[4*]C[C@@H](C)C=O,17.07
1866,[4*]CC[S@@](C)=O,17.07
1867,[4*]CC[C@H](C)[S@](C)=O,17.07
1868,[4*]CC[C@@H](C)C=O,17.07
1869,[4*]CCC[S@](C)=O,17.07
1870,[4*]CCCCCC=O,17.07
1871,[4*]CC(C)=O,17.07
1872,[4*]CC(C)(C)C(C)=O,17.07
1873,[4*]CC(=O)C(C)(C)C,17.07
1874,[4*]C(C=O)C(F)(F)F,17.07
1875,[4*]C(C=O)(CC)CC,17.07
1876,[16*]c1ccccc1C=O,17.07
1877,[16*]c1cccc2c1CCC2=O,17.07
1878,[16*]c1cccc([S@@](C)=O)c1,17.07
1879,[16*]c1ccc2ccccc2c1C=O,17.07
1880,[16*]c1ccc([S@@](C)=O)cc1,17.07
1881,[16*]c1c(F)cc(C=O)cc1F,17.07
1882,[15*][C@H]1CCCCC1=O,17.07
1883,[15*][C@H]1CCCC(=O)C1,17.07
1884,[15*][C@H]1CCC(C)(C)C1=O,17.07
1885,[15*][C@@]12CC[C@@H](CC1=O)C2(C)C,17.07
1886,[15*][C@@H]1CCCC[C@H]1[S@](=O)CC,17.07
1887,[15*][C@@H]1CCCCCC1=O,17.07
1888,[15*][C@@H]1CCC(C)(C)C1=O,17.07
1889,[15*]C1CCS(=O)CC1,17.07
1890,[11*]SC=O,17.07
1891,[11*]S/C=C/C=O,17.07
1892,[1*]C(C)=O,17.07
1893,[1*]C(=O)[C@H]1SCCc2ccccc21,17.07
1894,[1*]C(=O)[C@H]1CSc2ccccc21,17.07
1895,[1*]C(=O)[C@H](CC)CCCC,17.07
1896,[1*]C(=O)[C@H](C)CCC,17.07
1897,[1*]C(=O)[C@@H]1CCCc2ccccc21,17.07
1898,[1*]C(=O)[C@@H](CC)CCCC,17.07
1899,[1*]C(=O)[C@@H](C)Cl,17.07
1900,[1*]C(=O)[C@@H](C)CC,17.07
1901,[1*]C(=O)C[C@H](C)CC(C)C,17.07
1902,[1*]C(=O)C[C@H](C)C(C)C,17.07
1903,[1*]C(=O)CCCC(C)(C)C,17.07
1904,[1*]C(=O)CCCC,17.07
1905,[1*]C(=O)CCC=C,17.07
1906,[1*]C(=O)CCC(C)C,17.07
1907,[1*]C(=O)CCC,17.07
1908,[1*]C(=O)CC=C,17.07
1909,[1*]C(=O)CC1=CCCCC1,17.07
1910,[1*]C(=O)CC(F)(F)F,17.07
1911,[1*]C(=O)CC(C)C,17.07
1912,[1*]C(=O)CC,17.07
1913,[1*]C(=O)C1=CCCC1,17.07
1914,[1*]C(=O)C(Cl)Cl,17.07
1915,[1*]C(=O)C(C)C,17.07
1916,[1*]C(=O)C(C)(C)CCCCC,17.07
1917,[1*]C(=O)C(C)(C)CC,17.07
1918,[1*]C(=O)C(C)(C)C,17.07
1919,[1*]C(=O)C(=C)C,17.07
1920,[8*]CNn1c(C)ccc1C,16.96
1921,[5*][NH2+][C@H]1CCc2ccccc21,16.61
1922,[5*][NH2+][C@@H]1CCc2c(F)ccc(Br)c21,16.61
1923,[5*][NH2+][C@@H]1CCc2c(Br)cccc21,16.61
1924,[5*][NH2+]C,16.61
1925,[16*]c1csc2c1CC[NH2+]C2,16.61
1926,[16*]c1ccc2c(c1)CC[NH2+]C2,16.61
1927,[16*]c1ccc(C2=CC[NH2+]CC2)cc1,16.61
1928,[15*][C@]1(C)CCC[NH2+]C1,16.61
1929,[15*][C@H]1Cc2ccccc2[C@@H]1[NH2+]C,16.61
1930,[15*][C@H]1C[NH2+]C(C)(C)C1,16.61
1931,[15*][C@H]1CC[NH2+][C@H]1C,16.61
1932,[15*][C@H]1CC[NH2+][C@@H](C)C1,16.61
1933,[15*][C@H]1CC[NH2+]C[C@H]1C,16.61
1934,[15*][C@H]1CC[NH2+]C[C@@H]1C,16.61
1935,[15*][C@H]1CC[C@H](C)[NH2+]C1,16.61
1936,[15*][C@H]1CC[C@@H](C)[NH2+]C1,16.61
1937,[15*][C@H]1CCC[NH2+]C1,16.61
1938,[15*][C@@]1(C)CC[NH2+]C1,16.61
1939,[15*][C@@H]1C[NH2+][C@@H](C)C1,16.61
1940,[15*][C@@H]1C[NH2+]C[C@H]1C,16.61
1941,[15*][C@@H]1C[NH2+]CC[C@H]1C,16.61
1942,[15*][C@@H]1C[NH2+]CC[C@@H]1C,16.61
1943,[15*][C@@H]1CC[NH2+][C@H]1C,16.61
1944,[15*][C@@H]1CC[NH2+][C@H](C)C1,16.61
1945,[15*][C@@H]1CC[NH2+][C@@H](C)C1,16.61
1946,[15*][C@@H]1CC[NH2+]C[C@H]1C,16.61
1947,[15*][C@@H]1CCC[NH2+]CC1,16.61
1948,[15*]C1CC(C)(C)[NH2+]C(C)(C)C1,16.61
1949,[13*][C@H]1Cc2ccccc2C[NH2+]1,16.61
1950,[13*][C@H]1C[C@@H](C)CC[NH2+]1,16.61
1951,[13*][C@H]1CC[C@H]2CCCC[C@@H]2[NH2+]1,16.61
1952,[13*][C@H]1CC[C@@H]2CCCC[C@@H]2[NH2+]1,16.61
1953,[13*][C@H]1CCCC[NH2+]1,16.61
1954,[13*][C@@]1(C)CCCCC[NH2+]1,16.61
1955,[13*][C@@H]1[NH2+]CCS1,16.61
1956,[13*][C@@H]1[NH2+]CCC[C@H]1C,16.61
1957,[13*][C@@H]1CSCC[NH2+]1,16.61
1958,[13*][C@@H]1CC[C@H]2CCCC[C@H]2[NH2+]1,16.61
1959,[13*][C@@H]1CC[C@@H]2CCCC[C@@H]2[NH2+]1,16.61
1960,[13*][C@@H]1CCC[NH2+]1,16.61
1961,[13*]C1CCCCC[NH2+]1,16.61
1962,[8*]C[NH+]1CCNCC1,16.47
1963,[5*][NH+]1CC[C@H]2NCC[C@H]2C1,16.47
1964,[5*][NH+]1CCN[C@@H](C)C1,16.47
1965,[5*][NH+]1CCNC[C@H]1C,16.47
1966,[5*][NH+]1CCNCC1,16.47
1967,[5*][NH+]1CCC[C@]2(CCNC2)C1,16.47
1968,[5*][NH+]1CCC[C@H]1[C@@H]1CCCN1,16.47
1969,[5*][NH+]1CCC[C@@H]2CNCC[C@H]21,16.47
1970,[5*][NH+]1CCC[C@@H]2CNCC[C@@H]21,16.47
1971,[5*]NC1=C[C@@H]2CC[C@H](C1)[NH+]2C,16.47
1972,[15*][C@@H]1CN[C@@H]2C3CC[NH+](CC3)[C@H]12,16.47
1973,[13*][C@@H]1C[NH+]2CCC[C@@H]2CN1,16.47
1974,[5*]N1Cc2ncsc2C1,16.130000000000003
1975,[5*]N1CCSc2ncccc21,16.130000000000003
1976,[5*]N(C)[C@H]1CCCc2nc(C)sc21,16.130000000000003
1977,[16*]c1cccc2c3c([nH]c12)CCCC3,15.79
1978,[16*]c1ccc2[nH]ccc2c1,15.79
1979,[16*]c1c[nH]c2cccc(F)c12,15.79
1980,[16*]c1c[nH]c2cccc(C)c12,15.79
1981,[16*]c1c[nH]c2ccc(F)cc12,15.79
1982,[16*]c1c[nH]c2ccc(C)cc12,15.79
1983,[16*]c1c[nH]c2cc(F)ccc12,15.79
1984,[16*]c1c[nH]c2cc(Cl)ccc12,15.79
1985,[15*][C@H]1CCc2[nH]c3ccccc3c2C1,15.79
1986,[15*][C@@H]1CCc2[nH]c3ccccc3c2C1,15.79
1987,[14*]c1cc2sccc2[nH]1,15.79
1988,[14*]c1cc2ccsc2[nH]1,15.79
1989,[14*]c1cc2c(C)cc(C)cc2[nH]1,15.79
1990,[14*]c1cc(C)c[nH]1,15.79
1991,[14*]c1cc(Br)c[nH]1,15.79
1992,[14*]c1[nH]c2ccccc2c1C,15.79
1993,[14*]c1[nH]c2ccc(Cl)cc2c1Cl,15.79
1994,[14*]c1[nH]c2ccc(C)cc2c1C,15.79
1995,[14*]c1[nH]c2c(C)cc(C)cc2c1C,15.79
1996,[5*]N1CN=C(c2ccccc2)C1,15.6
1997,[5*]N1CCN=C1S,15.6
1998,[8*]CN1CCNCC1,15.27
1999,[5*]NC(=S)N1CCCC1,15.27
