FID,SMILES,frequency,org_FID
2283,[8*]C(C)(N)C=O,21,6649
2284,[5*]NS(=O)[O-],21,6654
2285,[14*]c1ccc2cccc(F)c2n1,21,6655
2286,[3*]OC(=C)C,21,6656
2287,[16*]c1cc2c(=O)cc[nH]c2nc1C,21,6659
2288,[14*]c1ccc2c(C)nccc2n1,21,6661
2289,[15*][C@H]1CCCC12OCCO2,21,6662
2290,[5*]N1CCCC(C)(C)CC1,21,6664
2291,[5*]N1CCC2(CC2N)C1,21,6676
2292,[16*]c1c(N)cccc1Cl,21,6681
2293,[7*]=Cc1ccc(O)c(I)c1,21,6683
2294,[9*]n1nnc2sccc2c1=O,21,6685
2295,[16*]c1cccc2c1N[C@H]1CCNC[C@@H]21,21,6687
2296,[5*]N1CCOC1(C)C,21,6688
2297,[16*]c1cc([SH](=O)=O)ccc1Br,21,6691
2298,[8*][C@@H](C)CO,21,6693
2299,[13*]C1SC(N)=NC1C,21,6698
2300,[5*]N1CCCc2cc([SH](=O)=O)ccc21,21,6703
2301,[5*]N1CCC2(CC1)OCCc1cc(Cl)sc12,21,6704
2302,[15*]C1COc2ccc(Cl)cc2C1,21,6713
2303,[15*]C1CC2(CCCC2)C1,21,6715
2304,[16*]c1ccc(Br)c([N+](=O)[O-])c1,21,6719
2305,[7*]=Cc1cc2c3c(c1)C(C)(C)CCN3CCC2(C)C,21,6723
2306,[13*][C@@H]1NC(=O)NC1=O,21,6724
2307,[7*]=C1SC(=O)NC1=NC,21,6725
2308,[4*]C[C@H]1CNCc2cn(C)nc21,21,6726
2309,[10*]N1C(=O)N[C@@H]2[C@@H]1N(C)C(=O)N2C,21,6731
2310,[15*]C1[C@@H]2CNCC[C@H]12,21,6734
2311,[5*]N1CCC2CN(C)CC21,21,6736
2312,[1*]C(=O)CN1C(=O)CC(c2cccs2)=Nc2cc(C)c(C)cc21,21,6737
2313,[5*]N1CCN(S(=O)(=O)N2CCOC(C)(C)C2)CC1,21,6739
2314,[14*]c1ncc(Cl)cc1F,21,6740
2315,[5*]N1C=CC=CC1Cl,21,6744
2316,[1*]C(=O)CS(C)(=O)=O,21,6745
2317,[16*]c1cc(O)ccc1O,21,6748
2318,[12*]S(=O)(=O)c1ccc2cc(Cl)ccc2c1,21,6751
2319,[6*]C(=O)N/N=C(\C)c1c(O)cc(C)oc1=O,21,6755
2320,[10*]N1CCN[C@H](C)C1=O,21,6757
2321,[10*]N1N=C(c2ccc(C)cc2)OCC1=O,21,6761
2322,[14*]c1cc2n(C)c(C)cc(=O)n2n1,21,6768
2323,[16*]c1cc2c([nH]c1=O)CCN(C)C2,21,6769
2324,[16*]c1cc(N)cc(Cl)c1,21,6771
2325,[1*]C(=O)C1=C(N)OC(C)=C(C=O)C1,21,6772
2326,[16*]c1ccc(O)cc1Br,21,6773
2327,[13*]C1(Br)C=CC=CN1,21,6775
2328,[13*]C1SC(c2ccccc2)=NC1=O,21,6776
2329,[5*]N1CCC=C(C)C1,21,6780
2330,[16*]c1cccc2ccncc12,21,6781
2331,[16*]c1cccc2[nH+]ccc(C)c12,21,6783
2332,[15*][C@H]1CCCCC1=O,21,6784
2333,[4*][C@H](CC)C(F)(F)F,21,6785
2334,[5*]NC1COCc2ccccc21,21,6786
2335,[8*]C[N+](=O)[O-],21,6791
2336,[16*]c1ccc(Br)cc1C1=NN(C(C)=O)CO1,21,6798
2337,[15*][C@@H]1CCCCC1=O,21,6801
2338,[15*][C@H]1COC[C@@H](N)C1,20,6806
2339,[9*]n1[nH]c2c(cnc3cc(C)ccc32)c1=O,20,6816
2340,[16*]c1cc2[nH]ccc(=O)c2c(C)c1F,20,6817
2341,[5*]N1C[C@H](C)[C@@H](N)c2ncccc21,20,6822
2342,[16*]c1cc(C2CC(=O)Nc3[nH]ncc32)ccc1O,20,6823
2343,[9*]n1ccc(=O)c2c(C)c(F)ccc21,20,6826
2344,[4*]CC(=C)Br,20,6834
2345,[5*]N1CC[C@@H]2CNC[C@H]21,20,6837
2346,[16*]c1ccc2c(c1)CCNC2c1ccccc1C,20,6845
2347,[14*]c1cc2scnc2cn1,20,6846
2348,[14*]c1[nH]nc2c1C(c1ccccc1F)C(C#N)=C(N)O2,20,6847
2349,[14*]c1[nH]nc2c1C(c1ccc(Br)cc1)C(C#N)=C(N)O2,20,6852
2350,[4*]C1(C)CCS(=O)(=O)C1,20,6853
2351,[14*]c1cc2c(F)cccc2s1,20,6858
2352,[16*]c1ccc(Cl)cc1C1NCCc2ccccc21,20,6868
2353,[16*]c1ccc(F)cc1O,20,6874
2354,[15*]C1CCc2nocc2C1,20,6875
2355,[16*]c1ccc2c(N)c3ccccc3nc2c1,20,6877
2356,[13*]C1CCCCN1S(=O)(=O)N1CCC(C)C1,20,6879
2357,[15*][C@H]1CC[C@H]2CCCCN2C1,20,6881
2358,[7*]=Cc1coc2ccccc2c1=O,20,6884
2359,[15*]C1(C)CNC1,20,6891
2360,[16*]c1ccc2c(C)cc[nH+]c2c1,20,6896
2361,[1*]C(=O)C1CCCc2ccccc21,20,6902
2362,[16*]c1ccc2cc(O)ccc2c1,20,6904
2363,[16*]c1cccc(S(=O)(=O)C(C)C)c1,20,6907
2364,[5*]N[C@H]1c2ncccc2NC[C@@H]1C,20,6910
2365,[9*]n1c(=O)[nH]c(=O)c2cc(C)sc21,20,6913
2366,[14*]c1nc2[nH]c(=O)n(C)c(=O)c2[nH]1,20,6917
2367,[6*]C(=O)NN=C1CC(C)CC(C)(C)C1,20,6918
2368,[10*]N1N=C(c2ccc(F)cc2)CCC1=O,20,6919
2369,[8*]C(C)(C)N,20,6920
2370,[16*]c1ccc2c(c1)CCC2=O,20,6924
2371,[4*]CCN1C(=O)c2cccc3cccc1c23,20,6928
2372,[5*]NC(=NCCC)N1CCC2(CCCCC2)C1,20,6930
2373,[14*]c1cn2cc(C)nc(C)c2n1,20,6936
2374,[5*]N1CC=C(c2cc(C)cc(C)c2)CC1,20,6937
2375,[4*]C(C)CCBr,20,6941
2376,[16*]c1cccc2[nH]c(C)cc12,20,6944
2377,[9*]n1cnc2cnc(I)nc21,20,6946
2378,[4*]CC1CCCn2ccnc21,20,6947
2379,[16*]c1cc(Br)cc2c1O[C@]1(C)C[C@@H]2NC(=O)N1,20,6949
2380,[16*]c1ccc2[nH]c[n+](O)c2c1,20,6951
2381,[16*]c1cccc(/C=N\N2CCNCC2)c1,20,6953
2382,[16*]c1cc(C)c(Cl)cc1C,20,6954
2383,[10*]N1C(=O)COc2ccc(Br)cc2C1C=O,20,6963
2384,[16*]c1cccc2sc(=O)oc12,20,6966
2385,[5*]N1CCC([SH](=O)=O)C1,20,6967
2386,[12*]S(=O)(=O)c1ccn(C)c1,20,6970
2387,[4*]CC(C)(F)F,20,6974
2388,[3*]OCF,20,6976
2389,[14*]c1[nH]nc2c1C(c1c(F)cccc1Cl)C(C#N)=C(N)O2,20,6977
2390,[10*]N1C(=O)CSC(C)C1=O,20,6981
2391,[14*]c1cccc(=O)n1C,20,6984
2392,[5*]NC(=S)N1CCn2cccc2[C@@H]1c1cccs1,20,6985
2393,[15*][C@]1(S(=O)(=O)c2ccc(F)cc2)CCNC1,20,6986
2394,[16*]c1ccncc1N,20,6990
2395,[4*]CC(C)(C)C=O,20,6992
2396,[16*]c1ccc2c(C3=CCNCC3)c[nH]c2c1,20,6993
2397,[8*]C(C)CBr,20,6997
2398,[14*]c1ncc(F)c2cc[nH]c12,20,6998
2399,[13*]C1Oc2ccc(Cl)cc2C(C=O)NC1=O,20,7004
2400,[15*][C@@H]1CNCC1=O,20,7006
2401,[16*]c1ccc2c(c1)NCC2=O,20,7007
2402,[13*]C1CC(c2ccc3c(c2)OCO3)=NN1C(C)=O,20,7010
2403,[15*]C1(C#N)CCC(C)(C)C1=O,20,7014
2404,[14*]c1nnn2cc(C)[nH]c(=O)c12,20,7015
2405,[15*]C1(C)CC=CCC1,20,7021
2406,[16*]c1ccc([SH](=O)=O)c2ccccc12,20,7023
2407,[14*]c1cn2c(O)c(C)nc2cn1,20,7024
2408,[4*]C[C@H]1CNCc2c[nH]nc21,20,7026
2409,[4*]C[C@@H]1CNCc2c[nH]nc21,20,7028
2410,[1*]C(=O)[C@H](C)C(F)(F)F,19,7030
2411,[8*][C@](C)(O)CC,19,7038
2412,[16*]c1ccccc1C1=NNC(=O)CC1C,19,7039
2413,[10*]N1Cc2cccc(Cl)c2C1=O,19,7042
2414,[13*][C@H]1CN2CCN1CC2,19,7043
2415,[16*]c1ccc2c(=O)c3ccccc3oc2c1C,19,7053
2416,[7*]=Cc1n(C)c2ccccc2[n+]1C,19,7055
2417,[16*]c1cnc(Cl)cc1Cl,19,7058
2418,[13*][C@H]1C[C@H](c2ccccc2Cl)n2ncnc2N1,19,7061
2419,[5*]N1CCN(C)c2cccnc21,19,7062
2420,[6*]C(=O)N1C(=O)c2cccc3c([SH](=O)=O)ccc1c23,19,7064
2421,[14*]c1cc(C)c2ccc(Cl)cc2[nH+]1,19,7065
2422,[14*]c1[nH]nc2c1C(c1cccc(Br)c1)C(C#N)=C(N)O2,19,7066
2423,[8*]C(C#N)C=O,19,7067
2424,[14*]c1cc2c(s1)NCNC2=O,19,7072
2425,[3*]ON=C(CC)C1=C(O)CCCC1=O,19,7077
2426,[15*]C1COCCC1(C)O,19,7080
2427,[8*]C(F)(F)C(O)(F)C(F)(F)F,19,7082
2428,[16*]c1c[nH]c2ncncc12,19,7086
2429,[16*]c1cccnc1C#N,19,7087
2430,[1*]C(=O)CCC(C)(C)N,19,7090
2431,[9*]n1nc2c(c1C)CCC2,19,7094
2432,[8*]CCCN=C(N)N1CCC2(CCC2)C1,19,7095
2433,[14*]c1nc(Cl)nc2c1CNC2,19,7096
2434,[5*]N[C@H]1CCCc2ccc(F)cc21,19,7097
2435,[16*]c1cc(=O)n2c3c(cccc13)CC2,19,7099
2436,[16*]c1c(C)ncn(C)c1=O,19,7106
2437,[5*]N1CCC2(CC1)NC(=O)c1c(ccc(Cl)c1Cl)N2,19,7111
2438,[16*]c1cccc2nc(C)ccc12,19,7116
2439,[4*]CC(=O)N/N=C1/CCCC[C@@H]1C,19,7118
2440,[14*]c1ccn2nc3ncccc3c2n1,19,7119
2441,[9*]n1ccc2ccc(Br)cc21,19,7125
2442,[8*]C(C=O)CC(C)C,19,7129
2443,[15*][C@@H]1CCCC12OCCO2,19,7134
2444,[16*]c1c(C)cc(C2=NNC(=O)CC2C)cc1Cl,19,7141
2445,[7*]=C1C[C@@H](O)C[C@H](O)C1=C,19,7142
2446,[13*][C@]1(O)CC(c2cccnc2)=NN1C=O,19,7146
2447,[5*]N1C(C(C#N)=C(O)O)c2ccccc2S1(=O)=O,19,7156
2448,[5*]N1Cc2ncncc2C1C,19,7159
2449,[13*][C@H]1OC(c2ccc(Br)cc2)=NN1C(C)=O,19,7161
2450,[16*]c1cc(F)c2c(c1)OCCNC2=O,19,7162
2451,[15*][C@@H]1CCN(S(=O)(=O)N2CCC(C)CC2)C1,19,7172
2452,[13*]C1CC(N)=C(C(=O)O)S1,19,7178
2453,[1*]C(=O)CC1CCc2ccccc21,19,7179
2454,[8*]CS(=O)c1nc2ccncc2[nH]1,19,7180
2455,[16*]c1cccc2c1C(=O)NC2,19,7184
2456,[14*]c1cc(Cl)c(Cl)n1C,19,7195
2457,[16*]c1ccc(/C(C)=N\N2CCNCC2)cc1,19,7197
2458,[16*]c1cccc([C@H]2CCNc3ncnn32)c1,19,7198
2459,[5*]N1CCc2c(c(=O)c3cc(C)ccc3n2C)C1,19,7200
2460,[14*]c1ccc(F)s1,19,7203
2461,[15*]C1(C)CCC(=O)NC1,19,7205
2462,[16*]c1ccc2cc[nH]c(=O)c2c1,19,7206
2463,[16*]c1ccc(C2CC(=O)Nc3c2cnn3C)cc1,19,7214
2464,[6*]C(=O)N1CCC(c2ccccn2)=N1,19,7218
2465,[15*]C1CCN(C=O)CC1,19,7219
2466,[1*]C(=O)C1=CCC(Cl)S1,19,7224
2467,[8*]C[C@@H](O)CO,19,7230
2468,[9*]n1[nH]c2cc(Cl)ccc2c1=O,19,7232
2469,[16*]c1c(Cl)ccc(Cl)c1Cl,19,7236
2470,[15*]C1CCC(=O)C(C)C1,19,7243
2471,[14*]c1cc2ccnc(Cl)c2s1,19,7246
2472,[13*]C1OCCC1C,18,7248
2473,[16*]c1cccc([C@@H]2CC(=O)Nc3c2c(C)nn3C)c1,18,7250
2474,[13*][C@H]1CCCN1S(=O)(=O)N1CCC(C)CC1,18,7252
2475,[14*]c1cc(=O)nc[nH]1,18,7256
2476,[8*]CN1C(=O)CC(=O)c2ccccc21,18,7257
2477,[16*]c1cccc2c1OC(C)C(=O)N2,18,7260
2478,[16*]c1cc([C@@H]2CC(=O)Nc3[nH]ncc32)ccc1O,18,7261
2479,[9*]n1ccc2cc(C)ccc21,18,7267
2480,[5*]N1CCN(CN2C(=O)C(=O)c3cc(Cl)ccc32)CC1,18,7270
2481,[16*]c1ccc2oc3ccc(Cl)cc3c(=O)c2c1,18,7273
2482,[8*]C(C)CC(C)C,18,7274
2483,[13*]C1CN(C(N)=NC)CCO1,18,7275
2484,[16*]c1ccccc1[C@@H]1C(C#N)=C(N)Oc2n[nH]c(C)c21,18,7276
2485,[5*]NC(=S)C1=C(N)CCCC1=O,18,7277
2486,[13*][C@@H]1SC(c2ccccc2)=NC1=O,18,7279
2487,[16*]c1ccc2c(c1)c1c(n2C)CCC1,18,7287
2488,[5*]NS(=O)(=O)N1CCCC1,18,7289
2489,[10*]N1C(=O)N(C)CC2=C1CCCC2=O,18,7290
2490,[5*]NC1=NCC(Cl)S1,18,7291
2491,[13*]C1Cc2cc(Cl)ccc2O1,18,7293
2492,[16*]c1cc([C@H]2CC(=O)Nc3[nH]ncc32)ccc1O,18,7295
2493,[16*]c1ccc2c(c1)C[C@H](C)O2,18,7296
2494,[14*]c1cnc2c(C)cccn12,18,7297
2495,[16*]c1ccc(Br)c(Cl)c1F,18,7301
2496,[14*]c1ncc2[nH]c(Br)c(Br)c2c1O,18,7308
2497,[16*]c1cc2c(cc1O)oc(=O)c1ccccc12,18,7310
2498,[7*]=C(C)C1OCC(C)(C)CO1,18,7311
2499,[5*]N1[C@H]2CCC[C@@H]1CNC2,18,7313
2500,[5*]N1C[C@@H]2CCC[C@H](C1)N2,18,7316
2501,[16*]c1cccc2c1ccc[n+]2[O-],18,7317
2502,[1*]C(=O)n1ncc2c1CCOC2,18,7318
2503,[7*]=Cc1cc(Cl)ccc1O,18,7319
2504,[5*]N[C@@H]1CCc2c(F)cc(Cl)cc21,18,7324
2505,[5*]N1CCCc2cc(F)ccc21,18,7326
2506,[13*][C@@H]1OC(C)(C)OCC1C,18,7327
2507,[14*]c1nc2c(N)ncnc2[nH]1,18,7329
2508,[9*]n1c(=O)cn[nH]c1=O,18,7333
2509,[5*]N1CCc2ccccc2[C@H]1c1cccc(Cl)c1,18,7338
2510,[15*]C1C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C1,18,7339
2511,[12*]S(=O)(=O)c1cc2c(cc1F)NC(=O)CC2,18,7343
2512,[13*][C@H]1C/C(=N/O)CCN1,18,7348
2513,[5*]N1CCc2cn(C)nc2C1,18,7349
2514,[12*]S(=O)(=O)c1cc(C)nn1C,18,7351
2515,[1*]C(=O)CN1C(=O)[C@H](C)NC(=O)c2ccccc21,18,7352
2516,[16*]c1cncc2scc(C)c12,18,7354
2517,[16*]c1cc(C)nc2ccc(C)cc12,18,7357
2518,[15*][C@@H]1C[C@@H]2OCCN[C@@H]2C1,18,7358
2519,[14*]c1ccc2ccccn12,18,7360
2520,[6*]C(=O)NN=C1CCCC(=O)C1,18,7363
2521,[13*][C@@H]1CNc2ccccc2O1,18,7377
2522,[15*]C1CNCC1C1CC1,18,7378
2523,[16*]c1cccc(C=NN2CCNCC2)c1O,18,7379
2524,[14*]c1nc(C)nc2c1oc1ccc(Cl)cc12,18,7380
2525,[10*]N1CC(C)(C)OC1=O,18,7384
2526,[16*]c1ccc([SH](=O)=O)c(Cl)c1,18,7388
2527,[16*]c1ccc([C@H]2CC(=O)Nc3c2cnn3C)cc1,18,7389
2528,[16*]c1cc(Cl)cc(C#N)c1,18,7390
2529,[13*][C@@H]1NC[C@@H]2CC[C@H]1N2,18,7391
2530,[5*]N1CC(C)C2CCCCC21,18,7393
2531,[13*][C@@H]1CC[C@H](C)NS1(=O)=O,18,7399
2532,[4*]C1CCSCC1,18,7405
2533,[8*]CC#CCC,18,7408
2534,[16*]c1ccc(S(=O)(=O)[C@@H]2CCNC2)cc1,18,7409
2535,[9*]n1nccc1[SH](=O)=O,18,7410
2536,[1*]C(=O)CC1NC(=O)c2ccccc21,18,7414
2537,[14*]c1cc(Br)cn1C,18,7416
2538,[7*]=C(C=O)C(C)=O,18,7419
2539,[16*]c1cccc2[nH]c(C)nc12,18,7420
2540,[14*]c1cc(C)c2c(=O)cc[nH]c2n1,18,7427
2541,[4*]CC(F)(F)CO,18,7430
2542,[14*]c1sc2cnccc2c1C,18,7438
2543,[16*]c1ccc([SH](=O)=O)cc1Br,18,7439
2544,[16*]c1ccccc1C1NCCc2cc(O)c(O)cc21,18,7446
2545,[14*]c1[nH+]cccc1Cl,18,7450
2546,[5*]N/C([O-])=N/c1c[n+](C(C)C)no1,18,7451
2547,[13*]C1NCC2C(=O)CCCC12,18,7454
2548,[1*]C(=O)CN1C(=O)[C@@H](C)NC(=O)c2ccccc21,18,7456
2549,[1*]C(=O)[C@@H](N)C(C)C,18,7458
2550,[5*]N1CCC2C[C@@H]21,18,7461
2551,[13*][C@H]1CC(c2ccsc2)=NN1C(C)=O,18,7465
2552,[16*]c1ccc2[nH]c3c(c2c1)CCC3CC(=O)O,18,7466
2553,[14*]c1cc2ccccc2c[n+]1[O-],18,7469
2554,[16*]c1cc(C)nc2c1c(=O)[nH]c(=O)n2C,18,7471
2555,[1*]C(=O)C1=NCCCN1,18,7484
2556,[14*]c1nccn2c(O)c(C)nc12,18,7485
2557,[16*]c1cccc2c1NC(=O)c1ccccc1O2,18,7486
2558,[10*]N1CCN[C@@H](C)C1=O,18,7487
2559,[10*]N1C(=O)COc2ccc(Br)cc2C1C(=O)O,18,7488
2560,[13*]C1Oc2ccc(Br)cc2C(C(=O)O)NC1=O,18,7491
2561,[16*]c1ccc2c(c1)CCNC2c1ccc(O)cc1,18,7492
2562,[16*]c1cccc([C@@H]2CC(=O)Nc3[nH]nc(C)c32)c1,18,7501
2563,[9*]n1ccn2cnnc2c1=O,18,7506
2564,[16*]c1cc(O)cc(O)c1,18,7513
2565,[14*]c1nc2c(s1)Cc1cc(Cl)ccc1-2,18,7516
2566,[3*]OC1=C(Br)COC1=O,17,7520
2567,[13*][C@@H]1C[C@@H](S(=O)(=O)c2ccc(Cl)cc2Cl)CN1,17,7524
2568,[16*]c1cc(Cl)cc2[nH]c(=O)c(=O)[nH]c12,17,7527
2569,[13*][C@@H]1Cc2ccccc2CN1C,17,7528
2570,[15*][C@@H]1CC[C@@H](F)C1,17,7532
2571,[16*]c1cc2c3c(c(=O)oc2cc1C)CCCC3,17,7535
2572,[14*]c1cn2ccnc(N)c2n1,17,7536
2573,[5*]N1C(C)CNCC1C,17,7537
2574,[14*]c1[nH+]c2cc(C)ccc2cc1C#N,17,7538
2575,[16*]c1ccnc2ccc(Br)cc12,17,7539
2576,[9*]n1[nH]c2c(cnc3c(F)cc(F)cc32)c1=O,17,7545
2577,[5*]NC1CCSc2ccc(F)cc21,17,7547
2578,[16*]c1cc(Br)cc2c1O[C@@]1(C)C[C@@H]2NC(=O)N1,17,7552
2579,[14*]c1nc(N)nc2cc[nH]c12,17,7556
2580,[16*]c1ccc2c(c1)NC(=O)C2,17,7558
2581,[7*]=C1C(=O)C[C@@H]2CC[C@H]1N2,17,7562
2582,[16*]c1cccc2c1CC2,17,7563
2583,[1*]C(=O)C1NC(=O)COc2c(C)cccc21,17,7570
2584,[8*]CC(=O)N/N=C/c1ccccc1,17,7573
2585,[16*]c1ccnnc1C,17,7579
2586,[6*]C(=O)NN=C1CC(C)(C)NC(C)(C)C1,17,7588
2587,[13*]C1Cc2ccccc2C(=O)O1,17,7592
2588,[6*]C(=O)N1N=C(c2cccnc2)C[C@@H]1O,17,7594
2589,[14*]c1nc2ccc(Cl)nc2s1,17,7598
2590,[5*]N1CC(F)C(F)C1,17,7602
2591,[11*]SC1=NC2(CCN(C)CC2)N=C1c1ccc(C)cc1,17,7604
2592,[8*][C@@H](CC)CO,17,7606
2593,[14*]c1nc(C)nc2[nH]nc(C)c12,17,7609
2594,[16*]c1ccc2c(c1)Cc1sc(N)nc1-2,17,7616
2595,[16*]c1ccc2c(ccc(C)[n+]2CCN)c1,17,7621
2596,[16*]c1ccc(Br)c(O)c1,17,7630
2597,[14*]c1nc2c(c(=O)n1C)SCC2,17,7635
2598,[15*][C@@H]1CCCC[C@@H]1N,17,7638
2599,[15*]C1CCCCCC1O,17,7644
2600,[5*]N1CCCCCC1C,17,7646
2601,[16*]c1ccc2cc(Br)c3ccccc3c2c1,17,7648
2602,[15*]C1C[C@@H]2CC[C@H]1CN2,17,7650
2603,[15*][C@H]1CC(=O)c2cc(C#N)c(=O)[nH]c2C1,17,7651
2604,[15*]C1CCN(C)C(=O)C1,17,7652
2605,[15*][C@H]1CCOC(C)(C)C1,17,7653
2606,[6*]C(=O)NN=C(C)C1C(=O)c2ccccc2C1=O,17,7658
2607,[16*]c1ccc2c(c1)NC(CCC=O)=NS2(=O)=O,17,7660
2608,[14*]c1nc(C)nc2c1CCCC2,17,7664
2609,[9*]n1ccc([SH](=O)=O)c1,17,7668
2610,[16*]c1cc2ncoc2nc1C,17,7670
2611,[5*]N1CCN(/N=C\c2ccc(O)cc2)CC1,17,7672
2612,[7*]=C1CNc2c(C)cccc2C1=O,17,7674
2613,[16*]c1cc(Cl)cc(C#CC)c1,17,7675
2614,[1*]C(=O)C#C,17,7677
2615,[5*]N1CCC2(CC1)NC(=O)c1ccc(F)cc1N2,17,7679
2616,[5*]N1CCC(=O)c2cc(F)cc(F)c21,17,7683
2617,[5*]N1CCC(S(=O)(=O)c2ccc(O)cc2)C1,17,7686
2618,[16*]c1ccnc2ccc(Cl)cc12,17,7687
2619,[14*]c1n[nH]c2c(Cl)cccc2c1=O,17,7688
2620,[13*][C@@H]1NCC12CCCCC2,17,7693
2621,[16*]c1ccnc2[nH]c(=O)n(C)c12,17,7697
2622,[16*]c1cccc(C2C(C#N)=C(N)Oc3n[nH]c(C)c32)c1,17,7699
2623,[14*]c1nc2c(s1)C(C)(C)Oc1ccccc1-2,17,7700
2624,[5*]N1C(C)(C)CC2(CC1(C)C)OCCCO2,17,7703
2625,[5*]N1CC2CC[C@](C)(C1)C2(C)C,17,7705
2626,[16*]c1cc(O)c(O)c(=O)cc1C,17,7706
2627,[4*]C1CCOC2(CCCC2)C1,17,7708
2628,[14*]c1nc(=O)n2cc(C)ccc2n1,17,7709
2629,[5*]N1CCC(S(=O)(=O)c2nccn2C)CC1,17,7711
2630,[14*]c1c2ccc(Br)cc2nn1C,17,7712
2631,[16*]c1cc(C)n(C)c1C,17,7718
2632,[13*][C@H]1CC(=O)c2ccccc2N1,17,7720
2633,[5*]NC(=S)C1=C(O)CCCC1=O,17,7723
2634,[14*]c1ccnn1S(=O)(=O)c1ccccc1,17,7725
2635,[16*]c1ccc2c(c1)C(c1ccccc1)N(C)CC2,17,7726
2636,[16*]c1cccc2c1NS(=O)(=O)N2C,17,7729
2637,[16*]c1ccc2c(c1)CCC(=O)N2CC,17,7730
2638,[8*]CN1C(=O)[C@@H](N)CS(=O)(=O)c2ccccc21,17,7734
2639,[16*]c1cc2c3c(cccc3c1)C(=O)N(O)C2=O,17,7740
2640,[13*][C@@H]1CC(=O)c2ccccc2N1,17,7741
2641,[7*]=Cc1ccc2ccccc2[n+]1CCN,17,7744
2642,[3*]ON=C1CCCC1,17,7753
2643,[10*]N1C(=O)CC(=O)C1C,17,7763
2644,[5*]NC1=NS(=O)(=O)c2cc(Cl)cc(O)c2N1,17,7764
2645,[15*][C@@H]1CC[C@@H](C)C/C1=N/NC=O,17,7765
2646,[4*]C(C)C1COc2ccccc21,17,7769
2647,[9*]n1sc(Cl)cc1=O,17,7777
2648,[13*]C1OCC(S)CO1,17,7778
2649,[9*]n1c[n+](CC=O)c2ccccc21,17,7780
2650,[9*]n1nnc2ccc(F)cc2c1=O,17,7781
2651,[16*]c1ccc2c(c1)S(=O)(=O)NC2,17,7782
2652,[8*]CC(=O)NNC(N)=S,17,7786
2653,[8*]C(C#N)C1=NS(=O)(=O)c2ccccc21,17,7788
2654,[16*]c1cc2ccc(F)cc2nc1C,17,7790
2655,[13*]C1(C)SC(CCC)=NC1=O,17,7793
2656,[14*]c1cc2c(nn1)CC(C)CC2O,17,7794
2657,[9*]n1c(N)nc2cnccc21,17,7796
2658,[14*]c1cn2cc(C)ncc2n1,17,7798
2659,[5*]N1c2cc(F)ccc2NS1(=O)=O,17,7800
2660,[16*]c1cccc2c3c([nH]c12)CCCC3,17,7801
2661,[15*]C1CN2CCC1CC2C,17,7803
2662,[16*]c1ccc2n(c1=O)[C@H](C=O)CC2,17,7804
2663,[13*]C1CC(c2ccccn2)=NN1C=O,17,7811
2664,[14*]c1[nH]nc2c1C(c1cccc(F)c1)C(C#N)=C(N)O2,17,7813
2665,[16*]c1ccc2c(c1)S(=O)(=O)N[C@H]2CC=O,17,7820
2666,[16*]c1c[nH]c(C)cc1=O,16,7821
2667,[5*]N1CCN(S(=O)(=O)N2CCCCC2)CC1C,16,7824
2668,[4*]C1(C)C=CC=CN1,16,7826
2669,[9*]n1ccn2nc(C)cc12,16,7828
2670,[15*][C@@H]1C[C@H]1F,16,7830
2671,[13*]C1CC(c2cccs2)=NN1,16,7831
2672,[14*]c1nn(C)c2c1C[C@H](C)C(=O)N2,16,7832
2673,[16*]c1ccc2c(c1)CCNC2c1cc(C)cc(Cl)c1,16,7834
2674,[14*]c1nc2cc(Cl)ncc2[nH]1,16,7835
2675,[15*]C1CC(=O)C1(Cl)Cl,16,7836
2676,[15*]C1CC=CC(=O)C1,16,7838
2677,[15*]C1([C@H]2CCNC[C@H]2C)CC1,16,7839
2678,[5*]N1Cc2nc(N)nc(N)c2C1,16,7840
2679,[16*]c1c[nH]c2c(C)cccc2c1=O,16,7841
2680,[13*]C1CC=C(C)S1,16,7846
2681,[8*]CCCC#C,16,7849
2682,[15*][C@H]1C[C@@H]2C(=O)Nc3ccccc3N2C1,16,7854
2683,[14*]c1nc2c(s1)CCc1ccc(C)cc1-2,16,7857
2684,[14*]c1cc(Cl)[nH]n1,16,7862
2685,[16*]c1ccccc1C#C,16,7864
2686,[14*]c1cc2ccn(C)c(=O)c2[nH]1,16,7868
2687,[5*]N1C[C@@H]2CCN[C@H]2C1,16,7869
2688,[16*]c1cccc(C2=NC3(CCNCC3)N=C2C)c1,16,7870
2689,[14*]c1cc2ccncc2n1C,16,7872
2690,[15*][C@@H]1CCC1(C)C,16,7882
2691,[16*]c1cc2c(=O)[nH]c3ccccc3n2c1,16,7883
2692,[4*]C(C)(C)C(F)(F)F,16,7885
2693,[16*]c1c(C)nc(C)[nH]c1=O,16,7886
2694,[12*]S(=O)(=O)c1cscn1,16,7888
2695,[16*]c1ccc2c(c1)NC=NS2(=O)=O,16,7889
2696,[16*]c1ccc2c(c1)[C@@H](c1cccc(Cl)c1)NCC2,16,7890
2697,[16*]c1ccnc(C2=CCNCC2)c1,16,7893
2698,[6*]C(=O)C[n+]1cscc1C,16,7895
2699,[4*]C(C)C1=CCN(C)CC1,16,7897
2700,[7*]=C1NC(=O)CC1=O,16,7898
2701,[5*]N1C[C@@H]2C[C@H](C1)c1cccc(=O)n1C2,16,7901
