FID,SMILES,frequency,org_FID
11046,[12*]S(=O)(=O)c1c[nH]c2cc(Br)ccc12,2,32852
11047,[6*]C(=O)[C@@H](C)N,2,32856
11048,[13*][C@@H]1CC(=O)c2ccccc2O1,2,32858
11049,[13*]C1CC(=O)c2cccc(Cl)c2N1,2,32859
11050,[8*]C/C(=N\NC(N)=S)c1cccc(N)c1,2,32870
11051,[7*]=Cc1sc2cc3c(cc2[n+]1CC)OCO3,2,32876
11052,[16*]c1cc(C=O)c(Cl)cc1F,2,32878
11053,[15*][C@@H]1C(=O)CN(C)C1=O,2,32880
11054,[13*][C@H]1N=C2c3ccccc3N=C(C)N2C1=O,2,32881
11055,[9*]n1ncc2c(C)nc(Cl)nc21,2,32887
11056,[7*]=Cc1cc(F)c(O)c(C=O)c1,2,32888
11057,[1*]C(=O)C1=NN(C)C(=O)C1,2,32889
11058,[16*]c1cc([SH](=O)=O)cc2ccccc12,2,32890
11059,[12*]S(=O)(=O)c1c[nH]c2c(Cl)nccc12,2,32892
11060,[9*]n1cnc2c(sc3nccc(C#CC)c32)c1=O,2,32894
11061,[13*]C1Oc2ccccc2C1=O,2,32902
11062,[16*]c1cccc2n[nH]cc12,2,32907
11063,[6*]C(=O)/C(C#N)=C/N,2,32912
11064,[16*]c1cc(C)c2c(=O)ccoc2c1,2,32918
11065,[16*]c1cc2occ(C)c2cc1CC,2,32921
11066,[16*]c1ccc2c(c1)[C@H](c1ccccc1)N(C(=S)NC)CC2,2,32923
11067,[14*]c1occ(Br)c(=O)c1O,2,32924
11068,[3*]OC(=C)c1ccccc1,2,32930
11069,[8*]C(C#N)C(C)=O,2,32931
11070,[14*]c1cc2c(S(=O)(=O)C(C)CCl)nccn2n1,2,32934
11071,[16*]c1cccc2c(N)c3cccc(Br)c3nc12,2,32942
11072,[3*]OC#CC#CC#CC,2,32943
11073,[16*]c1c(Br)cc(Br)cc1/C=N\N1CCN(C)CC1,2,32947
11074,[13*]C1NC(C)(C)CO1,2,32955
11075,[14*]c1ncnc2cccc(Br)c12,2,32957
11076,[15*]C1CC(C)N=C1CC,2,32960
11077,[14*]c1c(C)sc[n+]1CC=C,2,32961
11078,[15*][C@@]12CC[C@@](C)(CN(C)C1)C2C,2,32962
11079,[16*]c1cnc2c(c1)CCCCN2,2,32966
11080,[16*]c1ccc(C2C3=C(CC(C)CC3=O)Nc3nc(C)nn32)cc1,2,32968
11081,[16*]c1cccc2c1NCCC2(C)C,2,32972
11082,[16*]c1ccccc1Cc1ccc([O-])cc1,2,32978
11083,[7*]=C(C=C)n1ncc2ccncc21,2,32980
11084,[14*]c1csc(NN=C(C)c2ccc(O)cc2)n1,2,32981
11085,[13*]C1CCNC2CCC(=O)N12,2,32987
11086,[5*]N1c2ncccc2C(=O)N(CC)c2cccnc21,2,32990
11087,[14*]c1nncn1/N=C\c1ccccc1O,2,32994
11088,[13*]C1COC(C(CC)C(=O)O)=N1,2,32995
11089,[5*]NC1CN(C)Cc2ccccc21,2,32998
11090,[15*]C1(C)C(=O)CC(C)C1(C)C,2,33000
11091,[9*]n1[nH]c2ccc(Cl)cc2c1=O,2,33001
11092,[16*]c1ccc2c(C)n(C)nc2c1,2,33002
11093,[10*]N1N=C(CCC)C(=CN(C)C)C1=O,2,33007
11094,[16*]c1cnn2c1C(C(C)CC)CCC2,2,33008
11095,[16*]c1cccc2c(Cl)c3ccc(Cl)cc3nc12,2,33012
11096,[4*][C@@H](C)[C@@H](C)O,2,33018
11097,[8*][C@@H](CC=O)C(C)(C)C,2,33019
11098,[5*]NS(=O)(=O)N1CCC(=NO)CC1,2,33020
11099,[9*]n1nc2c(c1Br)CCCC2,2,33024
11100,[5*]N1CCc2cc(F)ccc2[C@@H]1c1ccccc1,2,33029
11101,[16*]c1c(F)c(C)cc(F)c1F,2,33033
11102,[16*]c1cc(F)c(F)cc1C#C,2,33034
11103,[16*]c1ccc(Cl)c(/C=N/O)c1,2,33036
11104,[7*]=C/C(=C\O)C(=O)O,2,33041
11105,[15*]C1Cc2cccnc2C1N,2,33042
11106,[8*][C@@H](C(=O)N(O)CC)C(C)(C)C,2,33044
11107,[5*]NC1=C(C=O)SC(C#CC(C)(C)C)C1,2,33045
11108,[13*]C1S/C(=C(\Br)C=O)NC1=O,2,33046
11109,[16*]c1ccc2c(c1)CCN[C@@H]2c1cc(Cl)cc(Cl)c1O,2,33047
11110,[10*]N1C(=O)N(C)C2(C)N(C)C(=O)NC12C,2,33050
11111,[16*]c1cccc(C#N)c1S(=O)(=O)C1CCNCC1,2,33056
11112,[9*]n1cnc2c(N(C)F)nc(Cl)nc21,2,33058
11113,[4*]CC#Cc1ccc(N)nc1,2,33059
11114,[13*]C1CC2(CCN1)OC(C)C(C)(C)C(C)(C)O2,2,33060
11115,[14*]c1ccc2ccccc2[n+]1C(=O)C(F)(F)F,2,33062
11116,[14*]c1cn2c(C)cc(C)nc2n1,2,33064
11117,[3*]OP(O)(=S)C=C1CCNCC1,2,33066
11118,[14*]c1n[nH]c2ccc([N+](=O)[O-])cc2c1=O,2,33069
11119,[7*]=C1C(=O)NN=C1[N+]#[C-],2,33070
11120,[10*]N1CC(C)CNC1=O,2,33071
11121,[15*][C@@H]1CNCCC12OC(=O)c1cc(F)c(F)cc12,2,33074
11122,[16*]c1cnc2nc(C)ccc2c1Cl,2,33075
11123,[15*]C1(Cl)C(=O)Nc2c(Cl)ccc(Cl)c2C1=O,2,33076
11124,[5*]N1CCCCC1O,2,33077
11125,[8*][C@H](C=O)N=[N+]=[N-],2,33081
11126,[5*]N1CCC2(CC(N)c3ccc(Br)cc3O2)C1,2,33089
11127,[5*]N1CC=C(C)C(C(=O)O)=C1C,2,33093
11128,[1*]C(=O)[C@H](N)CO,2,33096
11129,[13*]C1CC(c2ccc(C)o2)=NN1C(=O)CCC(=O)O,2,33098
11130,[7*]=Cc1cncc2c(=O)cc[nH]c12,2,33102
11131,[6*]C(=O)NNC(=C)C1C(=O)c2ccccc2C1=O,2,33103
11132,[16*]c1ccc([C@@H]2C(C#N)=C(N)Oc3n[nH]cc32)cc1Br,2,33110
11133,[16*]c1cn(C(=O)CC)c2ccccc12,2,33114
11134,[13*][C@@H]1O[C@@H](CCO)c2cc(C)ccc2[C@@H]1C,2,33119
11135,[15*]C1CNCCC(C)C1=O,2,33121
11136,[10*]N1CC2=C(C1=O)C(C)NC(=O)N2,2,33130
11137,[15*]C1CN=C(c2ccc(F)c(C#N)c2)C1,2,33131
11138,[16*]c1cccc(N=C(N)NC)c1,2,33132
11139,[7*]=C(SC)C1CCCC1=O,2,33134
11140,[13*]C1NCC[C@@H]1C,2,33139
11141,[5*]N1CCN(/N=C(\C)c2ccc(Cl)cc2Cl)CC1,2,33140
11142,[11*]S/C=C\C=O,2,33150
11143,[7*]=CC1C(=O)c2ccccc2C1O,2,33153
11144,[16*]c1cc(C2=NCCO2)ccc1F,2,33154
11145,[6*]C(=O)N/N=C(/C)c1ccco1,2,33156
11146,[4*]CF,2,33160
11147,[8*]CC(=O)N/N=C/c1cccc(Br)c1,2,33161
11148,[15*]C1[C@@H](C)C1(C)C,2,33165
11149,[5*]NC(=C)C1=NC=CCN1C,2,33169
11150,[15*][C@@H]1Cc2[nH]c3ccc(Cl)cc3c2C1,2,33172
11151,[9*]n1c(N)cc(=O)c2ccc(Cl)nc21,2,33175
11152,[16*]c1cc(Cl)c2nc3ccccc3c(=O)n2c1,2,33177
11153,[15*]C1Cc2oncc2C(OC)C1,2,33183
11154,[15*][C@H]1CC1(Br)Br,2,33185
11155,[3*]OP(=O)(O)c1cc2ccccc2c2ccccc12,2,33189
11156,[8*]CC1=C([N+](=O)[O-])CNC(C)=C1,2,33191
11157,[16*]c1cccc2c1C(c1cccc(Cl)c1Cl)NCC2,2,33193
11158,[1*]C(=O)n1c(=O)[nH]c2ncncc21,2,33194
11159,[14*]c1n[nH]c2c1[C@@H](C(F)(F)F)[C@@H](O)C(=O)N2,2,33197
11160,[16*]c1cc2c(cc1C)CNC2=N,2,33200
11161,[16*]c1ccc(C2=CCN(C)CC2)cc1,2,33201
11162,[15*][C@@]12CCN[C@H]1C[C@@H](O)CC2,2,33204
11163,[8*]CC1CCC(C)c2ccnnc21,2,33205
11164,[7*]=C(O)c1ccccc1Br,2,33206
11165,[1*]C(=O)N=c1cccc(Cl)n1O,2,33208
11166,[16*]c1c(Br)cc(N)cc1Br,2,33211
11167,[14*]c1ncccc1CC(C)C,2,33214
11168,[9*]n1c[n+]([O-])c2ccccc21,2,33217
11169,[7*]=C(C)C#CC1(O)C(C)=C(C(C)(F)F)C(=O)CC1(C)C,2,33219
11170,[16*]c1cc2c3c(cccc3c1)C(O)C2,2,33229
11171,[13*]C1(/C=N/O)C(C=O)=CC=CN1O,2,33231
11172,[16*]c1ccn(S(=O)(=O)c2cccc(O)c2)c1,2,33236
11173,[5*]N1CCc2ncccc2[C@H]1C=O,2,33240
11174,[15*]C12CNC(C(Cl)C1)C(O)C2Br,2,33242
11175,[16*]c1ccc2c(c1)NC(=O)CC(c1sccc1C#N)=N2,2,33245
11176,[4*]CC(=O)NNC1=NS(=O)(=O)c2ccccc21,2,33249
11177,[6*]C(=O)N/N=C/c1cccc(F)c1,2,33251
11178,[5*]N1CC(I)N2CCC1C2,2,33252
11179,[4*]CC#Cc1cc2ccncc2s1,2,33255
11180,[15*][C@@H]1CN(N=O)CC/C1=N\O,2,33259
11181,[16*]c1ccc2c(c1)N(c1ccccc1F)C(=O)C2N,2,33260
11182,[8*]CCS(=O)(=O)Cl,2,33267
11183,[8*]C(C)(C)C[C@](C)(O)C(F)(F)F,2,33268
11184,[7*]=C1c2c(ccc(N)c2C)-c2ccc(N)c(C)c21,2,33273
11185,[16*]c1cc(C2=NN=C(N(C)C)SC2)ccc1O,2,33282
11186,[8*]C(C)(C)CC(C)=O,2,33287
11187,[8*]CC[C@H](C)C#N,2,33288
11188,[15*]C1CCC(=O)C(CC)=C1C,2,33289
11189,[13*][C@@H]1N[C@@H]2C[C@H](F)[C@H]1C2,2,33290
11190,[7*]=C(F)C(F)F,2,33291
11191,[1*]C(=O)C(C=O)C1C(=O)N(C)Cc2ccccc21,2,33292
11192,[5*]N1CCC2[C@@H](C1)c1cccc(C)c1N2C,2,33293
11193,[16*]c1c(O)c2c(c(O)c1Br)CC(C)=CC2,2,33297
11194,[16*]c1cc(C#CCCC)cc(C2(C(C)C)C(C#N)=C(N)Oc3n[nH]c(C)c32)c1,2,33298
11195,[16*]c1cncc2ccc(C=O)nc12,2,33306
11196,[13*][C@H]1NNC(=O)C[C@@H]1C,2,33307
11197,[1*]C(=O)C(=N)CF,2,33309
11198,[15*][C@H]1C(C)(C)C(=O)C=C[C@]1(C)O,2,33311
11199,[3*]OS(=O)(=O)c1ccc(F)c(C)c1,2,33314
11200,[10*]N1C(=O)COc2ccccc2[C@@H]1C=O,2,33317
11201,[16*]c1c(F)cc(C#N)cc1Cl,2,33319
11202,[15*]C1CC(C=C)N=C1C,2,33326
11203,[15*]C1C(=O)N2CCc3cccc(c32)C1C,2,33328
11204,[14*]c1cnc2n1[C@@H](CO)CC2,2,33329
11205,[14*]c1[nH]nc2c1[C@@H](c1cc(Br)ccc1O)C(C#N)=C(N)O2,2,33330
11206,[14*]c1c(C)c(Br)c2n1CCC2C(=O)O,2,33332
11207,[16*]c1cc(C)nc2c1CCCN2,2,33335
11208,[16*]c1ccc2c([N+](=O)[O-])ccc3c2c1C(=O)NC3=O,2,33336
11209,[14*]c1[nH]c2cnccc2c1C=O,2,33338
11210,[16*]c1cncc2c1CC[C@H](F)[C@@H]2N,2,33343
11211,[4*]C(C=O)CC=C,2,33344
11212,[13*]C1OC(=O)C(C=NC)=C1O,2,33346
11213,[15*][C@@H]1CN=C(C)C1,2,33348
11214,[8*]CC(=N)c1cccs1,2,33349
11215,[6*]C(=O)n1cnc2ccccc21,2,33353
11216,[16*]c1c(O)ccc2ccc3ccccc3c12,2,33354
11217,[8*]CN(C)/N=C1\C(=O)Nc2ccccc21,2,33360
11218,[16*]c1ccc2c(c1)C(C)C(=O)N2c1ccc(F)cc1,2,33365
11219,[5*]N[C@H]1c2ncccc2N[C@@H](O)[C@@H]1C,2,33378
11220,[16*]c1c(C)nn2c(=O)c(C)c[nH]c12,2,33387
11221,[16*]c1cc(O)c2c(c1)OC(C)(C)c1cn[nH]c1-2,2,33388
11222,[5*]N1CCCO[C@H](C)C1,2,33389
11223,[4*][C@H](CCC)C(F)F,2,33391
11224,[9*]n1nc(C)c2c1NC(=O)C[C@H]2c1ccc(Cl)c(Cl)c1,2,33396
11225,[5*]NC(=C)C1Sc2ccccc2C1=O,2,33397
11226,[13*][C@@H]1NC(=O)c2ccc(Cl)cc2N(C)C1=O,2,33401
11227,[16*]c1cc(Cl)ncc1[N+](=O)[O-],2,33402
11228,[8*]CCCS(=O)(=O)C(C)C,2,33403
11229,[5*]NC=Cc1ccc2ccccc2[n+]1CC,2,33405
11230,[16*]c1cccc2c1CCCS2,2,33406
11231,[16*]c1ccc(C)c(S(=O)(=O)O)c1,2,33410
11232,[16*]c1ccc2c(c1)C(=O)C(c1ccccc1)=C2SC,2,33413
11233,[5*]N1CCOc2c(Cl)cc(Br)cc21,2,33414
11234,[14*]c1cc(=O)nc(C)[nH]1,2,33415
11235,[5*]N1Cc2nc(C)ncc2C1CC,2,33417
11236,[13*]C1OC(F)(F)CC(F)(F)O1,2,33420
11237,[5*]N(C)S(=O)(=O)N1CCC[C@@H](C)C1,2,33423
11238,[14*]c1cn2c(nc3c2c(=O)[nH]c(=O)n3C)[nH]1,2,33425
11239,[7*]=C(N)c1nc2c(o1)CCNC2,2,33431
11240,[16*]c1cccc2c1CCNC2c1c(C)ccc(C)c1C,2,33448
11241,[10*]N1C[C@@]2(I)CCCc3cccc(c32)C1=O,2,33449
11242,[15*][C@]1(O)[C@H](C)OC(C)(C)O[C@@H]1C,2,33454
11243,[8*][C@@H](C)F,2,33456
11244,[16*]c1cc(O)c2c(c1)C(=O)c1ccccc1C2=O,2,33458
11245,[14*]c1[nH]c2[n+](c1C)CCS2,2,33459
11246,[4*]C1COC(c2ccccc2)=N1,2,33462
11247,[1*]C(=O)C(=O)N/N=C1\CCC[C@@H](C)C1,2,33463
11248,[5*]N1CCC2(CC1)OCC(F)(F)c1cc(Br)sc12,2,33468
11249,[8*]C(C)(Cl)Cl,2,33471
11250,[16*]c1ccc(C=C)c2ccccc12,2,33476
11251,[7*]=C[C@@H]1C(=O)NN=C1C,2,33484
11252,[7*]=C1C(=O)N(C)N=C1OC,2,33486
11253,[13*][C@@H]1CN(S(=O)(=O)N2C[C@@H](C)C[C@@H](C)C2)CCN1,2,33489
11254,[14*]c1nccc2c(Cl)ccnc12,2,33492
11255,[16*]c1cnc2c(c1)NC(=O)C2C=O,2,33493
11256,[4*][C@@]1(C#CCO)CN2CCC1CC2,2,33494
11257,[14*]c1cc[nH][n+]1-c1ccccc1,2,33498
11258,[5*]N1Cc2cncnc2C1(C)C,2,33500
11259,[14*]c1nc(Cl)c2oc3ccccc3c2n1,2,33501
11260,[16*]c1cnc2ncn(C)c(=O)c2c1C,2,33503
11261,[8*]CC1=C(C=O)CC(C=O)=C(C)O1,2,33506
11262,[16*]c1cc(C)cc(C)c1Cl,2,33507
11263,[13*][C@@H]1CN(C[N+]#[C-])S(=O)(=O)N1,2,33508
11264,[9*]n1c2c(c(=O)[nH]c1=O)C(c1ccc(O)cc1)NC(=O)N2,2,33514
11265,[15*]C1COC2(CCN(O)C(C)C2)OC1,2,33515
11266,[14*]c1nc(C)cc(NN=Cc2ccc(F)cc2)n1,2,33518
11267,[13*][C@H]1SC2=NCCCN2[C@@H]1O,2,33524
11268,[9*]n1c(C)cn2cnnc2c1=O,2,33530
11269,[8*]C(F)(C=O)S(=O)(=O)c1ccc(F)c(F)c1,2,33533
11270,[6*]C(=O)n1c2c(c3cc(Br)ccc31)CCNC2=O,2,33539
11271,[13*]C1(C)CCC(=O)NN1,2,33540
11272,[16*]c1cc(C)nc(Br)c1,2,33543
11273,[16*]c1cccc2c1N(C(C)=O)C(=O)C2,2,33545
11274,[16*]c1cc(Cl)c2cccnc2c1O,2,33550
11275,[1*]C(=O)[C@H](Br)CC,2,33552
11276,[15*]C1CN=C(c2cccc(N(C)N)c2)C1,2,33554
11277,[4*]C1(C)CC2CC(C)CC(C2)C1,2,33557
11278,[8*][C@@H](C)[C@H](C)CC,2,33566
11279,[7*]=Cc1ccccc1C1=NC(C)(C)CO1,2,33567
11280,[15*][C@@]12CCC[C@H](CNC1)C2=O,2,33568
11281,[16*]c1c(I)ccc2ccccc12,2,33571
11282,[8*][C@@H](C)C#CC,2,33572
11283,[5*]N1C[C@H]2[C@@H](C)C[C@@]2(N)C1,2,33577
11284,[15*]C1CCCCC1[SH](=O)=O,2,33589
11285,[9*]n1c(=O)[nH]c2ccc(C)cc2c1=O,2,33590
11286,[7*]=C(F)C(F)(F)C(F)(F)C(F)(F)F,2,33593
11287,[16*]c1ccc(C)c2c1NC(=O)C(C)C2=O,2,33594
11288,[15*]C1CCC2N=CNC2C1,2,33599
11289,[13*]C1OCC(C)C1C,2,33603
11290,[16*]c1cc(Br)c2[nH]c(=O)c(=O)[nH]c2c1,2,33605
11291,[14*]c1ncnc2c1nc(Br)n2N(C)CC,2,33608
11292,[1*]C(=O)[C@@H](Br)[C@H]1OC(=O)c2ccccc21,2,33609
11293,[15*][C@]1(O)CCN(S(=O)(=O)N2CCCC2)C1,2,33611
11294,[15*]C1CNCCC1C1CC1,2,33612
11295,[5*]NC1=COCC1=O,2,33615
11296,[16*]c1ccc(S(C)=O)nc1,2,33616
11297,[16*]c1cc[n+](CC)c2cc(Cl)ccc12,2,33617
11298,[16*]c1c(Br)sc2[nH]c(=O)[nH]c(=O)c12,2,33621
11299,[13*]C1NCC(C)C1=O,2,33623
11300,[16*]c1c(Cl)cc2c3c(cccc13)C(=O)NC2=O,2,33624
11301,[14*]c1ncnc2c1ncn2C(Cl)=C(Cl)Cl,2,33626
11302,[1*]C(=O)CC(Cl)Cl,2,33627
11303,[9*]n1c(N)nc2c(c1=O)CC[C@H](C)C2,2,33634
11304,[16*]c1cccc(N2C(=O)C(=O)c3ccccc32)c1,2,33635
11305,[14*]c1cc2c(Br)cn(C=O)c2cn1,2,33638
11306,[13*]C1OCC(F)(F)C1(F)F,2,33647
11307,[12*]S(=O)(=O)C1CCCN(S(=O)(=O)N2CCOCC2)C1,2,33651
11308,[14*]c1ncc2cc(Cl)ncc2n1,2,33653
11309,[12*]S(=O)(=O)c1n[nH]c(=O)[nH]c1=O,2,33656
11310,[14*]c1nc2sc3c(c2c(=O)n1C)C(C(=O)O)CC3,2,33661
11311,[4*]C(/N=C(/N)NC#N)C(C)(C)C,2,33662
11312,[5*]N1CCC2(CC1)CC(=O)c1cc(Cl)ccc1O2,2,33667
11313,[14*]c1cc(=O)n2c(C)c(C)sc2n1,2,33671
11314,[15*][C@@H]1C[C@H]2CN(S(=O)(=O)N(C)C)C[C@@H]1O2,2,33672
11315,[14*]c1cn(S(=O)(=O)c2ccc(C)cc2)c(C)n1,2,33674
11316,[1*]C(=O)/N=C/c1ccccc1,2,33678
11317,[7*]=C/C=C/N(C)C,2,33679
11318,[13*]C1CN=C(C=O)O1,2,33683
11319,[5*]N1CC(N)C2CC2C1,2,33690
11320,[13*]C1OCCC(C)(C)O1,2,33692
11321,[4*]CCCS(=O)(=O)c1ccc(C#N)cc1,2,33698
11322,[5*]N1CCc2ccc(Cl)cc2C1C,2,33699
11323,[7*]=C1SC(C)CNC1=O,2,33700
11324,[16*]c1ccc(Cl)cc1[C@H]1NCCc2c(F)cccc21,2,33701
11325,[5*]N1C(c2ccccc2)=CSC1=C(C#N)C(N)=O,2,33702
11326,[5*]N1CCc2ccccc2C1c1cccc(Br)c1,2,33703
11327,[15*][C@H]1CC(=O)C2=C(C1)Nc1nc(C)nn1[C@@H]2c1ccc(F)cc1,2,33704
11328,[1*]C(=O)C1=CC=CN(C)C1,2,33707
11329,[3*]O/N=C1/C(=O)N(C)c2ccc(Br)cc21,2,33708
11330,[1*]C(=O)C1=C[C@@H]2C=C(Br)C=C[C@H]2OC1=O,2,33709
11331,[13*]C1CSC(OC)=N1,2,33712
11332,[9*]n1ccc(=O)c2cc(F)c(F)nc21,2,33713
11333,[15*][C@@]1(O)CC[C@@H](O)C(=C)C1,2,33715
11334,[8*]CN=C(C)c1c(O)cc(C)oc1=O,2,33721
11335,[9*]n1c(=O)c(=O)[nH]c2cc([N+](=O)[O-])ccc21,2,33722
11336,[9*]n1c(=O)n(C)c(=O)c2cccnc21,2,33723
11337,[16*]c1ccc2c(c1)S(=O)(=O)N=C2S,2,33727
11338,[14*]c1cc2c(c(=O)[nH]1)C(c1ccccc1F)C(C#N)=C(N)O2,2,33729
11339,[7*]=C(C)c1cccc(S(=O)CC#C)c1,2,33730
11340,[3*]OSN,2,33732
11341,[13*]C1C=C(CC)C(=O)O1,2,33740
11342,[13*][C@H]1NC[C@@H](C)C(=NO)[C@H]1C,2,33742
11343,[7*]=C1C(=O)CC1O,2,33744
11344,[13*]C1C=C(CO)C=CN1,2,33749
11345,[13*][C@@H]1NCCS1(=O)=O,2,33752
11346,[8*]CN=C(N)N1CCCCCC1,2,33754
11347,[13*]C1(C)CCC(c2ccccc2)=N1,2,33756
11348,[7*]=CC1COC2(CCCCC2)O1,2,33758
11349,[15*][C@@H]1C(=O)c2ccc(O)cc2C1=O,2,33759
11350,[7*]=C(C=C)c1ccccc1,2,33760
11351,[13*][C@H]1CC(c2ccc(C)cc2)=NN1C(C)=O,2,33761
11352,[6*]C(=O)NN=CC,2,33763
11353,[1*]C(=O)C[n+]1cscc1C,2,33769
11354,[16*]c1ccc2c(c1)C(F)(C(F)(F)F)C(=O)N2C,2,33772
11355,[16*]c1ccc(C=C)c(C)c1,2,33773
11356,[8*]C(C)C(=O)N1CCC(c2ccc(Cl)s2)=N1,2,33775
11357,[14*]c1nncn1N=Cc1cccc(Cl)c1,2,33779
11358,[15*][C@@]1(O)CC(=C)C[C@H]1O,2,33781
11359,[15*]C1CC(C)(C)C=C(OC)C1=O,2,33783
11360,[15*]C1CC(=O)C(C(N)=S)=C(N)C1,2,33785
11361,[8*]C(C#C)N(O)C(N)=O,2,33786
11362,[6*]C(=O)N1N=C(c2ccccn2)C[C@@H]1O,2,33787
11363,[16*]c1cccc2[nH]c(=O)n(C)c12,2,33790
11364,[13*][C@H]1OC[C@@H](C)[C@@H]1F,2,33796
11365,[14*]c1ccc2scc(Cl)c2n1,2,33802
11366,[13*]C1NC[C@@]2(C)CCC[C@]1(C)C2=O,2,33806
11367,[5*]NC(=S)N=Cc1ccccc1,2,33810
11368,[15*]C1CC2(C)C(C)CC1N(C)C2C,2,33811
11369,[16*]c1ccc2c(c1)NC(=O)CC(c1cc(C#N)ccc1F)=N2,2,33815
11370,[16*]c1ccnc(Cl)c1F,2,33816
11371,[15*][C@H]1[C@H]2CNC[C@@H]1C(C)(C)OC2,2,33819
11372,[7*]=CC1CC(=O)Nc2c1c(C)nn2C,2,33820
11373,[11*]SCF,2,33833
11374,[15*]C1C[C@@]12C[C@H]1C[C@H](C)[C@@H](C2)N1,2,33835
11375,[5*]NC(=NCC)N1CCS(=O)(=O)C(C)(C)C1,2,33841
11376,[16*]c1cc(S(C)(=N)=O)ccc1C,2,33842
11377,[3*]OC1=NCCS1,2,33849
11378,[12*]S(=O)(=O)c1c(C)cccc1N,2,33850
11379,[16*]c1ccc2c(c1)CC(C)NC2,2,33851
11380,[16*]c1cccc(Cl)c1C(=N)N,2,33854
11381,[7*]=C1C(=O)c2ccc(F)cc2C1=O,2,33857
11382,[16*]c1c(Cl)cc2c(=O)c3ccccc3oc2c1Cl,2,33858
11383,[14*]c1nc2cccnc2cc1Br,2,33859
11384,[4*]C(C)(C)C(C)(C)C,2,33864
11385,[14*]c1ccc2c(n1)[nH]c(=O)n2O,2,33866
11386,[14*]c1cnc(C)c(=O)[nH]1,2,33870
11387,[16*]c1cc(F)cc2c1OC(C)C2,2,33877
11388,[3*]OC1CCC(=O)c2cccnc21,2,33879
11389,[7*]=C1C=C(C)CCC1,2,33881
11390,[16*]c1c(O)c(C#N)c2[nH]c3ccccc3n2c1=O,2,33883
11391,[9*]n1cnc2[nH]nc(C)c2c1=O,2,33884
11392,[13*][C@]1(C)COC(c2ccccc2)=N1,2,33886
11393,[7*]=Cc1cccc(C2=C(OC)C(=O)C=C(OC)C2=O)c1,2,33895
11394,[13*]C1C=C(c2cccnc2)CCN1,2,33897
11395,[16*]c1ccc2c(c1)C(=O)CC(C)(C)N2,2,33898
11396,[8*]CC1(O)CCc2nc(C)ccc21,2,33903
11397,[16*]c1ccc2c(c1)-c1nc(NI)sc1C2,2,33904
11398,[1*]C(=O)C1=C(C(F)(F)F)NCC(C=O)=C1CC(C)C,2,33905
11399,[15*]C1(C)CCNCCC1=O,2,33911
11400,[15*]C1CCN[C@@H](C)C1,2,33914
11401,[3*]OC1=C(O)C(=O)OC1,2,33919
11402,[13*]C1COC(OC=O)=N1,2,33920
11403,[8*]CC1(O)C(=O)Nc2c(Cl)ccc(Cl)c21,2,33924
11404,[6*]C(=O)N(C)N1c2ccccc2CCc2ccccc21,2,33927
11405,[16*]c1ccc2c(c1)CCNC2c1cc(Cl)cc(Cl)c1O,2,33929
11406,[8*]CCC1=C(NP(=O)(O)O)CC=CC1=O,2,33935
11407,[14*]c1cc2cccn(O)c-2n1,2,33937
11408,[7*]=Cc1ccnc(Cl)c1,2,33941
11409,[5*]N1CC[C@@H]2Nc3ccc(Br)cc3[C@@H]2C1,2,33942
11410,[16*]c1ccc2nc3ccccc3c(S(=O)CCCl)c2c1,2,33943
11411,[7*]=Cc1ccc2cccc(Cl)c2n1,2,33953
11412,[14*]c1nc2c(s1)C(CC)(CC(=O)O)OCC2,2,33955
11413,[14*]c1nc(N/N=C\c2ccccc2C)sc1C,2,33966
11414,[8*]CC1=C(C=O)[C@@H](C)NC(=O)N1,2,33967
11415,[15*]C1(O)C(=O)C(Cl)CC1C=O,2,33971
11416,[16*]c1ccc2c(c1F)C(c1ccccc1)NCC2(C)C,2,33979
11417,[7*]=CC1=Nc2ccc(C(=N)N)cc2C1(C)C,2,33985
11418,[9*]n1c(=O)ncc2cccc(Cl)c21,2,33988
11419,[14*]c1n[nH]c2c1[C@@H](c1ccc(Cl)cc1)C(C#N)=C(N)O2,2,33989
11420,[3*]OC1(O)OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,2,33993
11421,[8*]CCN=C(N)NC#N,2,33994
11422,[10*]N1C(=O)c2ccccc2C1=Nc1ccc(Cl)cc1,2,33998
11423,[7*]=C1CCC(C=C)C1O,2,34002
11424,[8*]C/C=C/I,2,34004
11425,[16*]c1ccc2c(c1)CCNC2c1ccc(F)c(F)c1,2,34008
11426,[14*]c1cc2c(cn1)C(C)(C)N([O])C2(C)C,2,34011
11427,[15*][C@@H]1CC12CNC2,2,34012
11428,[15*][C@@H]1C[C@H](C(=C)C)CC2(OCCO2)[C@H]1C,2,34013
11429,[13*]C1CC(=O)C(O)CN1C(=S)S,2,34015
11430,[14*]c1ncc(Cl)cc1N,2,34018
11431,[14*]c1cc(N)nc(N)n1,2,34024
11432,[16*]c1ccc2c(c1)N(c1cc(C)cc(C)c1)C(=O)C2/C(C)=N\NC=O,2,34028
11433,[15*]C1CCN=C1N(C)C,2,34030
11434,[3*]ON1C(C)(C)CC2(CC1(C)C)OCCCO2,2,34039
11435,[16*]c1ccc2c(c1)N(CC=O)C(=O)[C@H]1CCCN21,2,34044
11436,[15*][C@@H]1CNc2ncnn2[C@H]1c1ccccc1,2,34048
