FID,SMILES
4547,[13*][C@@H]1OCC[C@@H](O)[C@H]1O
4548,[13*][C@@H]1NC(=O)c2c(sc3c2CCC3)N1
4549,[5*]N1CC[C@H]2N=CN=C2C1
4550,[16*]c1cc(N)ccc1Br
4551,[13*][C@H]1C=C(C)CCN1
4552,[13*][C@@]1(O)CC(C)=NN1C(=O)CC
4553,[15*]C12CN3CCN(CC(C3)/C1=N\N=C1C3CN4CCN(C3)CC1C4)C2
4554,[1*]C(=O)[C@@H](C)S(=O)(=O)c1ncc[n-]1
4555,[16*]c1ccccc1[C@@H]1CC(=O)Nc2ccsc21
4556,[7*]=Cc1ccc(S(C)(=O)=O)cc1
4557,[15*][C@@]1(C)CC=CCC1
4558,[7*]=Cc1ccc(Cl)o1
4559,[10*]N1C(=O)OC2(CCCCC2)[C@@]1(C)O
4560,[15*][C@@H]1CC(=O)c2c(C)c[nH]c2C1
4561,[5*]N1CCO[C@]2(C[NH2+]CCOC2)C1
4562,[12*]S(=O)(=O)c1sc(N)nc1C
4563,[16*]c1cc[n+](/C(C=O)=C(\N)S)cc1
4564,[15*][C@@]12CN3C[C@H](C[NH+](C3)C1)C2=O
4565,[14*]c1snc2c([O-])ncnc12
4566,[14*]c1ccnc(C2=CC[NH2+]CC2)n1
4567,[13*][C@H]1NC(=O)[C@@H](C)S1
4568,[15*]C1CNC(Br)=C(C#N)C1(C#N)C#N
4569,[6*]C(=O)N/N=C1\CCCC[C@@H]1C
4570,[8*]CC/N=C1/CC(=O)C1=O
4571,[14*]c1n[nH]cc1/C=N/NS(=O)(=O)c1ccc(C)cc1
4572,[16*]c1ccc(/C=N/NC=O)c(O)c1
4573,[10*]N1Cc2cc(Br)ccc2OCC1=O
4574,[4*][C@](C)(CC)[C@H](C)[NH3+]
4575,[16*]c1ccccc1/C=N/N1CCNCC1
4576,[1*]C(=O)[C@H]1SC(=S)n2c1nc(=O)c1cc(Cl)ccc12
4577,[1*]C(=O)[C@@H](Br)CCCC
4578,[5*]N(C)/C=C\C(=O)[O-]
4579,[15*][C@@H]1C(C#N)=C(N)OC(CC)=C1C=O
4580,[8*]CC[C@H]1CCc2ccccc21
4581,[4*][C@@H](C)C(=O)N/N=C/c1ccccc1O
4582,[12*]S(=O)(=O)c1ccc2c(c1)N(CC=O)C(=O)C[C@@H](C)S2
4583,[16*]c1ccc(/C(C)=N/N=C2\NC(=O)CS2)cc1
4584,[14*]c1c(C#N)c2c(c3nncn13)CNCC2
4585,[6*]C(=O)N/N=C\c1coc2ccc(C)cc2c1=O
4586,[1*]C(=O)C[C@@H]1C(=O)Nc2cc(C)nn21
4587,[15*][C@H]1CCC=C(Cl)C1
4588,[9*]n1ncc2c(N)ncnc21
4589,[4*]CC(=O)N/N=C/c1c(C)n[nH]c1Cl
4590,[13*][C@@H]1[NH2+]CCC2=c3ccccc3=[NH+][C@@H]21
4591,[9*]n1nc2[nH]c(=O)c3ccccc3n2c1=S
4592,[14*]c1cc2c(=O)[nH]nc(C)n2n1
4593,[16*]c1ccc([C@H]2C3=C(CCCC3=O)Nc3[nH]c(=O)[nH]c(=O)c32)cc1
4594,[8*]C[C@H](N)C=O
4595,[12*]S(=O)(=O)c1cc2ccccc2o1
4596,[5*][NH+]1CCCc2ccccc2C1
4597,[16*]c1cc2nc(C)[nH]c2nc1C
4598,[13*][C@@H]1C=C(CC(C)C)N=N1
4599,[7*]=C1NC(=O)N=C1[O-]
4600,[14*]c1cc([O-])[nH]c(=O)n1
4601,[8*]CC(C)CC=O
4602,[13*][C@@H]1NN[C@@H]([C@@H]2C=C(c3ccccc3)N=N2)N1N
4603,[5*]N1CCc2cnc(C)nc2CC1
4604,[5*][NH+]1CCc2c(C#N)csc2C1
4605,[13*][C@H]1C[C@@H](O)ON1
4606,[14*]c1nc(N)c2c3c(sc2n1)C[C@H](C)CC3
4607,[7*]=C1CS(=O)(=O)c2ccccc2C1=O
4608,[4*]CC[C@H](C)C(=O)NNC=O
4609,[5*]NC1=[NH+]CCNC1
4610,[7*]=C1C(=N)N2N=C(c3ccccc3F)SC2=NC1=O
4611,[4*]CC1=CN=[NH+]C1
4612,[5*]NC(=N)/N=C(\[O-])CC
4613,[16*]c1cc(S(=O)(=O)[C@@H]2CCS(=O)(=O)C2)ccc1F
4614,[13*][C@H]1N=NC(=O)[C@H]2CCNN12
4615,[4*]C[C@H](CC)C(=O)[O-]
4616,[9*]n1c(O)c(/C=N/CCC)c(=O)[nH]c1=S
4617,[16*]c1coc2c(C)c3oc(=O)cc(C)c3cc12
4618,[16*]c1cccn2c(=O)c3c(C)c(C)sc3nc12
4619,[5*]N1CCCOc2ccc(C)cc21
4620,[14*]c1cc([O-])c(/C(C)=N\O)c(=O)[nH]1
4621,[16*]c1cnc(C)c2o/c(=[NH+]\c3ccccc3)ccc12
4622,[7*]=Cc1ccc2c(c1)n(C)c(=O)n2C
4623,[1*]C(=O)C(C=O)C(C)(C)C
4624,[15*][C@@H]1C(=O)[C@@]2(C)CC[C@@H]1C2(C)C
4625,[8*]C[C@@H](CC(C)C)C(=O)[O-]
4626,[6*]C(=O)/C(C#N)=C(\[O-])NC
4627,[8*]CCC(=O)/N=C1\N[C@@H]2CS(=O)(=O)C[C@@H]2S1
4628,[16*]c1coc2c1c(=O)n(C)c(=O)n2C
4629,[14*]c1ncc2c(=O)nc([O-])[nH]c2n1
4630,[14*]c1[nH+]ccc(C)c1N
4631,[8*][C@H](CO)C(=O)[O-]
4632,[14*]c1ccc(/C=N/NC(C)=O)o1
4633,[14*]c1nnc(S(=O)(=O)C[C@@H](C)CC)s1
4634,[16*]c1ccc(C)c(O)c1C
4635,[8*]CCC[C@H](C)[NH3+]
4636,[6*]C(=O)NN=C1CCCC1
4637,[5*]N1C[C@H]2C[NH2+]C[C@@H]2[C@H]1C
4638,[3*]O/N=C(/N)c1ccc(Cl)cc1
4639,[5*]N/C(NC)=[NH+]\C
4640,[9*]n1c(C)cc2c1CCC[C@H]2[NH3+]
4641,[1*]C(=O)NNc1ccc(C)cn1
4642,[5*]N/C(=[NH+]/C)N1C[C@@H](C)C[C@@H](C)C1
4643,[15*][C@H]1CCC[C@H](O)CC1
4644,[7*]=C/C=N/N1CN=NC1=S
4645,[8*]C/C(C)=N/NC(C)=O
4646,[1*]C(=O)CN1C(=O)COc2ccc([N+](=O)[O-])cc21
4647,[13*][C@@H]1NC[C@@H]1C
4648,[8*]C[C@@H](C)C[C@H](C)Br
4649,[16*]c1ccc2c(c1)N(C)C(=O)c1ccccc1S2
4650,[14*]c1c[nH]c2nc3c(c(=O)n(C)c(=O)n3C)n12
4651,[16*]c1ccc2ccccc2c1/C=N\NC(C)=O
4652,[13*]C1O[C@@]12CCc1ccccc1C2
4653,[9*]n1cnc2c(sc3cccc(F)c32)c1=O
4654,[13*][C@@]1(C)Nc2ccccc2C(=O)N1C
4655,[8*][C@H](C)C(N)=S
4656,[5*]N1CCC[C@]2(CCOC2)C1
4657,[10*]N1C(=O)CN[C@@H]2CS(=O)(=O)C[C@@H]21
4658,[5*]N1CCC2(CC1)C(=O)NCCC[NH+]2C
4659,[13*][C@@H]1CSc2ccc(C)n2N1
4660,[5*]N1CCC[C@@]2(CC=CCC2)C1
4661,[5*]N1C(C=O)=C(N(C)C)c2ccccc2S1(=O)=O
4662,[7*]=C1Oc2c(cc3c(c2C)OC[NH2+]C3)C1=O
4663,[8*][C@](C)(CC)C[NH3+]
4664,[15*][C@@H]1C[NH2+]CC[C@@]12CCC[NH+](C)CC2
4665,[4*]CC[n+]1ccc2ccccc2c1
4666,[14*]c1nnc2c3c4c(sc3nc(C)n12)CCCC4
4667,[10*]N1C(=O)[C@H]2[C@H](C1=O)C1c3ccccc3C2(C)c2ccccc21
4668,[15*][C@H]1CCc2c(sc3ncn4ncnc4c23)C1
4669,[4*]CC(=O)N/N=C1\C(=O)N(CCCC#N)c2ccccc21
4670,[3*]On1nnc2ccc([SH](=O)=O)cc21
4671,[15*][C@@H]1CNC(=O)N(C)[C@H]1O
4672,[7*]=Cc1ccc(S(N)(=O)=O)cc1
4673,[13*][C@@H]1CC(c2ccccc2Cl)=NO1
4674,[3*]OP(O)(=S)OC(=C)[C@H]1OC1(C)C
4675,[13*][C@@H]1OCC[C@@H]1[NH3+]
4676,[16*]c1ccc([C@H]2C3=C(CCCC3=O)Nc3onc(C)c32)cc1
4677,[3*]OS(=O)(=O)c1ccc(Cl)c(Cl)c1
4678,[5*]N1C(=[NH2+])C[NH+]=C1C1CC1
4679,[14*]c1c[n+](-c2ccccc2)c2n1CCCCC2
4680,[16*]c1ccccc1/C=c1\sc2nc(=O)cnn2c1=O
4681,[8*]CN1CCO[C@@H](C)C1
4682,[8*]CS(=O)(=O)C(C)(C)C
4683,[4*]C[C@H](O)CN1C(=O)c2cccc3cccc1c23
4684,[14*]c1c2c(c(C#N)c3nc4ccccc4n13)CCCC2
4685,[16*]c1csc2ncn(N)c(=O)c12
4686,[5*]N1C[C@@H]2OCCN(C)[C@@H]2C1
4687,[13*][C@H]1OC[C@@H]2[C@H](C)[C@H]1C(C)=C[C@H]2C
4688,[16*]c1cccc(/C=c2/sc3nc(C)nn3c2=O)c1
4689,[13*][C@@H]1CCSS1
4690,[5*]NC1=[NH+]C[C@@H](C)CS1
4691,[13*][C@H]1CN2C=CSC2=N1
4692,[1*]C(=O)C[S@@](=O)c1ncn[n-]1
4693,[14*]c1ncnc(NN)n1
4694,[16*]c1cn2c3c(cccc3c1=O)CC2
4695,[5*]N1CCC(/C=C(/N)[O-])CC1
4696,[4*]CC(=O)N1C[C@H]2CCCCC2=N1
4697,[5*]N(C)S(=O)(=O)N1CCCCCC1
4698,[15*][C@@H]1C(c2ccccc2)=NO[C@@]12C(=O)Nc1ccccc12
4699,[5*]N1C[C@H]2CCc3c(nc[nH]c3=O)[C@H]2C1
4700,[13*][C@H]1N=C2c3ccccc3N=C(S)N2C1=O
4701,[13*][C@@]1(C)CCCN1C
4702,[13*][C@]1(C)Sc2ccccc2N(C)C1=O
4703,[13*][C@H]1[NH+]=c2cc[nH+]cc2=[NH+]1
4704,[15*][C@@H]1C2=C(CC(C)(C)CC2=O)NC2=NC(=O)NC(=O)[C@@H]21
4705,[4*]CC(=O)C[C@@H](C)CC
4706,[4*]CC(=O)N/N=C/c1c(C)n[nH]c1C
4707,[13*][C@H]1NC(=O)C([O-])=C1C(=O)C1=C(C)N=N[C@H]1C
4708,[10*]N1CC(=O)N2CCc3c([nH]c4ccccc34)[C@@]2(C)C1=O
4709,[6*]C(=O)NNS(=O)(=O)c1cccc([N+](=O)[O-])c1
4710,[15*][C@@H]1CCNCC1=O
4711,[13*][C@@H]1N=C(N2CCc3ccccc32)N=C2NC(=C)C=C([O-])N21
4712,[14*]c1nc(C)[nH+]cc1C
4713,[15*][C@H]1CC(=O)NC2=NC(C)=NC(=O)[C@H]21
4714,[16*]c1c(O)cc(C)n(C)c1=O
4715,[10*]N1C(=O)[C@@H]2CN[C@@]3(C(=O)Nc4ccc(C)cc43)[C@@H]2C1=O
4716,[5*]N1c2ccccc2[C@](C)(c2ccccc2)CC1(C)C
4717,[7*]=C1S/C(=N\CC)NC1=O
4718,[4*]CC[C@H](C)[NH3+]
4719,[5*]N1CCCC[C@@H]1[C@@H]1CCC[NH2+]1
4720,[9*]n1c([O-])c2[nH]ccc2nc1=S
4721,[4*]CCC[C@H](C)C#N
4722,[16*]c1ccc2c(=O)c3c(oc2c1)C(=O)N[C@@H]3c1ccccc1F
4723,[4*][C@@H](C)C(=O)N/N=C1\C(=O)Nc2ccccc21
4724,[5*]N1CC[NH+](C)[C@]2(CCC(=O)N(C)CC2)C1
4725,[15*][C@@H]1C(C#N)=C(N)N(N(C)C)C2=C1C(=O)CCC2
4726,[16*]c1cc(F)cc(C)c1[N+](=O)[O-]
4727,[4*]C[C@@H](CCC)C(=O)[O-]
4728,[10*]N1C(=O)[C@@H]2CN[C@@]3(C(=O)Nc4c3ccc(C)c4C)[C@@H]2C1=O
4729,[5*][NH2+][C@H]1CCCOc2ccc(F)cc21
4730,[15*][C@H]1CC(=O)C=C(C)C1
4731,[5*][NH2+][C@H]1CC(C)(C)Cc2ncsc21
4732,[7*]=Cc1ccnc[n+]1[O-]
4733,[16*]c1c([N+](=O)[O-])cc([N+](=O)[O-])c2nonc12
4734,[8*]CCC(=O)CC
4735,[13*][C@@H]1N=C(O)c2c(sc3c2CC[NH+](C)C3)N1
4736,[1*]C(=O)C(C#N)(CC)CC
4737,[9*]n1c([O-])c([C@@H]2c3cc4c(cc3CC[NH+]2C)OCO4)c(=O)[nH]c1=O
4738,[9*]n1c(C)nc2sccc2c1=O
4739,[14*]c1nn2c(c1Br)NCC[C@@H]2C(F)(F)F
4740,[5*][NH+]1CCc2n[nH]c(=O)cc2C1
4741,[16*]c1cccc(Cl)c1C(N)=S
4742,[14*]c1[nH+]n(C)c2c1NC(=O)CN2
4743,[13*][C@H]1NC(=O)NC2=C1C(=O)OC2
4744,[15*][C@H]1CS(=O)(=O)C[C@H]1Cl
4745,[12*]S(=O)(=O)c1cc2c(cc1Cl)NC(=O)C2
4746,[14*]c1ncc2[nH]nc(C)c2n1
4747,[8*][C@H](C)[C@@H](C)C(=O)[O-]
4748,[4*]CC(CC)(CC)CC
4749,[14*]c1ncc(Cl)cc1[N+](=O)[O-]
4750,[8*]CC(=O)NNCC
4751,[4*][C@H](C)CS(=O)(=O)c1ccc2ccccc2c1
4752,[14*]c1nccc(=O)n1C
4753,[16*]c1cccc([C@H]2[C@@H]3C(=O)CCCC3=Nc3nc(C)nn32)c1
4754,[13*][C@H]1[C@@H]2C(=O)NC(=O)[C@@H]2[C@H]2C=Cc3ccccc3N12
4755,[11*]SN1CCNCC1
4756,[14*]c1c2c(nc3ncnn13)CCCC2
4757,[9*]n1cccc([SH](=O)=O)c1=O
4758,[8*][C@H](CCl)[C@H]1CS(=O)(=O)c2ccccc21
4759,[14*]c1nnc([S@@](=O)CC)s1
4760,[1*]C(=O)C[C@](C)(O)C(F)(F)F
4761,[16*]c1cccc2c(Cl)ccnc12
4762,[14*]c1nc2cc(Cl)cc(Cl)c2o1
4763,[13*][C@@H]1CC(=O)CC[NH2+]1
4764,[5*][NH+]1CC[NH2+]C1
4765,[5*]N1CCC(C=O)CC1
4766,[13*][C@@H]1Cn2ccc3cccc(c32)O1
4767,[16*]c1c(C)nc2ccc(Cl)cn2c1=O
4768,[5*]N1CC=C(C2=c3ccccc3=[NH+]C2)CC1
4769,[4*]C[C@H](CC)[C@@H](C)CC
4770,[7*]=Cc1c2ccccc2cc2ccccc12
4771,[5*]N1CCN(C)[C@@H]2CS(=O)(=O)C[C@@H]21
4772,[3*]OS(=O)(=O)c1cccc(C#N)c1
4773,[7*]=C[C@]12NC(=O)CN1c1ccccc1C2(C)C
4774,[13*][C@@H]1N=NC=C1C
4775,[3*]O/N=C(\C)c1ccccc1
4776,[8*]CCC(=O)/N=C1\N=NCS1
4777,[16*]c1cc(C)c(Cl)cc1O
4778,[9*]n1ccc2scc(Br)c21
4779,[5*]N1C[C@@H](C)[NH2+]Cc2ccccc21
4780,[8*]CCC(=O)C=O
4781,[16*]c1ccc([C@@H]2C3=C(CC(C)(C)CC3=O)Nc3ncnn32)cc1
4782,[16*]c1ccccc1[C@@H]1NCCc2c1[nH]c1ccccc21
4783,[5*]N[C@H]1C[C@@H](C)Nc2ccc(Br)cc21
4784,[5*][NH2+][C@H]1CCCOc2c(C)cc(Cl)cc21
4785,[8*]C[NH+]1CCCCCCC1
4786,[14*]c1sc2[nH+]cc3c(c2c1N)CCCC3
4787,[14*]c1oc2c(C)c(C)ccc2c1C
4788,[1*]C(=O)CN1C(=O)[C@@H](C)Oc2ccc(C)cc21
4789,[16*]c1c(C)[nH+]c2ccccc2c1C
4790,[6*]C(=O)Nn1c([S-])nc2ccccc2c1=O
4791,[14*]c1nc2ncn(C)c(=O)c2s1
4792,[14*]c1nnc2n1N=C(C(C)(C)C)CS2
4793,[5*]N1CCc2nc3ccnn3c(O)c2C1
4794,[12*]S(=O)(=O)c1cc2c(s1)SCC(=O)N2CC=O
4795,[14*]c1sccc1C#CCO
4796,[13*][C@H]1CC(c2ccccc2C)=NO1
4797,[6*]C(=O)/N=c1\sc2cccc(F)c2n1C
4798,[16*]c1cnc2nccnc2c1
4799,[1*]C(=O)C1=NC=C(C(C)=O)C1
4800,[13*][C@]1(C)CN[C@@H](C)C[NH2+]1
4801,[13*][C@@H]1[C@@H]2C(=O)NC(=O)[C@H]2ON1c1cccc([N+](=O)[O-])c1
4802,[12*]S(=O)(=O)c1ccc([O-])c([N+](=O)[O-])c1
4803,[15*][C@H]1CNC[C@H]1O
4804,[4*]CC/N=C/C1=C([O-])CC(C)(C)CC1=O
4805,[6*]C(=O)N/N=C/c1sccc1C
4806,[16*]c1ccccc1[C@@H]1C(C=O)=C(C)Nc2nc3ccccc3n21
4807,[16*]c1cc([C@@H]2NC(N)=Nc3nc4ccccc4n32)ccc1O
4808,[8*]C[C@@H](C)[C@@H](C)O
4809,[1*]C(=O)[C@@H](C)N(C)O
4810,[14*]c1n[nH]c(N/N=C/c2ccccc2O)n1
4811,[16*]c1coc2cc(C)c(Cl)c(C)c12
4812,[8*][C@@H](C)[C@@H](C)Br
4813,[16*]c1c(C)[nH]c2ccc(Cl)cc12
4814,[16*]c1cc2c(cc1Cl)N1CCCCCC1=NS2(=O)=O
4815,[14*]c1nc(=O)[nH]c2ccc(Cl)cc12
4816,[8*][C@@](C)([NH3+])C(C)C
4817,[16*]c1cccc([C@H]2C3=C(CCCC3=O)Nc3ncnn32)c1
4818,[15*][C@@H]1C(C#N)=C(C)NC2=C1C(=O)CCC2
4819,[9*]n1cnc(I)n1
4820,[8*]CS(=O)(=O)/N=C(\[O-])c1cncs1
4821,[15*][C@H]1C(C#N)=C(N)OC2=C1S(=O)(=O)Nc1ccccc12
4822,[6*]C(=O)N1N=CC[C@@H]1O
4823,[8*][C@@H](O)[C@@H](C[NH3+])CCC
4824,[15*][C@H]1C[NH2+]CCC12CC[NH+](C)CC2
4825,[1*]C(=O)[C@@H]1c2ccccc2C(=O)NC12CCCCC2
4826,[16*]c1ccc([C@H]2CCNc3nc(N)nn32)cc1
4827,[13*]C1NC(=O)N2C(=C1C=O)Sc1ccccc12
4828,[15*][C@H]1CC[C@@H]2CCC[C@H]12
4829,[14*]c1nnc2n1N[C@@H]([C@H]1C=CN=N1)S2
4830,[1*]C(=O)[C@@H](C)S(=O)(=O)[C@@H](C)[C@@H](C)O
4831,[14*]c1nnc2ccnn2c1N
4832,[5*][NH2+][C@H]1CC(C)(C)Cc2[nH]ncc21
4833,[16*]c1cnc(N)c(C)c1
4834,[9*]n1cnc2cc3ccccc3cc2c1=O
4835,[8*]CS(=O)(=O)c1ccccc1C#N
4836,[15*][C@@H]1CCc2ccccc2[C@@H]1NC
4837,[16*]c1ccc2c(c1)C(=O)CC2
4838,[16*]c1cc([C@@H]2CC(O)=Nc3cc[nH]c32)ccc1O
4839,[7*]=C[C@@H]1C=CC=N1
4840,[5*]N1CC[C@@]2(COCCC(=O)N2)C1
4841,[11*]SC=C1C(=O)OC(C)(C)OC1=O
4842,[16*]c1ccc(Cl)c(S(=O)(=O)N(C)OC)c1
4843,[14*]c1c([O-])on[n+]1-c1ccc(C)cc1
4844,[15*][C@@]1(C)CCC[C@@]2(C)[C@@H]3CC(=O)O[C@@H]3CC[C@@H]12
4845,[10*]N1C(=O)c2oc3ccccc3c(=O)c2[C@@H]1c1cccc(Cl)c1
4846,[14*]c1csc(S(C)(=O)=O)n1
4847,[16*]c1ccnc([S-])c1C#N
4848,[16*]c1cccc2c1Oc1ncnc([O-])c1C2
4849,[16*]c1cccc([O-])c1
4850,[9*]n1nc2c3ccnn3ccn2c1=O
4851,[14*]c1nc([O-])nc2ccccc12
4852,[16*]c1ccc([SH](=O)=O)c2c1CCCC2
4853,[14*]c1nc2n(n1)[C@H](c1ccc(O)cc1)C(C=O)=C(C)N2
4854,[1*]C(=O)C1=C(N)OC2=C(C1)C(=O)CCC2
4855,[5*]N1/C(=N/C(=O)CC(C)C)S[C@H]2CS(=O)(=O)C[C@@H]21
4856,[13*][C@]1(O)CC=NN1C(=O)CC
4857,[13*][C@H]1S/C(=N\N=C\c2ccco2)NC1=O
4858,[14*]c1cn2c([nH+]1)CNCC2
4859,[16*]c1ccc2n[nH]c(=O)n2c1
4860,[13*][C@H]1S[C@H]2CCCC[C@H]2[C@@H]1C#N
4861,[5*][NH2+][C@H]1CCCc2[nH]ccc21
4862,[7*]=Cc1ccc2c(c1)C[C@H](C)O2
4863,[13*][C@H]1CN(C)C[C@H](C)O1
4864,[14*]c1c(C)nc2ccc(C)cn12
4865,[6*]C(=O)/N=C(\N)O
4866,[13*][C@@H]1NC(=S)NC(CCC)=C1C=O
4867,[5*]NS(=O)(=O)N1CCc2ncncc2C1
4868,[5*][NH+]1CC[C@H]2NCCC[C@@H]2C1
4869,[14*]c1nnc2c(C)cc3ccccc3n12
4870,[15*][C@@H]1CN2c3ccccc3C=C[C@@H]2C1(C#N)C#N
4871,[5*]N1/C(=N\C(=O)C(C)(C)C)S[C@@H]2CS(=O)(=O)C[C@H]21
4872,[13*][C@H]1[NH+]=c2ccc([N+](=O)[O-])cc2=[NH+]1
4873,[14*]c1cc2c3ccccc3n3c(=O)c4ccccc4c(n1)c23
4874,[4*][C@H](CC)C(=O)Cl
4875,[8*]CC[C@@H](O)CC
4876,[15*][C@H]1CC[C@H]2OCCN[C@H]2C1
4877,[10*]N1C(=O)CC(=O)N=C1S
4878,[16*]c1c[nH][nH]c1=O
4879,[13*][C@@H]1SCN[C@@H]1C
4880,[14*]c1cc2c(s1)CS(=O)(=O)C2
4881,[9*]n1cnc(Cl)c1Cl
4882,[5*][NH+]1CC[C@]2(O)CCCC[C@H]2C1
4883,[14*]c1ncnc(N/N=C/c2cc([N+](=O)[O-])ccc2F)n1
4884,[4*][C@@H](C)C(=O)N/N=C/c1ccc(O)cc1
4885,[15*][C@H]1CCCN(C2=NC(=O)CS2)C1
4886,[10*]N1C(=O)[C@H]2CN(c3ccc(Cl)cc3)O[C@@H]2C1=O
4887,[12*]S(=O)(=O)c1c[nH]cc1[SH](=O)=O
4888,[13*][C@@H]1OC[C@@H]2OCCC[C@H]2O1
4889,[5*]N1CCc2c(N)cccc21
4890,[14*]c1nc2c(Cl)ccc(Cl)c2s1
4891,[14*]c1n[nH]c2nc3c(c(=O)n12)[C@@](C)(CC)Cc1ccccc1-3
4892,[1*]C(=O)C[n+]1ccsc1N
4893,[7*]=C(C#N)S(=O)(=O)c1ccc(Br)cc1
4894,[16*]c1ccc([C@H]2NCCc3c2[nH]c2ccccc32)c(F)c1
4895,[3*]OP(O)(=S)OP1OCC[C@H](C)O1
4896,[13*][C@@H]1N=C(N)N=C2N=C(C)C=C([O-])N21
4897,[4*]CC(=O)N/N=C(\C)c1cccs1
4898,[15*]C1C[C@H](C)[NH+](C)C[C@H]1C
4899,[13*][C@@H]1NC(=O)C(C#N)=C(S)N1
4900,[14*]c1sc(=S)n2c1nc([O-])c1ccccc12
4901,[15*][C@@H]1C[NH2+]CC2(CCNCC2)C1
4902,[8*][C@@H](Cl)C(F)(F)C(F)F
4903,[14*]c1n[nH]c(N/N=C/c2ccc(O)cc2O)n1
4904,[5*]N[C@@H]1CCOc2c(Br)cc(C)cc21
4905,[5*][NH+]1CCC(C=O)CC1
4906,[1*]C(=O)C1=CNc2ccc(F)cc2S1(=O)=O
4907,[1*]C(=O)CCC1=C(C)CC(C)=N1
4908,[4*]C[C@H]([NH3+])[C@@H]1CCc2cccnc21
4909,[5*]NC1=C(N)C(=O)c2ccccc2C1=O
4910,[16*]c1ccc(NNC=O)cc1
4911,[15*][C@@H]1CC[C@@H]2C(=O)NC(=O)[C@H]21
4912,[9*]n1cc2cn[nH]c(=O)c2n1
4913,[10*]N1C(=O)c2oc3ccc(C)cc3c(=O)c2[C@@]12C(=O)N(C)c1ccccc12
4914,[15*][C@H]1C(=O)n2ncnc2N=C1C
4915,[8*][C@@H](C)[C@@](C)(O)C=O
4916,[13*][C@@H]1N=N/C(=N/C=O)S1
4917,[5*]N1C[C@H]2CC[C@H]2C1
4918,[14*]c1ccnn1[C@H]1CCCc2ccccc21
4919,[1*]C(=O)C1=NCC(Br)=C1
4920,[3*]O/N=C(\N)c1ccc([N+](=O)[O-])cc1
4921,[14*]c1nc2s/c(=C\c3cn[nH]c3)c(=O)n2n1
4922,[13*][C@@H]1Nc2c([N+](=O)[O-])cc(C)c(C)c2[C@H]2C=CC[C@@H]12
4923,[9*]n1c(C)nc2cc([SH](=O)=O)ccc21
4924,[5*]N1Cc2cn(C)nc2[C@@H](C=O)C1
4925,[16*]c1ccccc1[C@@H]1C(C#N)=C(N)Oc2ccccc21
4926,[15*]C1CS[C@H](C)C1
4927,[5*]N1c2cc(C)ccc2C(C)=CC1(C)C
4928,[15*][C@@H]1CC=C(Cl)CC1
4929,[13*][C@H]1CCCCN1NC=C1C(=O)NC(=O)NC1=O
4930,[11*]SC1=C(C#N)CC2=C(CCCC2=O)N1
4931,[15*][C@H]1C(=O)C2=C(C[C@@H]1C)Nc1ccccc1NC2
4932,[12*]S(=O)(=O)c1ccc2cccc3c2c1CC3
4933,[15*]C1CCCC(C)(C)[C@@H]1O
4934,[14*]c1nnc2c(C)cc3ccc(C)c(C)c3n12
4935,[16*]c1c(F)ccc([SH](=O)=O)c1F
4936,[5*]N1COc2ncnnc2-c2cc(F)ccc21
4937,[5*]NC(N)=NC(C)=O
4938,[4*][C@H](CCl)C(C)C
4939,[9*]n1cnnc1[S@@](=O)[C@H](C)C=O
4940,[8*][C@@H](O)CCCCCC
4941,[9*]n1nc(CC#N)c(C#N)c1N
4942,[14*]c1ncc([SH](=O)=O)cc1Cl
4943,[1*]C(=O)[C@H](C)C(F)(F)F
4944,[3*]OS(=O)(=O)c1ccc2c(c1)C[C@H](C)N2
4945,[5*]NC(=[NH2+])C(C)C
4946,[15*][C@]1(O)CCO[C@H](C)C1
4947,[16*]c1cc(Br)c(F)cc1Cl
4948,[7*]=C1S/C(=N\c2ccncc2Cl)NC1=O
4949,[9*]n1c(=O)c(/N=C/c2ccco2)c(C)n1C
4950,[16*]c1ccc2c(c1)[nH]c1cncnc12
4951,[5*]NC1=NS(=O)(=O)c2cc([N+](=O)[O-])ccc21
4952,[16*]c1cc(F)cc([N+](=O)[O-])c1
4953,[1*]C(=O)C(F)(F)Br
4954,[13*][C@@H]1C(C(N)=O)=C(C)N=C2N=CNN21
4955,[5*]N1CC(=O)N(C)c2ccccc2S1(=O)=O
4956,[9*]n1c(=O)oc(=O)c2cccc(Cl)c21
4957,[14*]c1cc(=O)ocn1
4958,[15*][C@@H]1CCN[C@H](C)C1
4959,[15*][C@@]1(O)CCCS[C@H]1C
4960,[7*]=C[C@H](O)C(F)(F)F
4961,[8*]CS(=O)(=O)c1ccc(Br)cc1
4962,[8*][C@@H]([NH3+])CCCC
4963,[7*]=C1SC(=O)N=C1[NH-]
4964,[8*]CN1C[C@H](C)O[C@H](C)C1
4965,[8*]C[C@@H](CC(F)(F)F)C(=O)[O-]
4966,[4*][C@H](C)CC1=c2ccccc2=[NH+]C1
4967,[14*]c1ncnc(N/N=C/c2ccc(O)cc2O)n1
4968,[7*]=C(C[NH3+])C(C)C
4969,[16*]c1cc[n+](O)cc1
4970,[4*]CC(=O)N/N=C/c1ccc(Cl)cc1Cl
4971,[16*]c1ccc(/C=N/NC(C)=O)cc1I
4972,[5*]N1CCC[C@]2(C1)CN(C)C(=O)O2
4973,[16*]c1c(C)oc(C)c1S(N)(=O)=O
4974,[16*]c1cc2cc(Cl)ccc2oc1=[NH2+]
