FID,SMILES
7352,[6*]C(=O)C1=CN=C(C=O)C1
7353,[1*]C(=O)[C@@H](C=O)CC=O
7354,[8*]CC(=O)[n+]1ccccc1
7355,[15*][C@H]1COc2ccc3ccccc3c2[C@H]1[NH3+]
7356,[10*]N1C(=O)/C(=C\N)SC1=S
7357,[16*]c1ccc2c(C=O)cn(C)c2c1
7358,[10*]N1N=C(C(=O)N=c2[nH]c3ccccc3[nH]2)N[C@@H](C)C1=O
7359,[16*]c1ccc([C@H]2CC(=O)Nc3ccccc32)cc1
7360,[1*]C(=O)C[C@@H]([NH3+])C(=O)[O-]
7361,[15*][C@H]1CCC(=O)C=C1c1ccccc1
7362,[11*]SSN1CCOCC1
7363,[10*]N1C(=O)NC(=O)/C(=C/N(C)C)C1=O
7364,[13*][C@H]1N=C2C=NN(C(C)C)[C@@H]2N1
7365,[5*]N(C)S(=O)(=O)N1C[C@@H](C)OCC1(C)C
7366,[10*]N1C(=O)C([O-])=C([N+](=O)[O-])/C1=N\c1ccccc1
7367,[10*]N1N=C(C)/C(=C/NNc2cccc(Cl)c2)C1=O
7368,[14*]c1nc(N)ccc1Cl
7369,[4*]C(C)(C)CCCC(C)C
7370,[14*]c1nc(C)ccc1C(N)=[NH2+]
7371,[13*][C@H]1NCN=[NH+]1
7372,[15*][C@@H]1C(C#N)=C(N)OC2=c3ccccc3=[NH+]C(=O)[C@@H]21
7373,[7*]=C/C=C/[NH+](C)C
7374,[16*]c1cc(O)cc2sc(=O)oc12
7375,[14*]c1nc2n(n1)[C@H](c1ccc(O)cc1)CC(C)=N2
7376,[7*]=C(C=O)n1cncn1
7377,[5*]N1C(N)=[NH+]C[C@@]12CCCOCC2
7378,[13*][C@@H]1O[C@H](C)CN(C=O)O1
7379,[13*][C@H]1CC(=O)N(C)/C(=N\c2ccc(C)c(Cl)c2)S1
7380,[15*][C@H]1C[C@@H]1/C([O-])=N/S(=O)(=O)CCCF
7381,[4*]C[C@H]([NH3+])C(C)C
7382,[15*][C@H]1C=NN=C1C1CCNCC1
7383,[12*]S(=O)(=O)c1ccc2c(c1)[C@@H](N)CC2
7384,[14*]c1c(/C=N/O)cnn1C
7385,[15*][C@@]1(O)CC[NH+](C)[C@H]2CCCC[C@@H]21
7386,[13*][C@@]1(C)C[C@](O)(C2(C#N)CCOCC2)CCO1
7387,[16*]c1ccc2[nH]c3c(c2c1)CCC3
7388,[7*]=C1C(=O)N(C)C(=O)C(C#N)=C1C
7389,[16*]c1cc(F)cc(Cl)c1O
7390,[4*]C[C@H]([NH3+])[C@@H](C)O
7391,[5*]N1CNN=C1c1ccccc1
7392,[5*]N[C@@H]1CCc2cc(C)ccc21
7393,[14*]c1nc2n[nH]c(C)c2c(N)[n+]1-c1cc(Cl)ccc1C
7394,[16*]c1ccc(Br)c([C@H]2NC(N)=[NH+]c3nc4cc5c(cc4n32)OCCCO5)c1
7395,[1*]C(=O)CCS(=O)(=O)c1cc(Br)cc2c1NCC2
7396,[7*]=C1SC(=S)N(NS(=O)(=O)c2ccccc2)C1=O
7397,[13*][C@H]1[NH2+][C@]2(C(=O)Nc3ccc(Cl)cc32)[C@@H]2C(=O)NC(=O)[C@H]12
7398,[15*][C@H]1CNCC(F)(F)C1
7399,[14*]c1c2c(O)[nH]nc2cc([O-])[n+]1CCC
7400,[8*][C@H](CBr)CCCS(=O)(=O)CC
7401,[13*][C@@H]1CC(c2ccccc2F)=NN1C(C)=O
7402,[13*][C@@H]1CC(Cl)=NO1
7403,[8*][C@@H](C)S(=O)(=O)c1ccc2ccccc2n1
7404,[15*][C@]1(O)C=CC=CC1
7405,[4*]CC[C@@H]([NH3+])CO
7406,[10*]N1N=C([NH-])/C(=N/Nc2cccc(C)c2)C1=O
7407,[16*]c1ccc(/C=N/NC(N)=S)cc1Cl
7408,[14*]c1sc2c(c1C)c(=O)nc1n2Cc2ccccc2-1
7409,[16*]c1ccccc1[C@H]1CC(=O)Nc2cc3c(cc21)OCO3
7410,[15*][C@@H]1CC[C@H](O)[C@H]([C@@H]2CCC[C@@H]2O)C1
7411,[14*]c1ccc(/C=N/c2c(F)c(F)c(F)c(F)c2F)[nH]1
7412,[5*]N1[C@@H]2C=CC(=O)[C@H]1[C@@H]1C(=O)N(C)C(=O)[C@@H]12
7413,[13*][C@H]1NCOC1=O
7414,[10*]N1C(=O)NC(=N)C12CCOCC2
7415,[16*]c1ccc2nc(O)ccc2c1
7416,[14*]c1nc(S(=O)(=O)c2ccc(F)cc2)c(S(=O)(=O)[C@H](C)CC)o1
7417,[9*]n1c2c(ccc1=O)C[NH2+]CC2
7418,[16*]c1ccc(/C=N/NC(N)=O)c(Br)c1
7419,[5*]N[C@H]1CC2(CCOCC2)Oc2ccc(C)cc21
7420,[4*][C@H]1C[C@@H](C)[NH+](C)C[C@@H]1C
7421,[8*][C@@H](C)[S@](=O)c1nncn1C
7422,[16*]c1ccc(S(=O)(=O)CCCC(=O)/N=c2\[nH]c3cc4c(cc3s2)OCO4)cc1
7423,[16*]c1c(C)nc2nc(N)nn2c1[O-]
7424,[5*]NC1=NC(C)(C)CC(C)=[NH+]1
7425,[14*]c1nn2c(C)cc(C)nc2c1Cl
7426,[15*][C@@H]1C[C@H](Nn2cccc2)C1(C)C
7427,[16*]c1cccc(/C=N/c2ccc3[nH]c(=O)[nH]c3c2)c1
7428,[16*]c1ccc2nc(Cl)cc(Cl)c2c1
7429,[14*]c1nc2c(c(=O)[nH]1)[C@@H](c1ccc(F)cc1)[C@@H](C#N)C(=O)N2
7430,[15*][C@@H]1[C@H]2CO[C@@H](C[C@H]1O)O2
7431,[13*][C@H]1S/C(=N/N=C(/C)c2ccccc2)NC1=O
7432,[14*]c1cc(S(=O)(=O)/N=c2/cccc[nH]2)c(C)s1
7433,[6*]C(=O)N/N=C/C1=C(C)NN(c2ccccc2)[C@@H]1C
7434,[16*]c1ccc(/C=C\[N+](=O)[O-])cc1Cl
7435,[12*]S(=O)(=O)c1ccc2c(c1)C(=O)Nc1ccc(C)cc1O2
7436,[9*]n1[nH]c(=O)cc1[O-]
7437,[5*]N1C[C@@H]2C[C@@H](O)CN2C[C@@H]1C
7438,[4*][C@@H](C(=O)NNC(C)=O)[C@@H](C)CC
7439,[7*]=Cc1ccc(S(=O)(=O)/N=c2/[nH]c(C)cs2)cc1
7440,[13*][C@H]1CC(c2ccc(C)cc2C)=NN1C(C)=O
7441,[5*]N/C(S)=N/C1CC(C)(C)[NH2+]C(C)(C)C1
7442,[16*]c1ccc2c(c1)[C@@H](Cl)[C@@H](C)[C@@H]2CC
7443,[9*]n1/c(=N/C=O)sc2c(Cl)ccc(Cl)c21
7444,[10*]N1C(=O)[C@H](/C=N/[C@H]2CCCC[C@H]2[NH3+])C(=O)N=C1S
7445,[16*]c1c[nH]c2cc(C)cc(C)c12
7446,[15*][C@H]1CS[C@H]2CCC[C@H]21
7447,[15*][C@@H]1C[C@H]1C1CC1
7448,[7*]=CCC=C
7449,[16*]c1ccc(/C=N/Nc2nc(=O)[nH]nc2C)cc1
7450,[5*]N[S@](=O)c1c(C)cc(C)cc1C
7451,[8*]CCC(=O)/N=c1/[nH]c2ccc(Br)cc2[nH]1
7452,[13*][C@@H]1CNc2ccc(C)cc2O1
7453,[4*]C[C@@H]([NH3+])[C@H](C)O
7454,[16*]c1ccc2c(c1)[nH]c(=O)n1ncnc21
7455,[5*][NH+]1CC=C(c2nccc(C)[nH+]2)CC1
7456,[3*]OS(=O)(=O)c1ccc(F)c(Cl)c1
7457,[14*]c1nc2n(n1)[C@H](c1ccc(Br)cc1)C(C(C)=O)=C(C)N2
7458,[15*][C@@H]1C[NH2+]CC[C@]12CC[C@@H](C)C[C@H]2C
7459,[8*][C@H](CC)S(=O)(=O)c1ccccc1
7460,[6*]C(=O)Cc1nc2ccccc2s1
7461,[10*]N1C(=O)[C@H]2[C@@H](C1=O)[C@@H](C)N[C@@]21C(=O)Nc2ccc(Cl)cc21
7462,[1*]C(=O)C(CC)(CC)C(N)=S
7463,[9*]n1cnc2c(oc3nc4c(cc32)CCCC4)c1=O
7464,[14*]c1nnc(N/N=C/c2ccccc2O)n1N
7465,[15*][C@@H]1CC(=O)[C@@H]2C(=Nc3nc(C)nn3[C@H]2c2ccccc2)C1
7466,[8*]CC(C)(C)CC(=O)[O-]
7467,[1*]C(=O)C[C@H](C)S(=O)(=O)c1cc2c(cc1C)NC(=O)CO2
7468,[5*][NH2+][C@H]1CCOc2c(F)cc(Br)cc21
7469,[15*][C@@H]1C(C#N)=C(N)OC2=C1C(=O)C[C@H](C)C2
7470,[4*][C@H](C)C(=O)N([C@@H]1CCS(=O)(=O)C1)N(C)C
7471,[16*]c1ccc2c(c1)C(=O)CO2
7472,[13*][C@@H]1OCCN[C@@H]1C
7473,[5*]N1CC[C@H]([S@@](=O)c2cccc(Cl)c2Cl)C1
7474,[5*]N1CCc2cc3cccc(C)c3nc21
7475,[5*]N/C=C/c1ccccc1
7476,[7*]=C1C(=O)N(CN2CC[NH+](C)CC2)c2cc(Cl)ccc21
7477,[8*]CC[C@@H](C)[C@H]([NH3+])C(C)C
7478,[14*]c1nc2c(C)n[nH]c2n(C)c1=O
7479,[1*]C(=O)C/C(C)=N/NC(=O)C(C)C
7480,[14*]c1c[n+](-c2ccc(C)cc2)c2n1CCC2
7481,[10*]N1C(=O)C2(CCCC2)[NH2+]C12CCNCC2
7482,[13*][C@]1(C)NC(=O)[C@H](C)NC1=O
7483,[9*]n1cc(C#N)c2cc(C=O)cnc21
7484,[1*]C(=O)C[C@H](C)S(=O)(=O)c1ccc2c(c1)NC(=O)CS2
7485,[8*]CC[C@@H](CC[NH3+])C(C)C
7486,[7*]=C[C@H]1C=NN=C1c1ccc(C)cc1
7487,[16*]c1cc([N+](=O)[O-])cc(Br)c1O
7488,[16*]c1ccc2c(c1)[C@H](c1ccccc1F)NCC2
7489,[8*][C@@](O)([C@@H](C)C=O)C(F)(F)F
7490,[13*][C@@H]1N=C2C=NN([C@@H](C)C(C)C)[C@@H]2N1
7491,[13*][C@H]1CC[C@H](O)CO1
7492,[16*]c1cc(NN)ccc1C
7493,[13*][C@@H]1S/C(=N/N=C(\C)c2ccccc2)NC1=O
7494,[1*]C(=O)[C@@H](C)[n+]1cccc2ccccc21
7495,[14*]c1[nH]nc2c1[C@]1(CCO[C@@H]1C)C(C#N)=C(N)O2
7496,[14*]c1nc(S(C)(=O)=O)ncc1Br
7497,[15*][C@@]1(O)CC[C@@H]2[C@H]3CC[C@@H]4CCCC[C@]4(C)[C@@H]3CC[C@]21C
7498,[13*][C@@H]1C2=CN(C)C=CC2=NN1C
7499,[14*]c1cc2c(F)c(F)c(F)c(F)c2o1
7500,[9*]n1c(=C(C#N)C#N)s/c(=C\c2ccsc2)c1=O
7501,[15*][C@@H]1CC[C@@](C#N)(C2(O)CCOCC2)C1
7502,[7*]=CC(=O)C(C)(C)C
7503,[14*]c1nc2c(Cl)cc(Cl)cc2s1
7504,[13*][C@H]1Nc2c(F)cccc2[C@H]2C=CC[C@H]21
7505,[16*]c1cccc2c1C(=O)N1CC(C)(C)S[C@H]21
7506,[15*][C@@H]1CCCC[C@H]1C1CCCCC1
7507,[13*][C@@H]1CS[C@H]2CCC(=O)N21
7508,[5*][NH+]1CCc2sccc2[C@@H]1c1ccccc1
7509,[13*][C@]1(O)CC(CC(C)C)=NN1C(=O)CC#N
7510,[13*][C@@H]1C[C@@H](c2ccccc2)c2sc([S-])nc2S1
7511,[16*]c1ccc(S(=O)(=O)c2cnc3ccc(Cl)cc3c2)cc1
7512,[16*]c1ccc(S(=O)(=O)[C@@H]2CCC(C)(C)[C@@H]2[NH3+])cc1
7513,[16*]c1c(Br)cc(Br)cc1/C=N/n1cn[nH]c1=S
7514,[13*][C@@H]1OC(=O)C(C)(C)C(=O)C12CCCCC2
7515,[3*]O/N=C1\C[C@H]2CC[C@@]1(C)C2(C)C
7516,[13*][C@H]1CC(c2cn[nH]c2C)=NO1
7517,[13*][C@@H]1C=C(c2ccc(C)cc2)N=C2NN=NN21
7518,[13*][C@H]1C[C@H](C#N)[C@H]2C=Cc3ccccc3N12
7519,[10*]N1C(=O)C(C)=C(c2ccccc2)S1(=O)=O
7520,[16*]c1ccc2c(c1)[C@@H](O)NC2=O
7521,[7*]=C([O-])c1nccn1C
7522,[9*]n1cc[nH+]c1N
7523,[13*][C@@H]1[NH2+]C[C@H](C)C(=O)[C@@H]1C
7524,[14*]c1n[nH]c2c1[C@@H](c1ccccc1Cl)NC2=O
7525,[15*][C@@H]1C[C@H](C)CC[C@@H]1[NH3+]
7526,[16*]c1cccc2c1C(=O)N1[C@@H](C)c3ccccc3C(C)(C)C[C@@H]21
7527,[8*][C@H](CC)[S@](C)=O
7528,[8*]C[C@](CC)(CCCC)C(=O)[O-]
7529,[13*][C@H]1N=N[C@@H]2CCCC[C@@H]12
7530,[5*]N1CC2(CCCC2)c2cc3c(cc2[C@@H]1C)OCCO3
7531,[13*][C@]12CCC(=O)N1c1ccccc1C(=O)N2C
7532,[1*]C(=O)NNc1cc(F)c(F)c(F)c1
7533,[16*]c1cc(/C=N/NC=O)cc2c1OCO2
7534,[16*]c1cc2c(cc1N)NC(=O)CC2
7535,[1*]C(=O)C1=C(C)Nc2c(C#N)cnn2[C@@H]1c1ccccc1
7536,[8*]CCCC(=O)[C@H](C#N)C=O
7537,[9*]n1ccc2nc3ccn(NC(C)=O)c(=O)c3cc2c1=O
7538,[8*]CCCC(=O)NNC(=O)C=O
7539,[14*]c1nc2n(n1)[C@@H](c1ccccc1F)C(C=O)=C(C)N2
7540,[16*]c1cccc2c1OC(=O)[C@@H]1CSc3[nH]c(=O)sc3[C@@H]21
7541,[16*]c1csc2cc[nH]c12
7542,[5*]N1Cc2ccsc2[C@H](C=O)C1
7543,[15*][C@@]1(C)CC2=C(CCCC2(C)C)C[C@@H]1C
7544,[16*]c1ccc(C2=NCC(=O)O2)c(Br)c1
7545,[16*]c1ccc2ncc(N)c(=O)n2c1
7546,[14*]c1n[nH]c2c1[C@@H](c1ccco1)CC(=O)N2
7547,[16*]c1ccc(N2N=C(C=O)C[C@@H]2C)cc1
7548,[5*]NC(=S)NNS(=O)(=O)c1ccccc1
7549,[1*]C(=O)[C@@H](C)N1C(=O)[C@H](C)Oc2ccccc21
7550,[15*][C@H]1[C@H](C)C[C@@H](C)C[C@H]1O
7551,[1*]C(=O)CN1N=C(c2ccccc2)c2cc(Cl)ccc2S1(=O)=O
7552,[6*]C(=O)[C@@H]1CCc2cccnc21
7553,[9*]n1cc(/C=N\NC(=O)CO)cn1
7554,[4*]C(C)(C)C(=O)CC=C
7555,[8*][C@@H](C)/C=N/NC(=O)N/N=C\CC
7556,[13*][C@H]1N=[NH+]C(=S)N1/N=C/c1c2ccccc2cc2ccccc12
7557,[9*]n1ncc2c1[NH2+]C([O-])=C([N+](=O)[O-])[C@H]2c1ccc(F)cc1
7558,[15*][C@H]1CN2C=C(C(C)=O)C=C[C@H]2[C@@H]1C#N
7559,[13*][C@H]1NC(=O)C(C#N)=C(SC)S1
7560,[13*][C@H]1CC(c2ccccc2)=NC2(CCNCC2)[NH2+]1
7561,[15*]C1C2=C(CCCC2=O)OC2=C1C(=O)CCC2
7562,[9*]n1ncc2cnc3ccc(F)cc3c21
7563,[9*]n1cncc(I)c1=O
7564,[7*]=C/C=N/N1CN=[NH+]C1=S
7565,[13*][C@H]1SC2=C(C=O)CC(C#N)=C(N)N2C1=O
7566,[15*][C@H]1C(C)=NC(C)=C1C=O
7567,[16*]c1c([O-])ccc2ccoc12
7568,[6*]C(=O)NNC(=O)C(CC)CC
7569,[16*]c1cc[nH+]c2cc(Br)ccc12
7570,[15*]C1CCC(N2C=C(C=O)NN2)CC1
7571,[15*][C@@H]1CC(=O)C2=C(C)NN(c3nc4ccccc4[nH]3)[C@H]2C1
7572,[8*][C@@H](C#N)C(=O)C(C)C
7573,[13*][C@]1(C)Cn2c(cc3cc(F)ccc32)C(=O)N1
7574,[9*]n1cncc(Br)c1=O
7575,[4*]CC(C=O)(CC)CC
7576,[1*]C(=O)C1=Nc2nnnn2[C@H](c2ccc(Cl)cc2)C1
7577,[16*]c1cccc(/C=N/Nc2ccc3ccccc3n2)c1
7578,[8*][C@H](O)CCC(=O)N/N=C/c1ccccc1O
7579,[14*]c1n[nH]c(NN=C2CCCCCC2)n1
7580,[15*][C@H]1[C@H](C)[C@@H](C)O[C@@H]1C
7581,[13*][C@H]1C[C@]2(C(=O)Nc3ccccc32)[C@@H]2C=C(C)c3ccccc3N12
7582,[1*]C(=O)C1=CN(C2CCCCCC2)NN1
7583,[14*]c1cccc(C)[n+]1C
7584,[16*]c1ccc(/C=N\Nc2ccccc2[N+](=O)[O-])cc1
7585,[8*]CN(C)[C@@H]1CCc2ccccc21
7586,[13*][C@@H]1Oc2c(c(=O)oc3ccccc23)[C@H]1c1cc2ccccc2n(C)c1=O
7587,[16*]c1ccc([C@H]2C[C@](C)(O)Cc3n[nH]c(C)c32)cc1
7588,[8*][C@H](C#N)C(=O)[C@@H](C)CC=O
7589,[9*]n1c(NN)nc2sc3c(c2c1=O)CCC3
7590,[14*]c1nc2n(n1)[C@@H](c1cccc(O)c1)C(C=O)=C(C)N2
7591,[6*]C(=O)C1=CNc2cc(F)ccc2S1(=O)=O
7592,[16*]c1ccc(/C=N/NC(=O)CC#N)c(C)c1
7593,[15*][C@@H]1C[C@H]([NH3+])C12CCCC2
7594,[6*]C(=O)N=C1NCCCCCN1
7595,[8*][C@@H](O)[C@H](C)C(C)C
7596,[16*]c1cnc2cc3c(cc2c1)OCCO3
7597,[6*]C(=O)NN1C(=O)c2ccccc2N[C@@H]1C
7598,[13*][C@@H]1C=C(c2ccccc2O)N=N1
7599,[4*]C/C([O-])=N/S(=O)(=O)C(CC)CC
7600,[16*]c1ccc2c(c1)[C@H](c1ccccc1)CC(=O)N2
7601,[1*]C(=O)CN1C(=O)C(C)(C)c2cc(Cl)ccc21
7602,[7*]=Cc1cnc[nH]1
7603,[5*]N/C([S-])=N/c1ccccc1[N+](=O)[O-]
7604,[13*][C@@H]1C(C=O)=C(C)N=C2SCCCN21
7605,[14*]c1ncn(N)c1N
7606,[16*]c1cn(C)c2ccc(Br)cc12
7607,[7*]=C1C(=O)NCS1(=O)=O
7608,[13*][C@H]1CNc2c(C)cc[nH+]c2N1C
7609,[16*]c1cc(Br)c(C)c(C)c1C
7610,[11*]SC1=NC([O-])=C(C=O)C[C@@H]1C#N
7611,[9*]n1c(=O)oc2cc(S(=O)(=O)/N=c3/ccc(C)c[nH]3)ccc21
7612,[8*]CC(=O)N/N=C/c1c(C)n(C)c2ccccc12
7613,[16*]c1c([O-])ncoc1=O
7614,[8*][C@H](CC)[S@](=O)c1n[nH]c(=O)[nH]1
7615,[4*]C[C@H](Cl)C#N
7616,[8*]C[C@@H](CS)C(C)(C)C
7617,[8*][C@](O)(C=O)C(C)C
7618,[5*]NC1=NS(=O)(=O)C(c2ccc(F)cc2)=C1C
7619,[8*]CCCCC(F)(F)F
7620,[6*]C(=O)CCO
7621,[8*][C@@H](C#N)C(=O)C=O
7622,[9*]n1ccc2c1[C@@H](c1cccs1)CC(O)=N2
7623,[3*]O[C@@H]1c2c(C)c(C)cc3c2[C@@]2(CC(C)(C)C[C@@]1(C)C2)C(=O)O3
7624,[16*]c1cc2c(cc1S(=O)(=O)c1ccccc1)n(C)c(=O)n2C
7625,[8*]CC(=O)N/N=C/c1cc(Cl)cc(Cl)c1
7626,[6*]C(=O)N/N=C/[C@H]1[C@H](C)N(c2ccccc2)N[C@@H]1C
7627,[5*][NH+]1CCC2(C=Cc3ccccc32)CC1
7628,[9*]n1nc(N)c(/N=N/c2ccccc2)c1O
7629,[8*]C(CC)(CC)[C@@H](C)[NH3+]
7630,[4*][C@@](C)(CC)[C@@H](O)CCCC=C
7631,[16*]c1c2c(cc3c1[C@H](n1ccc4cc(Br)ccc41)N(C)CC3)OCO2
7632,[15*][C@H]1CC12CCCC2
7633,[16*]c1c[nH]c(C)c1C#N
7634,[1*]C(=O)n1cnc2c(N)ncnc21
7635,[12*]S(=O)(=O)c1ccc(/N=C/c2c(C)n[nH]c2O)cc1
7636,[16*]c1ccc(/C=N/NC(=O)C(C)(C)O)cc1
7637,[14*]c1[nH+]cnc(NNc2ccccc2)c1N
7638,[8*]C[C@@H](C[NH3+])CC(C)C
7639,[15*][C@@H]1[C@@H]([O-])C[C@H]2CO[C@@H]1O2
7640,[1*]C(=O)C[C@@H](C)N
7641,[14*]c1cc2c(Cl)nccn2n1
7642,[16*]c1ccc(CCC)cc1
7643,[10*]N1C(=O)C[C@H](O)N[C@@H]1O
7644,[12*]S(=O)(=O)c1ccc(/N=C/c2ccc(Cl)cc2)cc1
7645,[16*]c1cnc(C=O)c(C)c1
7646,[4*][C@@H](CC)C(=O)N/N=C\c1ccncc1
7647,[15*][C@H]1C[C@]12CCCC2(C)C
7648,[8*][C@](C)(O)[C@@H]1CCCc2cccnc21
7649,[14*]c1cc(N)cc(=O)[nH]1
7650,[11*]S/C(=N/C#N)SC
7651,[15*][C@@H]1C(=O)CC(C)(C)C/C1=N\CCC1=c2cc(F)ccc2=[NH+][C@H]1C
7652,[13*][C@H]1N=CCS1
7653,[15*][C@H]1C(C#N)=C(N)N2C(=O)[C@@H](C)SC2=C1C#N
7654,[5*][NH+]1C[C@H]2C(=O)Nc3ccccc3C(=O)N[C@@]2(C)C1
7655,[8*]CCC/[NH+]=C(\N)N1CCOCC1
7656,[7*]=Cc1ccc2c(c1)CCCN2
7657,[10*]N1CC(=O)N2[C@@H](Cc3c([nH]c4ccccc34)[C@@H]2c2cccc([N+](=O)[O-])c2)C1=O
7658,[9*]n1c(C)cc(/C=N/c2ccc(C)cc2)c1C
7659,[14*]c1nnc2[nH]c(=O)c3cc(Cl)ccc3n12
7660,[5*]NC(=N)c1ccc(Cl)cc1
7661,[6*]C(=O)n1cc(Cl)cn1
7662,[5*]N1CC[C@@H](S(C)(=O)=O)C1
7663,[10*]N1CNc2ncccc2C1=O
7664,[15*][C@@H]1C(C#N)=C(N)OC2=NC=NC(=O)[C@@H]21
7665,[14*]c1nc2ccc(Br)cc2c(=O)n1[O-]
7666,[16*]c1cnc(Br)nc1
7667,[14*]c1nc2c(c(=O)[nH]1)[C@H](c1cccc(Br)c1)[C@H](C#N)C(=O)N2
7668,[16*]c1ccc2c(c1)N([C@@H](C)C=O)C(=O)CO2
7669,[15*][C@@H]1CC[C@@]2(CCNC2)C1
7670,[13*][C@@H]1C[C@@H](O)NO1
7671,[15*][C@@H]1CCC[C@](C#N)([C@]2(O)C[C@H](C)CC[C@@H]2C)C1
7672,[5*]N1CCC[C@@H](C(N)=S)C1
7673,[13*][C@@H]1NC(=O)c2ccccc2N(CC=O)C1=O
7674,[16*]c1c(C)ccc(C)c1O
7675,[5*]N1CO[C@H](C)C1
7676,[9*]n1c(N)nc2cc(Br)ccc21
7677,[15*][C@@H]1CNCC[C@H]1[NH3+]
7678,[5*]N[C@H]1C(=O)N(CC)c2ccccc21
7679,[13*][C@@]1(O)[C@H]2CCCCCC2=NN1C=O
7680,[15*][C@H]1CC[C@]2(C)[C@@H]3CC[C@]4(C)CCC[C@@H]4[C@H]3C[C@H](F)[C@@]2(O)C1
7681,[8*][C@H](O)[C@@H](F)C(=O)[O-]
7682,[16*]c1cc(C)[nH+]c2ccc([SH](=O)=O)cc12
7683,[13*][C@@H]1CCCN1S(=O)(=O)N1CCCC1
7684,[7*]=C(C#N)C1=NC(=O)C2=C3CC[C@@H](C)C[C@@H]3SC2=N1
7685,[16*]c1cccc(/N=C/c2cc(Br)ccc2O)c1
7686,[14*]c1cc(N)c2cc(Br)cc(C)c2[nH+]1
7687,[5*][NH+]1Cc2ccccc2[C@@H](O)C1
7688,[14*]c1csc(C2=C(N)N(NC=O)CC2=O)n1
7689,[14*]c1nc2n(n1)[C@H](c1sccc1C)C(C=O)=C(C)N2
7690,[15*][C@H]1C2=C(CCCC2=O)NC2=NC(S)=NC(=O)[C@H]21
7691,[15*][C@H]1CC[C@H](O)[C@H]([C@@H]2CCOC3(CCOCC3)C2)C1
7692,[3*]OS(=O)(=O)CCCS(C)(=O)=O
7693,[15*][C@H]1CC=C2C(C#N)=C(N)C(C#N)(C#N)[C@@H](C)[C@@H]2C1
7694,[15*][C@H]1C(C#N)=C(N)OC2=C1CCC(=O)C2
7695,[13*][C@@H]1NCC[C@@H]2N=CN=C21
7696,[13*][C@H]1C[C@@H](c2ccccc2)n2nnnc2N1
7697,[5*]N1CCC[C@H](Cl)C1
7698,[5*]N1CCC(/N=C2/CC(=O)C2=O)CC1
7699,[13*][C@H]1[NH2+]CC[C@@]2(O)CCCC[C@H]12
7700,[14*]c1nc(C)n2ccncc12
7701,[14*]c1nc(/N=C/N(C)C)sc1C
7702,[1*]C(=O)CC1=C(c2ccccc2)CCC1=O
7703,[5*]N1CC=C(c2ccccc2C)CC1
7704,[16*]c1c(C)n2c3c(cccc13)CCC2
7705,[1*]C(=O)C1=C(C)Nc2ncnn2[C@H]1c1cccc(O)c1
7706,[14*]c1ocnc1/C([O-])=N/S(=O)(=O)CCCF
7707,[13*][C@@H]1[NH2+][C@@H](C)CC[C@H]1C(=C)C
7708,[13*][C@@H]1CC(c2ccc(Br)cc2)=NN1C(=O)CN1C(=O)C(=O)c2ccccc21
7709,[16*]c1cc(C(N)=[NH2+])ccc1C
7710,[16*]c1c(I)cc(C)cc1[N+](=O)[O-]
7711,[9*]n1c([O-])c2cc(Br)ccc2nc1=S
7712,[14*]c1nc2c(c(=O)[nH]1)[C@@H](c1ccc(Cl)cc1)C(C=O)=C(C)N2
7713,[14*]c1cc(N)c2ccccc2n1
7714,[6*]C(=O)N/N=C(\C)c1cc2ccccc2o1
7715,[15*][C@H]1CCCN(S(=O)(=O)N2CCOCC2)C1
7716,[8*]CCC(=O)N/N=C\c1ccncc1
7717,[10*]N1C(=O)c2oc3cc(C)c(Cl)cc3c(=O)c2[C@@H]1c1ccc(C)cc1
7718,[13*][C@@H]1OCCNC(=O)[C@@H]2[NH+]=c3ccccc3=C12
7719,[14*]c1sccc1[O-]
7720,[5*][NH+]1CCc2[nH]c[nH+]c2C1
7721,[16*]c1cccc(S(=O)(=O)CC=O)c1
7722,[15*][C@H]1CC([O-])=C/C(=N\C)C1
7723,[14*]c1nnc2c3ccc(Cl)cc3ncn12
7724,[14*]c1ncc2c(N)csc2n1
7725,[11*]SC(=S)N1C[C@H](C)O[C@H](C)C1
7726,[9*]n1/c(=N/C=O)sc2cccc(Br)c21
7727,[14*]c1cc2cc(O)c3ccccc3c2[nH]1
7728,[14*]c1nc(N)c2c(n1)NC1=C(C(=O)CCC1)[C@H]2c1ccccc1
7729,[14*]c1nc([S@](=O)CCC=O)n[nH]1
7730,[5*]N1CCN(P(=O)(O)O)CC1
7731,[8*]CC(CO)(CO)C(C)C
7732,[9*]n1c(C)cc2c1CC(C)(C)C[C@H]2O
7733,[13*][C@@]1(O)CSC2=NC(C)=C(C=O)CN21
7734,[15*][C@@]1(O)C[C@H]2C[C@@H]1[C@H]1CCC[C@@H]12
7735,[15*][C@@H]1C(C#N)=C(N)NC([S-])=C1C(N)=O
7736,[13*][C@@H]1NC(=O)C1=O
7737,[4*]CC(=O)N/N=C\c1ccc(O)c(Br)c1
7738,[7*]=C(C#N)C(=O)/N=C1\NCc2ccccc21
7739,[4*]CC#C[C@@H](C)C(=C)C
7740,[16*]c1ccc(C2=C(C(=O)[O-])[C@H](C)NO2)cc1
7741,[16*]c1cccc([C@@H]2CC(O)=Nc3ccsc32)c1
7742,[4*][C@](C)(CC)C(=O)[C@H](C)CC
7743,[8*]CC(=N)O
