FID,SMILES,frequency,org_FID
19431,[13*]C1OC(F)C(F)(F)C(F)O1,2,29295
19432,[13*][C@]12NC(=O)N(C)[C@@H]1N(C)C(=O)N2C,2,29297
19433,[9*]n1nc(C)c2c1NC(=O)C[C@H]2c1ccccc1O,2,29299
19434,[16*]c1ccc2c(c1)NCC(C)O2,2,29300
19435,[4*][C@@H](CCO)C(C)(C)C,2,29301
19436,[14*]c1ccc2c(C)cc(Cl)nc2n1,2,29304
19437,[13*][C@H]1COc2ccccc2C(=O)N1,2,29305
19438,[7*]=Cc1ccc2ccccn12,2,29308
19439,[4*]C1OC(=O)C=C1Br,2,29309
19440,[16*]c1ccc2c(c1C)C(F)(F)C2(O)C(F)(F)F,2,29311
19441,[14*]c1n[nH]c2c(F)cc(F)cc2c1=O,2,29312
19442,[16*]c1ccc2c(c1)NCC(C)(C)C2=O,2,29313
19443,[13*][C@@H]1CN=C(CCl)O1,2,29314
19444,[10*]N1CC2=C(C1=O)[C@@H](C)NC(=O)N2,2,29316
19445,[5*]N1CC[C@@]2(C)CC12,2,29317
19446,[15*]C1CCC(C=O)CC1,2,29318
19447,[5*]N1CCC(=O)c2c(Cl)cccc21,2,29320
19448,[16*]c1ccc2c(c1)[C@@H](c1ccccc1)N(C(=S)NC)CC2,2,29321
19449,[5*]N[C@H]1CCn2c(C)nnc21,2,29322
19450,[7*]=C1CCC[C@H](C)C1,2,29323
19451,[15*]C1C(=O)[C@]2(C)CC[C@H](O)[C@@H](C#CCO)[C@H]12,2,29325
19452,[13*]C1OC(c2ccc(C#N)cc2)=NN1C(C)=O,2,29326
19453,[5*]NC=C1C(=O)C=C(CC)OC1=O,2,29327
19454,[15*]C1CCN(C(C)=N)CC1,2,29328
19455,[16*]c1cnc2oc(C#CC)nc2c1,2,29329
19456,[15*]C1C(=O)[C@@]2(O)CC[C@@H](O)[C@H](C#CCO)[C@@H]12,2,29332
19457,[1*]C(=O)/C=C1\Sc2ccccc2N1C,2,29333
19458,[7*]=C[C@H]1CC(=O)C[C@@H]1O,2,29334
19459,[3*]OC1=CNC(Cl)C=C1,2,29336
19460,[13*][C@H]1CCc2ccccc2N1,2,29337
19461,[16*]c1ccc2ccc(C)n2c1,2,29339
19462,[13*]C1C(=O)Nc2ccccc2C(=O)N1C,2,29340
19463,[7*]=CC1(O)C(C)=C(C(C)F)C(=O)CC1(C)C,2,29341
19464,[9*]n1c(=O)c(N)cc2cccnc21,2,29343
19465,[8*]C(C)(C)N[n+]1nocc1Br,2,29344
19466,[14*]c1sc2cncnc2c1C,2,29346
19467,[15*]C1CC(c2cccc(C)c2)=NNC1=O,2,29347
19468,[16*]c1ccc2cccc(S)c2c1,2,29350
19469,[7*]=Cc1ccc(N=[N+]=[N-])cc1,2,29352
19470,[14*]c1cc2ncnc(NNC(=S)NC)c2s1,2,29357
19471,[10*]N1CCOC[C@H](O)C1=O,2,29358
19472,[16*]c1ccc2c(c1)O[C@@]1(CCNC1)C[C@H]2O,2,29359
19473,[6*]C(=O)CC(N)=S,2,29360
19474,[14*]c1nc(C)nc2c1C(CC)NC2,2,29362
19475,[5*][NH+]1CCC[C@@H]1C,2,29364
19476,[8*][C@@H](C)C(=O)N(C)OC,2,29365
19477,[15*][C@H]1CC[C@H]2C[C@@H](O)CCN2C1,2,29366
19478,[16*]c1c(C)[nH]c2cc3c(cc2c1=O)OCO3,2,29368
19479,[15*]C1(N)CCC(=O)C1,2,29372
19480,[14*]c1cc(C)c2cc(Cl)ccc2[nH+]1,2,29373
19481,[12*]S(=O)(=O)c1cc2ccccc2[n+](C)c1,2,29375
19482,[14*]c1nc(Br)cn2c(I)cnc12,2,29377
19483,[9*]n1cc(Br)c2cc[nH]c2c1=O,2,29378
19484,[13*]C1Nc2cc(Cl)c(N)cc2S(=O)(=O)N1C,2,29379
19485,[14*]c1nc2nc(N)ncc2cc1C,2,29380
19486,[13*]C1(C)COC(C(F)(F)F)=N1,2,29382
19487,[8*]C/C(=N/Nc1nc2c(s1)CCc1ccccc1-2)C(=O)O,2,29384
19488,[15*]C1Cc2cccc(O)c2C1,2,29385
19489,[4*]C[C@H]1OC(=O)c2ccccc21,2,29388
19490,[5*]N1CC=CC=C1C(=O)O,2,29389
19491,[15*]C1(F)C(=O)c2ccccc2SC1F,2,29391
19492,[5*]NS(=O)(=O)N1CCN(C)CC1,2,29393
19493,[4*]CC[S@](=O)c1nc2ncccc2s1,2,29395
19494,[6*]C(=O)N/N=C\c1cccc(F)c1,2,29396
19495,[16*]c1cnc2c(=O)[nH]c(=O)[nH]c2c1,2,29397
19496,[15*][C@@H]1CC(C)(C)OC1(C)C,2,29398
19497,[6*]C(=O)N/N=C/c1ccc(O)cc1O,2,29399
19498,[5*]NS(=O)(=O)N1CC=C(c2c[nH]c3cc(F)ccc23)CC1,2,29400
19499,[16*]c1ccc2c(c1)CC(=O)N2c1cccc(Cl)c1,2,29402
19500,[10*]N1CCOC(C)C1=O,2,29403
19501,[14*]c1nc2nc(Cl)c(Cl)cc2nc1Cl,2,29405
19502,[1*]C(=O)C1=C(C)CC(C)CC1=O,2,29406
19503,[13*][C@@H]1CCCN1S(=O)(=O)N1C[C@@H](C)C[C@H](C)C1,2,29407
19504,[15*][C@@H]1C[C@@H]2CNC[C@H]1C2,2,29408
19505,[10*]N1C(=O)c2cccc3c(C)c(O)cc(c23)C1=O,2,29409
19506,[16*]c1ccc(Cc2c(C)n(C)[nH]c2=O)cc1,2,29412
19507,[9*]n1nc2c(c1N)CCCC2,2,29414
19508,[12*]S(=O)(=O)c1cccc(C)c1F,2,29416
19509,[3*]OC(=N)N,2,29417
19510,[15*][C@H]1C(=O)Nc2c(c(C)nn2C)[C@@H]1c1ccc(Br)cc1,2,29418
19511,[7*]=C1C(=O)Nc2ccccc2C(=O)N1C,2,29419
19512,[14*]c1nc2ncccc2cc1C,2,29420
19513,[15*][C@H]1CCC/C1=N/NC=O,2,29421
19514,[6*]C(=O)N/N=C(\C)c1ccccc1O,2,29422
19515,[16*]c1cc(C)cc2c(=O)oc3ccccc3c12,2,29424
19516,[13*][C@H]1CC(c2cccs2)=NN1C(=O)C(F)(F)F,2,29426
19517,[16*]c1ccc(Cl)c(S(=O)(=O)C2CCN(C)CC2)c1O,2,29428
19518,[13*]C1CN(S(=O)(=O)N2CCCC(C)C2)CCN1,2,29429
19519,[13*]C1NC(O)=CC=C1C#N,2,29432
19520,[8*]CS(=O)(=O)c1nc2ccncc2[nH]1,2,29434
19521,[16*]c1ccc(C2=NNC(=O)C[C@H]2C)c(F)c1F,2,29435
19522,[16*]c1cnc(C)c2ncsc12,2,29437
19523,[7*]=C1SC(c2ccc(N)cc2)=NC1=O,2,29438
19524,[1*]C(=O)C1=CC2=NC(=O)CC(=O)N2C=C1,2,29442
19525,[7*]=C/C=N\NC1=NS(=O)(=O)c2ccccc21,2,29443
19526,[5*]N1Cc2cccc(S(N)(=O)=O)c2S1(=O)=O,2,29444
19527,[5*]NC(=S)[C@@H]1C(=O)c2sccc2N(C)S1(=O)=O,2,29445
19528,[5*]NC1=CN(C=C(C)C)C(=C)C=C1,2,29446
19529,[5*]N1CCN[C@H](C#N)C1,2,29449
19530,[9*]n1c(=O)n(C)c2cc(Cl)ccc21,2,29454
19531,[13*][C@@H]1NC[C@@H]2COC(C)(C)[C@H]1C2,2,29455
19532,[5*]N1c2c(Cl)cccc2[C@@H]2CNCC[C@@H]21,2,29456
19533,[16*]c1ccc2c(cnn2C(=O)C(C)(C)C)c1,2,29457
19534,[14*]c1sc2c(c1F)CCOC2CC,2,29459
19535,[5*]N1CC(CC)c2cc(F)ccc21,2,29460
19536,[15*]C1CCCN(CN2C(=O)C(=O)c3c(Br)cccc32)C1,2,29461
19537,[10*]N1C(=O)CC(N)NC1=O,2,29462
19538,[8*]CC[C@@H]1C(C#N)=C(N)Oc2c1c(=O)oc1ccccc21,2,29464
19539,[5*]N1C=CC=C(C=O)C1=C,2,29466
19540,[1*]C(=O)CC[C@H](C)C#N,2,29469
19541,[16*]c1ccc(S(=O)CC(=O)O)cc1,2,29471
19542,[5*]N[C@H]1CCc2c(C)cccc21,2,29472
19543,[1*]C(=O)C1=C(C)CCS1,2,29474
19544,[13*][C@H]1CC(c2ccccn2)=NN1C=O,2,29476
19545,[9*]n1ncc2c1OC(N)=C(C#N)C2c1ccccc1Cl,2,29477
19546,[13*][C@H]1CC(C=O)=C(C)S1,2,29478
19547,[12*]S(=O)(=O)c1ccc2c(c1)C(=N)NC2,2,29479
19548,[6*]C(=O)C1=C(O)CCCC1=O,2,29480
19549,[14*]c1c(C)c(C)c2c(=O)[nH]c3ccccc3n12,2,29481
19550,[5*]N1CC(=O)Nc2cc(C)ccc2[C@@H]1c1ccccc1,2,29482
19551,[5*]N1CC(=O)N[C@H](C)C1,2,29483
19552,[9*]n1ncc2c1OC(N)=C(C#N)[C@H]2c1c(F)cccc1Cl,2,29484
19553,[6*]C(=O)CC(=O)C=O,2,29486
19554,[16*]c1c(O)c2ccccc2[nH]c1=O,2,29487
19555,[16*]c1ccc(=N)n(O)c1,2,29488
19556,[16*]c1cc(C#N)nc2ccccc12,2,29489
19557,[4*]CCCN1C(=O)CC(c2ccccc2)=Nc2cc(Cl)ccc21,2,29490
19558,[12*]S(=O)(=O)c1cc(C)c2c(c1)C(=O)NC(C)(C)C(=O)N2,2,29491
19559,[13*][C@@H]1CN=C(c2ccc([N+](=O)[O-])cc2)O1,2,29494
19560,[15*]C1CC(=C)C(C=C)C1,2,29495
19561,[7*]=C(C)c1cccc(S(=O)(=O)CC#C)c1,2,29497
19562,[13*]C1NC[C@H](C)C1=O,2,29499
19563,[15*][C@H]1CC(=O)C=C[C@H]1O,2,29500
19564,[15*][C@@H]1CCS(=O)(=O)[C@H]1C,2,29501
19565,[14*]c1[nH+]c(C)cc2ccccc12,2,29503
19566,[1*]C(=O)N(C)/N=C1\CC(=O)CC(C)C1,2,29506
19567,[13*][C@H]1CC(=O)c2ccccc2O1,2,29509
19568,[13*][C@H]1CC=CS1,2,29510
19569,[16*]c1ccccc1N=CC,2,29511
19570,[15*]C12CC3CC(C1)C(O)C(C3)C2,2,29512
19571,[13*]C1Cc2ccccc2[C@@H](c2ccccc2)N1,2,29513
19572,[7*]=C[C@H]1CC(=O)CCO1,2,29514
19573,[7*]=CCN(C)C,2,29515
19574,[14*]c1nc2ccc([SH](=O)=O)cc2[nH]1,2,29518
19575,[13*]C1COC2(CCC(N)CC2)O1,2,29520
19576,[14*]c1nnc2sc3cc(Cl)ccc3n12,2,29521
19577,[13*][C@@H]1OC(=O)C(C)=C1C,2,29523
19578,[8*]C(CC=O)CC(C)C,2,29524
19579,[16*]c1ccc2c(c1)C(=O)NC(C)CO2,2,29533
19580,[16*]c1ccc(Cl)c(S(=O)(=O)C2C[C@@H]3CC[C@H](C2)N3)c1O,2,29537
19581,[5*]N1CCOc2c(Br)cccc21,2,29538
19582,[7*]=Cc1ncc[nH]c1=O,2,29542
19583,[16*]c1ccc(C2=NN(C)C(=O)C(C)C2)cc1,2,29543
19584,[8*]CCC(=O)N/N=C\[C@@H]1CC=C(C)CC1,2,29544
19585,[14*]c1sc2c(c1C)CCOC2CC,2,29545
19586,[16*]c1cccc2c1CC(C)=N2,2,29546
19587,[16*]c1cncc2[nH]c(C)nc12,2,29547
19588,[14*]c1nccc2c(=O)[nH]c(Cl)nc12,2,29548
19589,[16*]c1ccc(C2=NCCC2)cc1F,2,29549
19590,[8*]CCS(=O)c1ccc(C)cc1,2,29550
19591,[15*]C1C(CC)CCC1(C)O,2,29551
19592,[4*]C/C=C\Cl,2,29555
19593,[14*]c1n[nH]c2ccc([SH](=O)=O)cc2c1=O,2,29556
19594,[16*]c1cc(Cl)c2nc3cc(Cl)ccc3c(=O)n2c1,2,29557
19595,[9*]n1c2c(c3cc(F)cc(S(=O)[O-])c31)CC[C@@H]2CC(=O)O,2,29558
19596,[13*][C@H]1NC[C@]2(C)CCC[C@H]1C2=O,2,29559
19597,[15*]C1COc2ccccc2N(C)C1=O,2,29560
19598,[5*]N[C@@H]1c2cccc3cccc(c23)[C@@H]1N(C)C,2,29567
19599,[15*]C1CCN=C1N=C(N)N,2,29570
19600,[16*]c1c(O)[nH]c2ccc([SH](=O)=O)cc12,2,29571
19601,[9*]n1c(C)[n+](CC)c2cc([SH](=O)=O)ccc21,2,29572
19602,[16*]c1ccc(NN)cc1,2,29573
19603,[1*]C(=O)C(CC)(CC)CN,2,29574
19604,[15*]C1CC/C(=C/I)C1,2,29576
19605,[4*][C@H](CC#C)C(N)=O,2,29577
19606,[7*]=Cc1c(C)nc(N)c2ncccc12,2,29580
19607,[16*]c1ccc2c(c1)S(=O)(=O)N=C(SC)N2,2,29581
19608,[8*]C(C)C1=C(O)C(C)(C)OC1=O,2,29582
19609,[15*][C@H]1[C@H]2CNC[C@@H]1COC2(C)C,2,29584
19610,[5*]N/C=C/c1ccc2ccccc2[n+]1C,2,29586
19611,[9*]n1nc(C)c2c1NC(=O)C[C@@H]2c1ccc(C)cc1C,2,29587
19612,[5*]N1CCC2C(C1)c1cccc(C#N)c1N2C,2,29590
19613,[13*]C1OC2(CCNCC2)c2sccc2C1(F)F,2,29591
19614,[9*]n1c(C)nc2c1CN(C)CC2,2,29592
19615,[16*]c1ccc2c(c1)[C@H](C)CC(C)(C)N2C,2,29593
19616,[9*]n1cnc2ncsc2c1=O,2,29594
19617,[9*]n1cc(C)c(=O)c2cc(F)cc(C)c21,2,29595
19618,[4*]CC(=O)NN=Cc1cccc(O)c1,2,29596
19619,[15*]C1(Cl)C(C)=NN=C1C(F)(F)F,2,29599
19620,[16*]c1ccc2ncc(C)n2c1,2,29601
19621,[10*]N1C[C@@H](C=O)n2nccc2C1=O,2,29602
19622,[9*]n1ccc2ccn(SI)c2c1=O,2,29604
19623,[16*]c1ccc2nc(N)nc(N)c2c1,2,29605
19624,[9*]n1ncc2c1OC(N)=C(C#N)C2c1ccccc1F,2,29606
19625,[5*]N1CCc2nc(Cl)c(F)cc2C1,2,29607
19626,[5*]N1CC(=O)C(F)C1,2,29609
19627,[9*]n1[nH]c2ncc(Br)cc2c1=O,2,29610
19628,[16*]c1c(F)cc2c(=O)ccn(C=C)c2c1Cl,2,29611
19629,[8*]C(C)(N)CC,2,29612
19630,[15*]C1C2=C(CCC(C)(C)C2=O)OC2=C1C(=O)CCC2(C)C,2,29613
19631,[14*]c1nn(PI)c2cnccc12,2,29614
19632,[16*]c1ccc2c(c1)NC(=CCCC)S2,2,29617
19633,[7*]=C(C)OF,2,29618
19634,[9*]n1c(C)cc(=O)c2cc(C)c(C)nc21,2,29620
19635,[13*][C@@]1(C)NCCO1,2,29621
19636,[14*]c1nn(C)c2cc(C)ccc12,2,29622
19637,[16*]c1ccc2c(c1)[C@H](c1cc(Br)ccc1F)NCC2,2,29626
19638,[16*]c1ccc2c(c1)[C@@H](c1cccc(Br)c1)NCC2,2,29628
19639,[6*]C(=O)C[n+]1c(C)ccc2ccccc21,2,29629
19640,[10*]N1C(=O)N(Cl)C2(Cl)NC(=O)N(Cl)C12Cl,2,29631
19641,[14*]c1ccc(C(N)=S)cn1,2,29633
19642,[16*]c1cc(C=Nn2cnnc2)ccc1O,2,29635
19643,[9*]n1c(C)c(C=O)c2cc(C#N)ncc21,2,29636
19644,[1*]C(=O)C(C)(C)C(C)(C)N,2,29638
19645,[14*]c1nc2occ(Br)c2c(=O)[nH]1,2,29639
19646,[16*]c1ccc2oc3ccc(O)cc3c(=O)c2c1,2,29640
19647,[16*]c1cccc2c1C(=O)C(=O)N2c1ccccc1,2,29644
19648,[16*]c1ccc(C(=C)O)cc1,2,29647
19649,[5*]N1CC[C@@H](O)[C@@H](C)C1,2,29648
19650,[14*]c1cc(C=O)c(Cl)n1S(=O)(=O)c1ccccc1,2,29649
19651,[5*]N[C@H]1CC[C@H](O)c2ccccc21,2,29651
19652,[11*]SC(N)=NCC(C)C,2,29652
19653,[14*]c1nc2c(o1)C(C)CNC2,2,29653
19654,[16*]c1cc(S(=O)(=O)n2cncn2)ccc1C,2,29655
19655,[16*]c1ccnc2c(F)cc(Br)cc12,2,29656
19656,[13*][C@H]1OC[C@H](C)[C@@H]1C,2,29659
19657,[5*]NC=Nc1cnsn1,2,29661
19658,[10*]N1C(=O)NC(=O)C[C@H]1C,2,29662
19659,[4*]CC(C)C1CCc2[nH]c3ccccc3c21,2,29663
19660,[7*]=Cc1cccn1S(=O)(=O)c1cccc(Br)c1,2,29664
19661,[8*]CC=S,2,29667
19662,[8*][C@H](O)CC(C)C,2,29668
19663,[1*]C(=O)C(O)C1=CCCCC1=O,2,29669
19664,[14*]c1nc[nH]c1N,2,29670
19665,[5*]N1CC(F)C2CC2C1,2,29673
19666,[16*]c1cc(S(=O)(=O)CCC)cc2c(=O)c3ccccc3oc12,2,29675
19667,[15*][C@@]1(C)C(=O)C[C@H]2CC[C@@H]1N2,2,29677
19668,[1*]C(=O)CC1=CCNC=C1,2,29680
19669,[16*]c1cccc2c1CCNC2c1cc([N+](=O)[O-])ccc1Cl,2,29681
19670,[14*]c1nc2c(C)cc(Br)cc2[nH]1,2,29682
19671,[5*]N1c2ccc(O)cc2CCc2ccc(Cl)cc21,2,29684
19672,[7*]=C(c1ccc(O)cc1)c1ccccc1S(=O)(=O)O,2,29686
19673,[16*]c1cnc2sc3ccc(C)cc3n2c1=O,2,29687
19674,[16*]c1ccc2c(c1)C(c1cccc(Cl)c1)NCC(=O)N2C,2,29690
19675,[8*]CC(C)CC(N)=O,2,29692
19676,[15*]C1CC(=C)CC(C)(C)[C@H]1O,2,29694
19677,[5*]NC1c2ccccc2N[C@@H](C)C1C,2,29695
19678,[9*]n1c(Cl)c(Cl)c2c(O)cnc(Cl)c21,2,29696
19679,[14*]c1ncc2[nH]c(C)cc2n1,2,29698
19680,[5*]NC1CC(C)(C)Oc2ccc(F)cc21,2,29699
19681,[5*]N1CC(C)c2ccccc2C1c1ccccc1,2,29700
19682,[16*]c1c2ccccc2nc2cc(I)ccc12,2,29702
19683,[16*]c1ccc2c(ccn2/C=C/C=O)c1,2,29703
19684,[16*]c1cccc2c1C(O)CC1(CCNC1)O2,2,29704
19685,[13*]C1OC(C)OCC1(C)C,2,29706
19686,[5*]N[C@@H]1Cn2c(=O)ccc3cccc1c32,2,29707
19687,[14*]c1sc2ccccc2[n+]1OC,2,29709
19688,[15*]C1([N+](=O)[O-])CCCCC1,2,29710
19689,[16*]c1cc(O)cc2c1N=CC2,2,29712
19690,[14*]c1c(C)sc2nc(C)cc(=O)n12,2,29713
19691,[5*]N1CCC2(CC1)OCCN2S(=O)O,2,29715
19692,[14*]c1nc2n(n1)CCC[C@@H]2N,2,29717
19693,[13*]C1NC(c2ccccc2F)c2ccccc2N(C)C1=O,2,29718
19694,[15*]C1C(=O)c2ccccc2N(CC#C)C1=O,2,29720
19695,[14*]c1cc2ncc(Br)cc2s1,2,29721
19696,[5*]N1CC(=O)Nc2cc(F)c(F)cc21,2,29722
19697,[7*]=CC(=O)C1=C(C)C(=O)CCC1(C)C,2,29723
19698,[5*]N1CC(C=O)=C(C)N=C1OC,2,29724
19699,[7*]=C(c1ccccc1)c1cccc(C)c1,2,29725
19700,[14*]c1ccc2n1CCC2(C(=O)O)C(C)C,2,29727
19701,[14*]c1nn(CC=C)c2ncnc(N)c12,2,29731
19702,[1*]C(=O)C(=C)C1CCCCC12OCCO2,2,29732
19703,[8*]CS(=O)(=O)C1CC2(CCC1N)OCCO2,2,29736
19704,[1*]C(=O)C(CC)C(N)=S,2,29737
19705,[15*]C1(C)CNCCC1O,2,29741
19706,[16*]c1c(C)cc2c(c1F)CCC2NC,2,29742
19707,[15*]C1CC(C)N(S(=O)(=O)N2CCCC2)C1,2,29743
19708,[16*]c1ccc2c(c1)C(c1cc([N+](=O)[O-])ccc1Cl)NCC2,2,29744
19709,[16*]c1cccc2c(C)cc(=O)[nH]c12,2,29745
19710,[16*]c1cccc(C2=CC(=O)C=CC2=O)c1,2,29747
19711,[5*]N(C)C1=NS(=O)(=O)c2ccccc2N1,2,29748
19712,[9*]n1cc2c(n1)CCC(N(O)C(N)=O)C2,2,29750
19713,[16*]c1ccc2c(=O)cc(C)n3c2c1CCC3C,2,29751
19714,[7*]=C(C)C(O)O,2,29752
19715,[14*]c1ccc2occ(C#CC(F)F)c2n1,2,29753
19716,[16*]c1cc(S(=O)(=O)n2ccc(C)n2)ccc1C,2,29754
19717,[15*][C@@H]1[C@H](O)CC[C@]2(C)C(=O)C[C@H]12,2,29759
19718,[16*]c1ccc2c(c1)N(C)C(=O)C(C)(C)O2,2,29760
19719,[5*]N1CC(O)c2ccccc2C1c1ccccc1,2,29761
19720,[7*]=C(Cl)C=C,2,29762
19721,[5*]N1CC[C@@H](N)[C@@H](F)C1,2,29763
19722,[5*]N1C[C@H]2CC[C@@H]2C1O,2,29764
19723,[16*]c1cc2c(c(C)c1F)C(=O)C(C=O)CN2,2,29765
19724,[14*]c1[nH]nc2c1C(c1cc(C)ccc1C)C(C#N)=C(N)O2,2,29768
19725,[14*]c1nc(N/N=C/c2ccccc2O)sc1C,2,29769
19726,[14*]c1csc(N/N=C/c2cccc(F)c2)n1,2,29771
19727,[5*]NC1(O)OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,2,29772
19728,[14*]c1nccc(C)c1Br,2,29773
19729,[13*][C@@H]1CN(C)C(=O)N1,2,29775
19730,[9*]n1c(=O)[nH]c(=O)c2[nH]c(N)nc21,2,29776
19731,[1*]C(=O)CN1C(=O)[C@H]2CCCN2c2ccccc21,2,29777
19732,[14*]c1nccc2c(O)csc12,2,29780
19733,[16*]c1cn(C)c2cc(Br)ccc12,2,29781
19734,[14*]c1ncnc2c1oc1ccc(C)cc12,2,29782
19735,[14*]c1nnc2sc3cc(C)ccc3n12,2,29783
19736,[15*]C1C(C)(C)CCCC1(C)C,2,29786
19737,[9*]n1c2c(c3ccccc31)C[N+](C)(C)CC2,2,29787
19738,[15*][C@@H]1CNC[C@@]12C[C@@H]2C,2,29789
19739,[9*]n1nc(C)c2c1NC(=O)CC2c1cccc(Cl)c1Cl,2,29790
19740,[15*]C1CCc2onc(C)c2C1,2,29791
19741,[5*]N1[C@@H](C)Cc2ccccc2[C@@H]1c1ccccc1,2,29792
19742,[16*]c1cccc([S@](C)=O)c1,2,29793
19743,[13*][C@H]1CNC(C)(C)O1,2,29799
19744,[13*][C@@H]1NC(=O)NC(=O)C1(Cl)Cl,2,29800
19745,[14*]c1nc(C#N)cc2ncccc12,2,29801
19746,[13*][C@@H]1C[C@@H](O)C[C@H]2CCCCN12,2,29803
19747,[16*]c1cc2c(cc1Br)C(=O)C(Br)C(=O)N2CC,2,29806
19748,[6*]C(=O)N/N=C(\C)c1ccncc1,2,29807
19749,[14*]c1nn(C=CC)c2ccccc12,2,29808
19750,[4*]CCNN1C(=O)c2cccc3cccc(c23)C1=O,2,29809
19751,[5*]NCC(F)(F)Cl,2,29810
19752,[13*]C1NC(OC)=NC(C)=C1C=O,2,29813
19753,[13*]C1CC(c2sccc2Cl)=NN1,2,29814
19754,[16*]c1c(C)nn2c(=O)cc[nH]c12,2,29815
19755,[5*]N1C2CCCC1CN(C)C2,2,29816
19756,[12*]S(=O)(=O)c1ccc2c(c1)[C@H](C)C(=O)N2,2,29817
19757,[1*]C(=O)C1=C(C)N2CC(C)N=C2S1,2,29818
19758,[15*]C1CCC(=C(F)F)CC1,2,29819
19759,[15*][C@@H]1CC(=O)C2=C(C1)Nc1ncnn1[C@@H]2c1ccccc1C,2,29821
19760,[5*]N1C[C@H](Cl)C(=O)c2ccccc21,2,29823
19761,[5*]NC(=C)[C@H]1Sc2ccccc2C1=O,2,29825
19762,[14*]c1ccc2c(n1)sc1c(=O)[nH]c(N)nc12,2,29826
19763,[7*]=Cc1cc2ccccc2cc1O,2,29827
19764,[16*]c1cnccc1C=C,2,29829
19765,[15*]C1COC(C)OC1C,2,29833
19766,[14*]c1nnc(C)n1/N=C\c1ccc(C)cc1,2,29834
19767,[5*]N1CCc2ncsc2C1,2,29835
19768,[16*]c1c(C=O)oc(C=O)cc1=O,2,29836
19769,[5*]N1C[C@H](CC)c2ccccc21,2,29837
19770,[16*]c1ccc2oc3ccc(N)cc3c(=O)c2c1,2,29838
19771,[15*]C1C(=O)Nc2cc(C)ccc2C1=O,2,29839
19772,[14*]c1nc2ccccn2c1F,2,29841
19773,[8*]CN1CCCC(=O)N1,2,29845
19774,[13*][C@H]1CN2CCC[C@H]2CN1,2,29846
19775,[15*]C1C(=O)CC(C)(C)CC1=NO,2,29847
19776,[7*]=CC1CCC(=O)NC1=O,2,29848
19777,[16*]c1ccc(F)c([C@H]2C(C#N)=C(N)Oc3n[nH]cc32)c1,2,29849
19778,[15*][C@@H]1CNCC=C1c1ccc(Cl)cn1,2,29851
19779,[15*][C@H]1CCc2nc(C)[nH]c2C1,2,29852
19780,[5*]NC=C1SC(=O)NC1=O,2,29853
19781,[16*]c1ccc2c(c1)C(CC)(CC)C(=O)N2c1ccccc1,2,29854
19782,[16*]c1cccc2c1NC(=O)c1cc(F)ccc1O2,2,29855
19783,[7*]=C(C)NCC,2,29858
19784,[10*]N1C(=O)N(C)[C@]2(CCN(C)C2)C1=O,2,29859
19785,[7*]=C1C=C(Br)C(=O)O1,2,29860
19786,[5*]N1c2cc(F)cc(F)c2C(=O)CC1(C)C,2,29861
19787,[14*]c1nc(C)cc(N/N=C(/C)c2ccccc2)n1,2,29863
19788,[11*]SC(=NC)NC,2,29864
19789,[15*]C1(O)CCN(S(=O)(=O)N2CCCC2)CC1,2,29866
19790,[13*]C1OCC(C=C(F)F)CO1,2,29867
19791,[15*]C1Cn2ccnc2C1N,2,29868
19792,[5*]N1CC[C@H](S(=O)(=O)c2ccc(Br)cc2)C1,2,29870
19793,[9*]n1c(C)cc2c(c1=O)[C@@H](c1cccc(Cl)c1Cl)C(C#N)=C(N)O2,2,29871
19794,[5*]N1CCCC(=O)C(F)C1,2,29873
19795,[15*][C@@H]1CCC/C1=N/NC=O,2,29874
19796,[1*]C(=O)P,2,29875
19797,[8*]C(CC)N=C(N)N,2,29876
19798,[8*][C@@H](N1NC(=O)CC1(C)C)C(F)(F)F,2,29877
19799,[15*][C@H]1CCC2(CC1(C)C)OCCO2,2,29879
19800,[13*][C@@H]1CCNC(N)=N1,2,29882
19801,[16*]c1ccc2c(c1)[C@@H](C)CC(C)(C)N2C,2,29884
19802,[8*]CS(=O)[n+]1c[nH]c2ccccc21,2,29885
19803,[5*]N1CCC2(CC(N)c3cc(Br)ccc3O2)C1,2,29889
19804,[6*]C(=O)/C=C/S(=O)(=O)CC1=NCCS1,2,29890
19805,[16*]c1cccc(S)c1S,2,29891
19806,[15*]C1C[C@]12CCNC2,2,29892
19807,[13*][C@@]1(O)CSC(N)=N1,2,29895
19808,[5*]N1CCN(C)c2ncc(Br)cc21,2,29896
19809,[5*]N1C[C@@H](C)NS1(=O)=O,2,29898
19810,[15*]C1(C)C/C(=C/O)CC1(C)C,2,29899
19811,[14*]c1nccc2c1CC(C)(C)CC2,2,29900
19812,[15*]C1CC2CC[C@@H]1NC2,2,29901
19813,[4*]CCC1CNC(=O)c2[nH]c3ccccc3c21,2,29903
19814,[5*]NC(=N)c1ccsc1,2,29905
19815,[14*]c1ncc(C)c2nc(C=O)ccc12,2,29906
19816,[16*]c1c(C)nn2cnccc12,2,29907
19817,[14*]c1cc2c(nn1)C(C)(C=O)C(C)(C)C2CC,2,29908
19818,[5*]N1CC(=O)Nc2ccc(Br)cc2C1c1cccc(Cl)c1,2,29909
19819,[8*]C(O)CC1OC(=O)c2ccccc21,2,29910
