FID,SMILES,frequency,org_FID
9312,[5*]N1CCC2(CC1)OC(=O)c1cccc(F)c12,7,14064
9313,[1*]C(=O)C1CC(=O)c2ccccc21,7,14066
9314,[16*]c1c(O)cc[nH]c1=O,7,14067
9315,[8*]C(O)C(F)F,7,14068
9316,[15*][C@H]1CNCCN(C)C1,7,14069
9317,[10*]N1C(=O)N(C)c2ccc(C#CC)cc2S1(=O)=O,7,14070
9318,[10*]N1CC2C3C=CC(C3)C2C1=O,7,14071
9319,[3*]ON1C(=O)c2cccc3c(Br)ccc(c23)C1=O,7,14073
9320,[1*]C(=O)C1=C(C)Nc2ncnn2[C@@H]1c1ccccc1Cl,7,14075
9321,[13*]C1CC2C[C@@H]2CN1,7,14077
9322,[7*]=C(S)c1nc2sc3c(c2c(=O)[nH]1)CCC3,7,14079
9323,[14*]c1nc2cc(Cl)c(Cl)cc2[nH]1,7,14080
9324,[15*][C@@H]1CCC(=O)[C@H]1C,7,14081
9325,[16*]c1csc(S(N)(=O)=O)c1,7,14082
9326,[16*]c1ccnc2nc(N)[nH]c(=O)c12,7,14087
9327,[14*]c1nncn1/N=C\c1ccc(Br)cc1,7,14088
9328,[9*]n1nc(C)c2c1NC(=O)C[C@@H]2c1ccc(Br)cc1,7,14090
9329,[16*]c1c(F)cc(Br)cc1Cl,7,14091
9330,[5*]N1CCO[C@H]2CCCC[C@@H]21,7,14092
9331,[7*]=C(O)C(C)(C)C,7,14093
9332,[16*]c1cn[nH]c1N,7,14095
9333,[9*]n1nc(C)c2c1NC(=O)CC2c1ccc(F)cc1Cl,7,14096
9334,[15*]C1C2CC1CN(C)C2,7,14097
9335,[5*]N1CC[C@H](S)C1,7,14099
9336,[8*]CCC[SH](=O)=O,7,14100
9337,[16*]c1ccc2c(c1)N(C)CCC2,7,14102
9338,[15*]C1CN(C2=NS(=O)(=O)c3ccccc32)C1,7,14103
9339,[5*]NC(=NCCC=O)N1CCC2(CCCCC2)C1,7,14105
9340,[14*]c1c(C)ccc(=O)n1C,7,14106
9341,[13*][C@H]1Nc2ccncc2[C@H](N)[C@H]1C,7,14107
9342,[13*]C1CCC(=C)CN1,7,14108
9343,[5*]N1CCN(/N=C(/C)c2cccc([N+](=O)[O-])c2)CC1,7,14111
9344,[13*]C1S/C(=C/C)NC1=O,7,14112
9345,[13*][C@@H]1C[C@H](c2ccc(C)cc2)n2nc(N)nc2N1,7,14113
9346,[7*]=CC=Nc1ccccc1,7,14115
9347,[16*]c1ccc2c(c1)[C@@H](C)NS2(=O)=O,7,14116
9348,[13*][C@@H]1CC2CNCC2N1C,7,14119
9349,[7*]=Cc1ccc(N)nc1,7,14121
9350,[7*]=Cc1c(C)ccc(C)c1C,7,14122
9351,[16*]c1ccnc2c1cnn2C,7,14123
9352,[16*]c1ccc2c(c1)S(=O)(=O)N=C(C(C)C)N2,7,14125
9353,[15*][C@H]1[C@H]2NC(=O)N[C@@]1(C)Oc1ccccc12,7,14126
9354,[16*]c1cnc2nc(N)ccc2c1,7,14129
9355,[1*]C(=O)C[n+]1c(C)sc2ccccc21,7,14130
9356,[7*]=Cc1cc(C)cc(=O)o1,7,14131
9357,[16*]c1ccc([SH](=O)=O)cc1C#N,7,14132
9358,[16*]c1ccc2oc3ccc(S(=O)CC)cc3c(=O)c2c1,7,14134
9359,[10*]N1CCc2c([nH]c3c(C)ccc(C)c23)C1=O,7,14135
9360,[13*]C1CNCCN1S(=O)(=O)N1CCOC(C)(C)C1,7,14136
9361,[8*]CC(O)C(F)(F)F,7,14137
9362,[9*]n1nc2cc(C)ncn2c1=O,7,14139
9363,[4*]C(C)(CN)CC(C)C,7,14140
9364,[9*]n1nc(C)c2ccccc21,7,14142
9365,[9*]n1ccc2cc(C#N)ccc21,7,14143
9366,[1*]C(=O)CC(=O)O,7,14145
9367,[13*][C@H]1C[C@H](c2ccc(F)cc2)n2nc(N)nc2N1,7,14146
9368,[14*]c1nccc2c1CNC2,7,14147
9369,[14*]c1nn(C)c2c1CCCCC2,7,14148
9370,[5*]N1[C@@H](C)CNS1(=O)=O,7,14149
9371,[14*]c1nc(C)cc2cc[nH]c12,7,14150
9372,[6*]C(=O)CN,7,14151
9373,[16*]c1cccc2c3c([nH]c12)CCC(C)C3,7,14152
9374,[16*]c1cccc2c1C(c1ccccc1)NCC2,7,14153
9375,[14*]c1nccc2c(C)c(C)n(C)c12,7,14155
9376,[16*]c1ccc2c(c1)CN(C)C2=O,7,14156
9377,[4*]CC(N)(CC)CC,7,14158
9378,[9*]n1c(N)[n+](CC)c2ccccc21,7,14160
9379,[14*]c1[nH]nc2c1[C@H](c1cc(Br)ccc1F)C(C#N)=C(N)O2,7,14161
9380,[16*]c1cccc(C2=Nc3ccc(F)cc3NC(=O)C2)c1,7,14162
9381,[4*]C(C)C(=O)n1ccccc1=NC(C)C,7,14164
9382,[16*]c1ccc(S(=O)O)cc1,7,14166
9383,[5*]N1CCc2ccc(F)cc2C1,7,14168
9384,[16*]c1ccc(Cc2ccc(S(C)(=O)=O)cc2)[nH]c1=O,7,14169
9385,[14*]c1ncc2c(n1)CC(C)(C)C2,7,14170
9386,[7*]=C(C)C=C,7,14171
9387,[9*]n1cnc2c(=O)nc[nH]c21,7,14172
9388,[5*]N1CC2C(=O)CCC(C)C2C1,7,14173
9389,[13*]C1N=C(c2ccccc2)O[C@@H]1C,7,14174
9390,[11*]SC1=CC(=O)CC(C)(C)C1,7,14176
9391,[14*]c1nc2c(s1)CCCC2N,7,14180
9392,[14*]c1nc(C)ns1,7,14181
9393,[5*]N1CC(C)CCCC1C,7,14182
9394,[15*]C1CN=CNC1,7,14183
9395,[15*]C1CCC(=O)C=C1C(F)(F)F,7,14185
9396,[10*]N1C(=O)NC2(CCC(F)(F)CC2)C1=O,7,14186
9397,[16*]c1ccc(Cl)cc1/C=N\n1cnnc1,7,14189
9398,[15*][C@@H]1CC[C@@H]2CCCCN2C1,7,14191
9399,[16*]c1c(F)cc(O)cc1F,7,14193
9400,[16*]c1cc(N/N=C/c2ccccc2)nnc1Cl,7,14194
9401,[4*]C1(C#C)CC1,7,14195
9402,[14*]c1ccc2c(n1)[C@@H](N)CCN2,7,14196
9403,[16*]c1cc(F)ccc1I,7,14198
9404,[9*]n1nc(C)c2c1NC(=O)C[C@@H]2c1ccccc1Br,7,14200
9405,[16*]c1ccc2cncn2c1,7,14201
9406,[9*]n1oc(C)cc1=O,7,14202
9407,[5*]N1CC(C)(N)C2(CC2)C1,7,14203
9408,[3*]ON1C(=O)c2cccc3cc(Br)cc(c23)C1=O,7,14207
9409,[14*]c1cc2ccc(F)cc2s1,7,14212
9410,[5*]N1c2ccccc2[C@H](N)[C@@H](C)[C@@H]1C,7,14213
9411,[15*]C1CCC(Br)C1=O,7,14214
9412,[16*]c1ccc2c(c1)SCC(=O)N2,7,14215
9413,[13*][C@H]1CNC(=O)CO1,7,14216
9414,[14*]c1nc(=O)c2ncn(C)c2[nH]1,7,14217
9415,[14*]c1sc2cc(F)ccc2c1Cl,7,14220
9416,[15*]C1C=C(C=O)SC1,7,14221
9417,[5*]N1CC[C@@]2(C1)NC(=O)N(C)C2=O,7,14223
9418,[13*]C1CCn2ccnc2N1,7,14224
9419,[16*]c1cnn2c1OC[C@@H](F)C2,7,14225
9420,[14*]c1ccc2c(=O)cc(C)[nH]c2n1,7,14226
9421,[9*]n1nc2oc3ccc(C)cc3cc-2c1=O,7,14227
9422,[16*]c1ccnc2c(F)cccc12,7,14229
9423,[16*]c1cc(Br)c(C)c(Br)c1,7,14230
9424,[16*]c1cnc2sc3cc(Cl)ccc3n2c1=O,7,14232
9425,[1*]C(=O)CC(C)C(F)(F)F,7,14233
9426,[13*]C1C=C(C=O)C(C=O)=CN1,7,14234
9427,[9*]n1nc(C)c2c1NC(=O)C[C@@H]2c1ccc(Cl)cc1Cl,7,14236
9428,[13*][C@]1(C)SC(C)=NC1=O,7,14237
9429,[15*]C1(C)C(=O)c2ccc(Cl)c(Cl)c2C1=O,7,14239
9430,[7*]=C(O)c1ccc(I)cc1,7,14241
9431,[13*]C1C=C(C)C(C(=O)O)=C(N(C)C)N1,7,14242
9432,[10*]N1C(=O)Nc2ccc(Br)cc2S1(=O)=O,7,14243
9433,[9*]n1nc(C)c2c1NC(=O)CC2c1c(F)cccc1F,7,14244
9434,[16*]c1c2c3c(c(Br)ccc3n(C)c1=O)C(=O)c1ccccc1-2,7,14246
9435,[15*]C1CN(C)c2ccccc2C1=O,7,14247
9436,[5*]NC1=C(C)C(=O)OC12CCCCC2,7,14248
9437,[5*]N1C[C@@H](F)[C@@H](C2CC2)C1,7,14249
9438,[4*]CCC(=O)NN=C1CCCCC1,7,14252
9439,[16*]c1c(C#N)c(Cl)nc2c1COCC2,7,14253
9440,[15*]C1(C)CCC(=O)C2CNCC21,7,14254
9441,[7*]=C1C(=O)N(CC)c2ccc(Br)cc21,7,14255
9442,[7*]=C(N)CC,7,14256
9443,[14*]c1cc2cnc(C)nc2s1,7,14257
9444,[8*][C@H](C[N+](=O)[O-])C1=C(C)CCCC1=O,7,14259
9445,[5*]N1CCc2ccc(O)cc2C1,7,14262
9446,[10*]N1C(=O)NC(=O)/C1=C/N(C)C,7,14264
9447,[14*]c1ncnn1S(=O)(=O)c1ccc(C)cc1,7,14265
9448,[14*]c1nc2c3c(Cl)cccc3ncn2n1,7,14266
9449,[13*][C@@H]1C[C@@H](c2ccc(C)cc2)n2nc(N)nc2N1,7,14268
9450,[4*]CC(C(C)C)C(C)C,7,14269
9451,[1*]C(=O)CCC(=O)N/N=C1/CCCC[C@@H]1C,7,14273
9452,[9*]n1cc[n+]2c1SC(C)C2,7,14274
9453,[5*]N[C@H]1c2cc(Br)ncc2NC[C@@H]1C,7,14275
9454,[7*]=Cc1cc(N)c2ccccc2[n+]1C,7,14277
9455,[7*]=C(CC)SC,7,14278
9456,[15*][C@@H]1CNC[C@H]1S(=O)(=O)c1ccccc1,7,14279
9457,[7*]=C(F)c1ccccc1,7,14280
9458,[16*]c1ccc2[nH+]c(C)cc(O)c2c1,7,14281
9459,[13*]C1C2CCC(CC2)N1C,7,14282
9460,[1*]C(=O)CCC(=O)N/N=C1/CCCC[C@H]1C,7,14283
9461,[5*]NC1CC(C)Nc2ncccc21,7,14285
9462,[14*]c1nc2c(F)cccc2o1,7,14286
9463,[14*]c1cc2cc(C)c(N)nc2cn1,7,14287
9464,[13*]C1CN=C(c2ccc(C)cc2)O1,7,14288
9465,[9*]n1cnc([N+](=O)[O-])c1,7,14289
9466,[13*]C1NCC/C(=N\NC(N)=S)C1C,7,14290
9467,[12*]S(=O)(=O)c1c(C)[nH]c(=O)[nH]c1=O,7,14291
9468,[14*]c1nc(C(=N)N)cn2ccnc12,7,14292
9469,[5*]N1CCc2ccccc2[C@@H]1c1ccc(Cl)cc1,7,14293
9470,[16*]c1cc(O)c(Cl)cc1Cl,7,14294
9471,[12*]S(=O)(=O)c1ccc2c(c1)C(=O)NC(C)(C)C(=O)N2,7,14295
9472,[15*]C1CC(=O)N(C)N=C1c1ccccc1,7,14296
9473,[5*]N1c2ccccc2C(=O)C1O,7,14297
9474,[16*]c1cc(C)c2c(c1)C(=O)OC2,7,14298
9475,[14*]c1cc2ccc(Cl)cc2s1,7,14299
9476,[16*]c1cnc(Br)c(F)c1,7,14301
9477,[16*]c1c(C)nc2nc(N)nc(N)c2c1C,7,14303
9478,[13*]C1CNC(=O)c2cc(I)ccc2O1,7,14304
9479,[5*]N1CCN(N=C(C)c2ccccc2Cl)CC1,7,14306
9480,[13*]C1NC(=O)c2ccccc2N(CC)C1=O,7,14308
9481,[14*]c1cc2n(n1)CC(F)(F)CO2,7,14311
9482,[8*]CC1=NC(=O)[C@H](C)S1,7,14312
9483,[16*]c1ccc(=NC=O)n(O)c1,7,14314
9484,[14*]c1nc2n(n1)C(c1ccccc1)C1=C(CC(C)(C)CC1=O)N2,7,14315
9485,[4*]CC#Cc1ccc(Cl)cc1,7,14316
9486,[13*]C1OC(=O)C(C=O)=C1O,7,14317
9487,[14*]c1sc2ccccc2[n+]1CC,7,14321
