SMILES,Idx,FID
[5*][NH+]1Cc2cccc([16*])c2C1,0,1816
[5*][NH+]1Cc2cccc([16*])c2C1,8,2603
[16*]c1ccc(C#N)c(Cl)c1,0,1093
[1*]C(=O)C[C@H]1CSc2nccc(=O)n21,0,4177
[14*]c1cc([14*])on1,0,114
[14*]c1cc([14*])on1,4,124
[9*]n1nccc1[14*],0,45
[9*]n1nccc1[14*],6,90
[16*]c1c(C)nc2c3ccccc3nn2c1C,0,6244
[15*][C@H]1CCS(=O)(=O)C1,0,197
[14*]c1[nH]c(C)c([16*])c1C,0,500
[14*]c1[nH]c(C)c([16*])c1C,6,517
[16*]c1c(C)cc(C)nc1Cl,0,2403
[14*]c1cnc2ccccn12,0,1584
[16*]c1ccc2c(c1)NC(=O)C[C@@H]2[C@@H]1[NH+]=c2ccccc2=C1C,0,29767
[14*]c1ncc(Cl)c([14*])n1,0,1326
[14*]c1ncc(Cl)c([14*])n1,7,1506
[11*]SC1=N[C@@H]2[NH+]=c3ccccc3=C2N=N1,0,14082
[5*]N1CCN(C[8*])CC1,0,374
[5*]N1CCN(C[8*])CC1,6,816
[9*]n1nc([14*])[nH]c1=S,0,867
[9*]n1nc([14*])[nH]c1=S,4,526
[4*][C@@H](CC)C([8*])(C)C,0,3136
[4*][C@@H](CC)C([8*])(C)C,5,3592
[14*]c1scnc1C,0,172
[4*]CC(=O)N1N=C(c2ccc(C)cc2)C[C@@H]1[13*],0,6283
[4*]CC(=O)N1N=C(c2ccc(C)cc2)C[C@@H]1[13*],16,6463
[14*]c1nnc([14*])n1N,0,263
[14*]c1nnc([14*])n1N,5,263
[9*]n1c(C)c([16*])c2c1CC(C)(C)CC2=O,0,9603
[9*]n1c(C)c([16*])c2c1CC(C)(C)CC2=O,5,11879
[5*]N1CC[NH2+]CC1,0,78
[14*]c1ccc([14*])[nH]1,0,200
[14*]c1ccc([14*])[nH]1,5,200
[5*][NH+]1CCC[C@@H]([15*])C1,0,41
[5*][NH+]1CCC[C@@H]([15*])C1,6,169
[9*]n1cccn1,0,45
[1*]C(=O)[C@@]([4*])([8*])C,0,16
[1*]C(=O)[C@@]([4*])([8*])C,4,63
[1*]C(=O)[C@@]([4*])([8*])C,5,199
[14*]c1cnccn1,0,104
[15*][C@@H]1CCC[C@H](C)C1,0,393
[14*]c1cc(=O)c2cc(Cl)c(C)cc2o1,0,14977
[16*]c1cnc2ccccc2c1,0,658
[16*]c1cc(F)cc(F)c1,0,253
[4*][C@@H](C)C[8*],0,24
[4*][C@@H](C)C[8*],4,30
[15*]C1CCOCC1,0,106
[9*]n1c(=S)[nH]c2c(C)nn(C)c21,0,4506
[15*][C@@H]1CC[C@H](C)[C@H](C)C1,0,5195
[6*]C(=O)N/N=C\C=[7*],0,8477
[6*]C(=O)N/N=C\C=[7*],7,8016
[14*]c1ncc([16*])cn1,0,94
[14*]c1ncc([16*])cn1,5,218
[9*]n1cnc(C)c(Br)c1=O,0,11422
[8*]CC(C)(C)C(=O)NN,0,6690
[15*]C1([15*])CCC1,0,99
[15*]C1([15*])CCC1,2,99
[14*]c1cc[nH]n1,0,77
[5*]N1CCc2ncc([16*])cc2C1,0,5438
[5*]N1CCc2ncc([16*])cc2C1,8,8573
[5*][NH+]1CCN([10*])C(=O)C1,0,606
[5*][NH+]1CCN([10*])C(=O)C1,5,2611
[8*]CS(C)(=O)=O,0,373
[14*]c1nc(C)cc(=O)[nH]1,0,556
[4*]CC[C@H](C)CCS,0,5851
[15*][C@H]1CCCCC[C@H]1[15*],0,176
[15*][C@H]1CCCCC[C@H]1[15*],8,176
[16*]c1ccc([N+](=O)[O-])cc1Cl,0,669
[14*]c1nc2c(s1)[C@@H](c1ccccc1[16*])CC(O)=N2,0,9924
[14*]c1nc2c(s1)[C@@H](c1ccccc1[16*])CC(O)=N2,13,39050
[16*]c1cc(C)nc2c1c(=O)[nH]n2C,0,4028
[16*]c1cccc(Br)c1,0,107
[14*]c1cccc[nH+]1,0,153
[15*][C@@H]1CCO[C@@H]1C,0,529
[7*]=C1Oc2cc([16*])cc(C)c2C1=O,0,2612
[7*]=C1Oc2cc([16*])cc(C)c2C1=O,6,2584
[4*]CC([6*])=O,0,14
[4*]CC([6*])=O,3,61
[7*]=Cc1cccc(F)c1,0,783
[6*]C(C)=O,0,61
[10*]N1C(=O)OC[C@H]1[13*],0,448
[10*]N1C(=O)OC[C@H]1[13*],7,7465
[5*][NH+]1CCCC1,0,64
[5*]N1CCCC[C@H]1C,0,396
[16*]c1cc(C)cc(C)c1C,0,2426
[14*]c1nnc(C)s1,0,460
[16*]c1cc(C)ccc1C,0,171
[1*]C(=O)/C=N/O[3*],0,3813
[1*]C(=O)/C=N/O[3*],6,5030
[16*]c1ccc([16*])c(C)c1,0,42
[16*]c1ccc([16*])c(C)c1,5,36
[9*]n1c(C)cc([16*])c1C,0,237
[9*]n1c(C)cc([16*])c1C,6,251
[4*]C([8*])[8*],0,6
[4*]C([8*])[8*],2,3
[4*]C([8*])[8*],3,3
[13*][C@@H]1COCCO1,0,942
[14*]c1cc2c(s1)CCCC2,0,473
[12*]S(=O)(=O)c1ccccc1[N+](=O)[O-],0,1444
[4*][C@@H](C)[C@H]([8*])O,0,423
[4*][C@@H](C)[C@H]([8*])O,4,492
[14*]c1n[nH]cc1[16*],0,77
[14*]c1n[nH]cc1[16*],6,71
[14*]c1n[nH]c([14*])c1N,0,4832
[14*]c1n[nH]c([14*])c1N,5,2578
[4*][C@@H](C)CC[8*],0,136
[4*][C@@H](C)CC[8*],5,127
[14*]c1cccn1C,0,322
[16*]c1ccc(C#N)cc1,0,141
[14*]c1nc2c([16*])cccc2s1,0,116
[14*]c1nc2c([16*])cccc2s1,5,749
[7*]=Cc1cccs1,0,519
[14*]c1sc2nc(C)cc(C)c2c1[16*],0,7776
[14*]c1sc2nc(C)cc(C)c2c1[16*],12,7334
[16*]c1cccc(/C=N/N2C(=O)c3ccccc3C2=O)c1[16*],0,32828
[16*]c1cccc(/C=N/N2C(=O)c3ccccc3C2=O)c1[16*],20,39008
[5*][N-][5*],0,93
[5*][N-][5*],2,93
[12*]S(=O)(=O)c1cccc2cccnc12,0,2068
[13*][C@H]1C[NH+](C)CCN1C,0,1348
[8*]C([8*])O,0,57
[8*]C([8*])O,2,57
[14*]c1occc1Br,0,1079
[16*]c1ccc2oc(=O)c([16*])cc2c1,0,1452
[16*]c1ccc2oc(=O)c([16*])cc2c1,9,457
[14*]c1cs/c(=N\N=C\c2ccco2)[nH]1,0,29197
[16*]c1cccnc1Cl,0,415
[16*]c1cc([16*])c([16*])c(I)c1,0,744
[16*]c1cc([16*])c([16*])c(I)c1,4,744
[16*]c1cc([16*])c([16*])c(I)c1,6,679
[8*][C@H]([NH3+])C(=O)[O-],0,2661
[9*]n1cc(C)c([14*])n1,0,295
[9*]n1cc(C)c([14*])n1,6,561
[14*]c1sc(Cl)nc1C,0,3662
[15*]C1CCC([15*])CC1,0,21
[15*]C1CCC([15*])CC1,5,21
[8*]CS([12*])(=O)=O,0,273
[8*]CS([12*])(=O)=O,3,88
[5*]N1CCc2c(F)ccc(F)c2C1,0,1625
[14*]c1nnsc1Cl,0,2526
[15*]C1CCC([15*])(C#N)CC1,0,4287
[15*]C1CCC([15*])(C#N)CC1,5,2245
[15*][C@H]1CCCOC1,0,738
[15*][C@H]1C[C@@H]2C=C[C@H]1C2,0,1059
[13*][C@]1(C)CCCO1,0,537
[16*]c1cccc(/C(N)=N/O)c1,0,4963
[16*]c1ccccc1C#N,0,248
[3*]O/N=C1\CS(=O)(=O)C[C@H]1[15*],0,40348
[3*]O/N=C1\CS(=O)(=O)C[C@H]1[15*],10,28214
[8*]C([8*])(O)C[S@](=O)c1ccc(Cl)cc1,0,13499
[8*]C([8*])(O)C[S@](=O)c1ccc(Cl)cc1,2,13499
[14*]c1occc1[16*],0,31
[14*]c1occc1[16*],6,206
[9*]n1ccc2ccc([N+](=O)[O-])cc21,0,15511
[14*]c1ccnc([14*])n1,0,101
[14*]c1ccnc([14*])n1,6,94
[16*]c1ccc(C)cc1[16*],0,25
[16*]c1ccc(C)cc1[16*],8,42
[15*][C@H]1CCOC1,0,228
[8*]CCO,0,120
[4*]C[C@]1(O)CCc2ccccc21,0,3450
[5*]N[C@H]1CCOc2ccc(F)cc21,0,10636
[4*][C@@H](C)C([8*])(C)C,0,317
[4*][C@@H](C)C([8*])(C)C,4,711
[14*]c1nccs1,0,40
[16*]c1c[nH]c2cc(F)ccc12,0,1871
[5*][NH+]1CCc2nc([14*])[nH]c(=O)c2C1,0,3102
[5*][NH+]1CCc2nc([14*])[nH]c(=O)c2C1,7,3163
[16*]c1c([16*])c2cccc(Cl)c2[nH]c1=O,0,17253
[16*]c1c([16*])c2cccc(Cl)c2[nH]c1=O,3,17627
[14*]c1cc2c3ccccc3n3c(=O)c4c([16*])c([16*])ccc4c(n1)c23,0,14535
[14*]c1cc2c3ccccc3n3c(=O)c4c([16*])c([16*])ccc4c(n1)c23,15,16347
[14*]c1cc2c3ccccc3n3c(=O)c4c([16*])c([16*])ccc4c(n1)c23,17,14712
[14*]c1nc(C)c([14*])s1,0,103
[14*]c1nc(C)c([14*])s1,6,172
[6*]C(=O)NNC([6*])=O,0,155
[6*]C(=O)NNC([6*])=O,6,155
[16*]c1ccc(F)c(F)c1,0,132
[8*][C@H](C[NH3+])C(F)(F)F,0,18971
[14*]c1cc([16*])c(C)o1,0,134
[14*]c1cc([16*])c(C)o1,4,306
[4*][C@H]([8*])C(C)C,0,58
[4*][C@H]([8*])C(C)C,2,83
[4*]CCCC,0,86
[10*]N1C(=O)N[C@]([13*])(C)C1=O,0,397
[10*]N1C(=O)N[C@]([13*])(C)C1=O,6,387
[4*][C@]1([13*])N=C(c2ccccc2)N([10*])C1=O,0,7891
[4*][C@]1([13*])N=C(c2ccccc2)N([10*])C1=O,2,7663
[4*][C@]1([13*])N=C(c2ccccc2)N([10*])C1=O,12,3172
[14*]c1cc(C)[nH+]c([14*])n1,0,1531
[14*]c1cc(C)[nH+]c([14*])n1,7,1518
[5*]N1CCc2ccccc2[C@@H]1CC(=O)[O-],0,37294
[16*]c1ccccc1Br,0,131
[4*]C[C@@H]([8*])O,0,73
[4*]C[C@@H]([8*])O,3,138
[16*]c1ccc2c(c1)CCO2,0,425
[10*]N1CCCC1=O,0,55
[13*][C@@H]1COc2ccccc2O1,0,402
[9*]n1cnc2c1c(=O)n(C)c(=O)n2C,0,722
[14*]c1cscn1,0,51
[13*]C1([13*])CCC[NH2+]1,0,728
[13*]C1([13*])CCC[NH2+]1,2,728
[16*]c1csc2ccccc12,0,692
[16*]c1ccc(C)c([16*])c1,0,25
[16*]c1ccc(C)c([16*])c1,7,36
[14*]c1ccc(Br)o1,0,489
[10*]N1CCCCC1=O,0,241
[14*]c1ncnc2sc(C)c(C)c12,0,1010
[15*][C@@H]1CCOC1=O,0,1726
[5*]N1[C@H]2CCCC[C@@H]2C[C@H]1C,0,9292
[15*][C@H]1C=C[C@H]([15*])C1,0,445
[15*][C@H]1C=C[C@H]([15*])C1,5,445
[5*]N1CC[C@@H]([15*])C1,0,28
[5*]N1CC[C@@H]([15*])C1,5,129
[13*][C@@H]1COC2(CCCCC2)O1,0,6210
[14*]c1ncc2ccccn12,0,824
[16*]c1cccnc1,0,37
[7*]=C(C)C,0,298
[7*]=C[C@@H]1[C@@H]([15*])C1(C)C,0,2762
[7*]=C[C@@H]1[C@@H]([15*])C1(C)C,4,4434
[15*][C@@H]1CCS(=O)(=O)C1,0,179
[7*]=C(C)c1ccc(Cl)cc1,0,42115
[7*]=C1SC(N2CCCC2)=NC1=O,0,11715
[5*]N1CCc2cc(C)ccc21,0,1013
[9*]n1nc(C)c2ccccc2c1=O,0,2184
[14*]c1nc2ccccc2[nH]1,0,109
[1*]C(=O)C(CC)CC,0,1065
[4*]C[C@H]([4*])[8*],0,7
[4*]C[C@H]([4*])[8*],3,7
[4*]C[C@H]([4*])[8*],4,9
[1*]C(=O)CCC[8*],0,75
[1*]C(=O)CCC[8*],6,193
[4*]CC(=O)N/N=C/c1nc2ccccc2n1[9*],0,22483
[4*]CC(=O)N/N=C/c1nc2ccccc2n1[9*],16,36382
[9*]n1nnc2c(=O)nc([14*])[nH]c21,0,6877
[9*]n1nnc2c(=O)nc([14*])[nH]c21,9,6708
[14*]c1nc2c(C)cc(Cl)cc2s1,0,4291
[15*][C@@H]1C[C@H]1[15*],0,18
[15*][C@@H]1C[C@H]1[15*],4,18
[15*]C1Cc2ccccc2C1,0,865
[4*]CCCC(N)=O,0,1723
[15*][C@@H]1CCOC2(CCCC2)C1,0,1231
[13*][C@@H]1Oc2c([16*])cccc2[C@@H]2CC(c3cccc([16*])c3)=NN12,0,12367
[13*][C@@H]1Oc2c([16*])cccc2[C@@H]2CC(c3cccc([16*])c3)=NN12,5,40111
[13*][C@@H]1Oc2c([16*])cccc2[C@@H]2CC(c3cccc([16*])c3)=NN12,18,20873
[16*]c1ccc([16*])c([16*])c1[16*],0,1
[16*]c1ccc([16*])c([16*])c1[16*],5,1
[16*]c1ccc([16*])c([16*])c1[16*],7,1
[16*]c1ccc([16*])c([16*])c1[16*],9,1
[16*]c1cc(C)oc1C,0,309
[15*][C@H]1C[C@H]1[15*],0,18
[15*][C@H]1C[C@H]1[15*],4,18
[5*]N1CCO[C@@H]([13*])C1,0,35
[5*]N1CCO[C@@H]([13*])C1,6,185
[16*]c1cc(F)c(F)cc1F,0,1754
[14*]c1n[nH]c([14*])n1,0,146
[14*]c1n[nH]c([14*])n1,5,161
[14*]c1ncccc1I,0,12060
[15*][C@]1(C)CC1(Cl)Cl,0,1776
[5*]N1CCOCC[C@H]1C,0,3426
[16*]c1ccsc1,0,87
[4*]CC(=O)NNC(=O)CC,0,2723
[14*]c1nc2c(C)c(C)ccc2cc1[16*],0,8819
[14*]c1nc2c(C)c(C)ccc2cc1[16*],13,32417
[1*]C(=O)C(=O)N/N=C/c1c(O)ccc2ccccc12,0,12104
[14*]c1cn2ccccc2n1,0,542
[1*]C(=O)NNc1cccc(C#N)c1,0,4477
[14*]c1cn2cc(Cl)ccc2n1,0,1735
[8*][C@H](C)CC,0,303
[5*]N1C[C@]([13*])(C)[NH2+]C[C@H]1[13*],0,2100
[5*]N1C[C@]([13*])(C)[NH2+]C[C@H]1[13*],4,9115
[5*]N1C[C@]([13*])(C)[NH2+]C[C@H]1[13*],9,9124
[9*]n1nc([14*])cc1C,0,225
[9*]n1nc([14*])cc1C,4,488
[6*]C(=O)Cl,0,1499
[14*]c1cc(=O)n2ccsc2n1,0,1280
[10*]N1C(=O)c2ccccc2N[C@@H]1[13*],0,758
[10*]N1C(=O)c2ccccc2N[C@@H]1[13*],12,1192
[13*][C@H]1CS[C@]2(C)CCC(=O)N12,0,3619
[3*]OC[8*],0,8
[3*]OC[8*],3,57
[9*]n1c([S-])nc2cc([16*])c([16*])cc2c1=O,0,4129
[9*]n1c([S-])nc2cc([16*])c([16*])cc2c1=O,8,3963
[9*]n1c([S-])nc2cc([16*])c([16*])cc2c1=O,10,35538
[16*]c1ccc(C)c(Cl)c1,0,288
[9*]n1cc([14*])[nH]c1=O,0,17932
[9*]n1cc([14*])[nH]c1=O,4,3643
[16*]c1cc(Cl)ccc1Cl,0,305
[14*]c1sc2ncccc2c1[16*],0,4591
[14*]c1sc2ncccc2c1[16*],10,4340
[4*]CC1=CCCOC1,0,2463
[5*]N1C[C@@H]([15*])[C@H]([15*])C1,0,28
[5*]N1C[C@@H]([15*])[C@H]([15*])C1,4,133
[5*]N1C[C@@H]([15*])[C@H]([15*])C1,6,133
[1*]C(=O)[C@H](C)C[4*],0,113
[1*]C(=O)[C@H](C)C[4*],6,510
[4*]CC[C@H](C)O,0,1298
[14*]c1nc2c(C)cccc2s1,0,1004
[16*]c1cccc(F)c1[N+](=O)[O-],0,2492
[9*]n1c(=O)c([16*])c(C)n1C,0,702
[9*]n1c(=O)c([16*])c(C)n1C,5,699
[15*]C1(C#N)CCCC1,0,1548
[12*]S(=O)(=O)c1ccc(F)cc1Cl,0,4707
[15*][C@@H]1CCO[C@H]1C,0,594
[9*]n1nc([14*])ccc1=O,0,260
[9*]n1nc([14*])ccc1=O,4,257
[4*]CC[C@@H]([4*])C,0,86
[4*]CC[C@@H]([4*])C,4,136
[14*]c1nc2cc([16*])ccc2[nH]1,0,109
[14*]c1nc2cc([16*])ccc2[nH]1,6,572
[8*]C(F)F,0,331
[4*]CC#C,0,187
[9*]n1c([14*])nc2ccsc2c1=O,0,958
[9*]n1c([14*])nc2ccsc2c1=O,3,961
[1*]C(=O)[C@@H]([4*])C(C)C,0,145
[1*]C(=O)[C@@H]([4*])C(C)C,4,339
[14*]c1ccc([14*])s1,0,34
[14*]c1ccc([14*])s1,5,34
[15*][C@@H]1CCC[NH2+][C@H]1C,0,5374
[16*]c1ccc2c(c1)-c1nc3ccccc3n1C2=O,0,27484
[1*]C(=O)[C@@H]([4*])CC,0,75
[1*]C(=O)[C@@H]([4*])CC,4,481
[4*]CCCCS(C)(=O)=O,0,7883
[16*]c1ccc2ccccc2c1,0,162
[12*]S(=O)(=O)c1ccc(C)s1,0,1349
[16*]c1ccc([N+](=O)[O-])cc1[16*],0,102
[16*]c1ccc([N+](=O)[O-])cc1[16*],10,95
[5*]NC(=S)N[5*],0,100
[5*]NC(=S)N[5*],5,100
[14*]c1nc2cc3c(cc2cc1C#N)OCO3,0,11730
[1*]C(=O)C1=C(C)Nc2ncnn2[C@H]1c1ccc(F)cc1,0,15564
[15*][C@H]1CS[C@H](C)C1,0,2447
[5*]N1CC[NH+](C)[C@@H]([13*])C1,0,177
[5*]N1CC[NH+](C)[C@@H]([13*])C1,7,4161
[16*]c1cc2c(cc1Br)C(=O)C(=O)N2,0,10428
[4*][C@H]([8*])CO,0,73
[4*][C@H]([8*])CO,2,120
[16*]c1ccc(Cl)c(F)c1,0,408
[9*]n1c([14*])cc2ccccc21,0,285
[9*]n1c([14*])cc2ccccc21,3,321
[5*]N1CC[C@H]([NH3+])C1,0,2370
[14*]c1ccc([16*])cn1,0,26
[14*]c1ccc([16*])cn1,5,37
[4*][C@H](C)CCC,0,725
[4*]CCC(C)(C)O,0,1097
[10*]N1CCC[C@@H]([15*])C1=O,0,241
[10*]N1CCC[C@@H]([15*])C1=O,6,583
[9*]n1ccnc1,0,119
[1*]C(=O)CC(C)C,0,145
[15*][C@@H]1CCC[C@H]1[15*],0,23
[15*][C@@H]1CCC[C@H]1[15*],6,23
[16*]c1cc2c3c(c1)CCN3C(=O)CC2,0,6820
[10*]N1C(=O)[C@H]2CC=CC[C@@H]2C1=O,0,1951
[4*]CC([8*])[8*],0,7
[4*]CC([8*])[8*],3,9
[4*]CC([8*])[8*],4,9
[16*]c1cccc([N+](=O)[O-])c1,0,95
[14*]c1cc(C)n(C)n1,0,948
[14*]c1nc2ccccc2n1C,0,326
[4*][C@H]([8*])CC,0,20
[4*][C@H]([8*])CC,2,30
[15*]C1CCC(O)CC1,0,605
[16*]c1ccc(C)c(I)c1,0,4061
[1*]C(=O)[C@@H]1CC(=O)Nc2ccccc21,0,2274
[5*]N1C(C)=NS(=O)(=O)c2cc([16*])ccc21,0,36546
[5*]N1C(C)=NS(=O)(=O)c2cc([16*])ccc21,11,23001
[4*][C@@H](C)C([6*])=O,0,59
[4*][C@@H](C)C([6*])=O,4,304
[5*]N1CC[NH+]2CCC[C@@H]2C1,0,785
[14*]c1ncccn1,0,94
[15*][C@H]1CS(=O)(=O)C[C@@H]1O,0,7869
[14*]c1nc2cc(Cl)ccn2c1C,0,8440
[15*][C@H]1CCC[C@@H]([15*])C1,0,21
[15*][C@H]1CCC[C@@H]([15*])C1,6,21
[5*][NH+]1CC([15*])C1,0,1032
[5*][NH+]1CC([15*])C1,4,507
[7*]=Cc1ccc([16*])cc1[16*],0,84
[7*]=Cc1ccc([16*])cc1[16*],6,25
[7*]=Cc1ccc([16*])cc1[16*],9,36
[7*]=C1SC(=O)N([10*])C1=O,0,401
[7*]=C1SC(=O)N([10*])C1=O,6,351
[5*]N[C@H]1CCOc2ccccc21,0,1413
[14*]c1nn(C)c(=O)c2ccccc12,0,1438
[16*]c1ccc(S(N)(=O)=O)cc1,0,325
[16*]c1cccc(/C([O-])=N/S(=O)(=O)C(CC)CC)c1,0,17095
[1*]C(=O)[C@@H]([4*])[8*],0,10
[1*]C(=O)[C@@H]([4*])[8*],4,14
[1*]C(=O)[C@@H]([4*])[8*],5,19
[14*]c1nnc2ccc3nncn3n12,0,25523
[7*]=C([O-])c1cccc([16*])c1,0,3795
[7*]=C([O-])c1cccc([16*])c1,8,8983
[16*]c1ccoc1,0,206
[14*]c1n[nH]c(C)n1,0,559
[6*]C(=O)C1=C([O-])C(=O)N([10*])[C@H]1[13*],0,356
[6*]C(=O)C1=C([O-])C(=O)N([10*])[C@H]1[13*],9,357
[6*]C(=O)C1=C([O-])C(=O)N([10*])[C@H]1[13*],11,632
[14*]c1c(C)nc2ccccn12,0,1866
[9*]n1c([14*])nc2nc([14*])sc2c1=O,0,2990
[9*]n1c([14*])nc2nc([14*])sc2c1=O,3,16089
[9*]n1c([14*])nc2nc([14*])sc2c1=O,8,2993
[14*]c1nc(C)sc1C,0,1035
[14*]c1cc2cc(F)ccc2o1,0,3174
[16*]c1ccc(C)cc1F,0,478
[5*]N1C[C@@H](C)C[C@@H](C)C1,0,578
[1*]C(=O)[C@H]([8*])C,0,16
[1*]C(=O)[C@H]([8*])C,4,214
[16*]c1c(C)cccc1C,0,201
[5*][NH+]1CCCC[C@@H]1C,0,568
[12*]S(=O)(=O)c1cncc(F)c1,0,4125
[4*][C@H](C)CCC(C)C,0,1896
[5*]N1CCN(C)[C@@H]2CS(=O)(=O)C[C@@H]21,0,14240
[14*]c1cc([14*])[nH]n1,0,77
[14*]c1cc([14*])[nH]n1,4,90
[16*]c1ccccc1O,0,105
[4*][C@H]([8*])C[8*],0,7
[4*][C@H]([8*])C[8*],2,9
[4*][C@H]([8*])C[8*],4,9
[13*][C@@H]1CN(C)CCO1,0,504
[14*]c1oc2ccccc2c1C,0,538
[9*]n1nc(C)cc1C,0,117
[16*]c1cc(Cl)c2c(c1)OCCCO2,0,1357
[9*]n1cc([N+](=O)[O-])cc([16*])c1=O,0,1262
[9*]n1cc([N+](=O)[O-])cc([16*])c1=O,9,4882
[16*]c1cccc2ccccc12,0,150
[12*]S(=O)(=O)c1ccc([16*])c([16*])c1,0,56
[12*]S(=O)(=O)c1ccc([16*])c([16*])c1,8,91
[12*]S(=O)(=O)c1ccc([16*])c([16*])c1,10,130
[8*][C@H](Cl)C(F)(F)C(F)F,0,27187
[16*]c1ccc(Cl)c(Cl)c1,0,196
[5*]N1CC(=O)Nc2ccccc21,0,648
[3*]OC(F)(F)F,0,262
[5*]N(C)[C@H]1CCCc2ccccc21,0,4271
[4*]C[C@@](C)(O)[C@H](C)CC,0,5889
[7*]=Cc1cc(C#N)n(C)c1C,0,4651
[5*]N1CCCc2cc([16*])ccc21,0,279
[5*]N1CCCc2cc([16*])ccc21,8,668
[10*]N1C(=O)NC(C)(C)C1=O,0,1152
[16*]c1ccc(C)cc1Cl,0,454
[14*]c1ccc([14*])nn1,0,152
[14*]c1ccc([14*])nn1,5,152
[15*][C@]1(O)[C@H](C)C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@@]21C,0,24934
[3*]OP(=O)([O-])[O-],0,9140
[9*]n1nnc([14*])n1,0,367
[9*]n1nnc([14*])n1,5,369
[8*][C@H](C)[C@H](C)C(=O)[O-],0,15361
[4*][C@H](C)[C@H](C)C[8*],0,348
[4*][C@H](C)[C@H](C)C[8*],6,1246
[3*]OS(=O)(=O)c1ccc(C)c([N+](=O)[O-])c1,0,10512
[16*]c1ccccc1C=O,0,1439
[12*]S(=O)(=O)c1cccs1,0,278
[12*]S(=O)(=O)c1ccc(F)cc1F,0,1221
[5*]N1CC[C@H]2OCCC[C@@H]2C1,0,6516
[4*]CC(=O)[C@H]([8*])C#N,0,2822
[4*]CC(=O)[C@H]([8*])C#N,5,2998
[5*]NC(=S)C1=C([O-])CC(C)(C)C/C1=N/CC(C)C,0,36667
[15*][C@@H]1C=C[C@@H]([15*])C1,0,384
[15*][C@@H]1C=C[C@@H]([15*])C1,5,384
[14*]c1ccc([14*])o1,0,31
[14*]c1ccc([14*])o1,5,31
[5*]N1CCO[C@H](C#N)C1,0,1123
[14*]c1cc([14*])n2nccc2n1,0,846
[14*]c1cc([14*])n2nccc2n1,4,667
[4*]C[C@H]([8*])C,0,20
[4*]C[C@H]([8*])C,3,39
[9*]n1c(C)c([16*])c2ccccc21,0,1906
[9*]n1c(C)c([16*])c2ccccc21,5,586
[8*]CC#N,0,234
[16*]c1c[nH]c(C)cc1=O,0,1899
[9*]n1cc([16*])c2ccccc21,0,285
[9*]n1cc([16*])c2ccccc21,4,157
[8*]CCC(N)=O,0,806
[16*]c1ccc(Cl)cc1C=O,0,4833
[16*]c1cc([N+](=O)[O-])cc2c1OCOC2,0,3065
[15*][C@@H]1CCCC[C@H]1[S@@](=O)CC,0,1645
[15*]C1(C)CCCC1,0,609
[14*]c1nsc([14*])c1[16*],0,4460
[14*]c1nsc([14*])c1[16*],5,4689
[14*]c1nsc([14*])c1[16*],7,8062
[5*]N1CC[C@H](C)C[C@H]1C,0,1807
[8*]C[C@H]([8*])C,0,30
[8*]C[C@H]([8*])C,3,39
[13*][C@@H]1OCC[C@@H]1[15*],0,89
[13*][C@@H]1OCC[C@@H]1[15*],6,228
[16*]c1ccc(O)c([16*])c1,0,140
[16*]c1ccc(O)c([16*])c1,7,105
[5*]N1CCOC[C@H]1[13*],0,35
[5*]N1CCOC[C@H]1[13*],7,381
[14*]c1cc2ccccc2n1C,0,1213
[13*][C@@H]1S/C(=N/N=C/c2ccc(O)c([16*])c2)NC1=O,0,40460
[13*][C@@H]1S/C(=N/N=C/c2ccc(O)c([16*])c2)NC1=O,13,38291
[5*][NH+]1CCC2(CC1)OC[C@H](C)O2,0,6462
[1*]C(=O)C1=C(C)C(=O)OC12CCCCC2,0,8086
[15*]C1C2CC3CC(C2)CC1C3,0,1369
[4*][C@H](C(C)C)[C@@H]([8*])C,0,3136
[4*][C@H](C(C)C)[C@@H]([8*])C,6,4954
[4*]CC#N,0,195
[8*]CC(=O)NNC(=O)C[8*],0,1054
[8*]CC(=O)NNC(=O)C[8*],9,1054
[9*]n1ccc2ccccc21,0,285
[13*][C@@H]1CSCN1,0,631
[16*]c1ccc2cc([16*])ccc2c1,0,162
[16*]c1ccc2cc([16*])ccc2c1,7,162
[14*]c1ccc2ccccc2n1,0,222
[9*]n1nc2c(c1[14*])CCC2,0,6735
[9*]n1nc2c(c1[14*])CCC2,6,4709
[4*]CC(C)(C)C[4*],0,342
[4*]CC(C)(C)C[4*],6,342
[8*]C[S@@](=O)c1nc([14*])n[n-]1,0,25491
[8*]C[S@@](=O)c1nc([14*])n[n-]1,7,37917
[9*]n1cnc2ccccc21,0,144
[10*]N1C(=O)C[C@]([15*])(C)C1=O,0,3621
[10*]N1C(=O)C[C@]([15*])(C)C1=O,6,6881
[16*]c1coc2c(C)c(C)ccc12,0,3754
[9*]n1nnnc1[14*],0,112
[9*]n1nnnc1[14*],6,151
[14*]c1ncccc1Cl,0,379
[14*]c1[nH]cc[nH+]1,0,220
[14*]c1n[nH]c(/N=C(\[O-])[C@H]2COc3ccccc3C2)n1,0,27661
[5*]N1CCC2(CC1)CNC(=O)c1cc(C)ccc1O2,0,17367
[13*][C@@H]1SC(=O)N(C)C1=O,0,30566
[14*]c1nc2ccccc2c([16*])c1C,0,2506
